House,Price,County
"50. 37 Downview, Faranlea Road, Cork City, Victoria Cross, Co. Cork",2600, Co. Cork
"51. Glanmire Village, Glanmire, Co. Cork",1200, Co. Cork
"52. Rutland Place, South Terrace, Cork City, Co. Cork",1400, Co. Cork
"53. Fernwood Court, Glanmire, Co. Cork",1250, Co. Cork
"54. River Wharf, Mill Road, Midleton, Co. Cork",1250, Co. Cork
"55. Conna Co Cork, Conna, Co. Cork",750, Co. Cork
"56. Black Quay, Hollyhill, Kinsale, Co. Cork",1165, Co. Cork
"57. Orchard Court, Orchard Road, Victoria Cross, Co. Cork",1400, Co. Cork
"58. Watergold, Douglas, Co. Cork",1750, Co. Cork
"59. Desmond Court, Cork Street, Kinsale, Co. Cork",850, Co. Cork
"60. 25 mill race, mill road, Midleton, Co. Cork",1050, Co. Cork
"61. The Elysian, Eglinton Street, Cork City, Co. Cork",3500, Co. Cork
"62. The Elysian, Eglinton Street, Cork City, Co. Cork",3170, Co. Cork
"63. Patrick's Hill, Cork City, Co. Cork",1352, Co. Cork
"64. No. 3 Egmont Court, Earl Street, Kanturk, Co. Cork, Kanturk, Co. Cork",700, Co. Cork
"65. Quartertown,Mallow,Co.Cork, Mallow, Co. Cork",550, Co. Cork
"66. Quay, Main st, Skibbereen, Co. Cork",775, Co. Cork
"67. North St, Skibbereen, Co. Cork",650, Co. Cork
"68. Old Quarry, Ballincollig, Co. Cork",1350, Co. Cork
"69. The Grand, Crosshaven, Co. Cork",1450, Co. Cork
"70. The Kingfisher, Jacob\'s Island, Ballinure, Co. Cork",1395, Co. Cork
"71. Lisin, Sunday's Well, Co. Cork",1735, Co. Cork
"72. 5 The Arches, Halfway Village, Ballinhassig, Co. Cork",1100, Co. Cork
"73. Cloghroe House, Ballincollig, Co. Cork",825, Co. Cork
"74. East End, Drimoleague, Co. Cork",400, Co. Cork
"75. Ballyvorisheen West, Carrignavar, Co. Cork",900, Co. Cork
"76. 3 Westside, Fairgreen, New Road, Mallow, Co. Cork",850, Co. Cork
"77. Apt, 7, West Beach, Cobh, Co. Cork",775, Co. Cork
"78. Crawford View, Emmet Place, Cork City, Co. Cork",1800, Co. Cork
"79. Summerhill South, Cork City, Co. Cork",1200, Co. Cork
"80. Apartment 3, 8 Ballymoden Place, Bandon, Co. Cork",900, Co. Cork
"81. Pier Road, Kinsale, Co. Cork",1100, Co. Cork
"82. 309 Brideholm, Commons Road, Blackpool, Co. Cork",1500, Co. Cork
"83. 14 The Lodge, The Oaks, Classes Lake, Ballincollig, Co. Cork",1200, Co. Cork
"84. The Haven, Jacobs island Cork, Mahon, Co. Cork",1600, Co. Cork
"85. 5 Newmills, Brownsmills, Kinsale, Co. Cork",1400, Co. Cork
"86. Newmills Brownsmills Kinsale, Kinsale, Co. Cork",1200, Co. Cork
"87. 2 Heron Court, Skibbereen, Co. Cork",750, Co. Cork
"88. Harbour Heights, Passage West, Co. Cork",1450, Co. Cork
"89. main street ballineen, Ballineen, Co. Cork",540, Co. Cork
"90. 3 The Malthouse, Kinsale, Co. Cork",1200, Co. Cork
"91. 3A college court Clonakilty, Clonakilty, Co. Cork",600, Co. Cork
"92. Flat, spy hill, Cobh, Co. Cork",1100, Co. Cork
"93. No. 21 Beechwood mews, Cluain ard, Cobh, Co. Cork",1200, Co. Cork
"94. Apartment 4 Bishops Island, Watergrasshill, Co. Cork",1000, Co. Cork
"95. North St., Skibbereen, Co. Cork",700, Co. Cork
"96. Mayfield Business Park, Mayfield, Co. Cork",2000, Co. Cork
"97. Midleton, Dungourney, Co. Cork",700, Co. Cork
"98. caheragh, Caheragh, , Co. Cork",650, Co. Cork
"99. North St., Skibbereen, Co. Cork",425, Co. Cork
"100. Cappyaughna, Glengarriff, Co. Cork",700, Co. Cork
"1. Main Street, Ballyshannon, Co. Donegal",520, Co. Donegal
"2. Coolboy, Letterkenny, Co. Donegal",600, Co. Donegal
"3. Apt 24 Glenveagh Court, Letterkenny, Co. Donegal",800, Co. Donegal
"4. 32 Burnside Park, Letterkenny, Co. Donegal",560, Co. Donegal
"5. 8 Court Apartment, Banks Lane, Letterkenny, Co. Donegal",900, Co. Donegal
"6. 2 Railway Court, Pearse Road, Letterkenny, Co. Donegal",650, Co. Donegal
"7. 21 Quayside Apartments, Ramelton, Co. Donegal",850, Co. Donegal
"8. 18 The Fort, Greencastle, Co. Donegal",750, Co. Donegal
"9. 31 Cill Greine, Letterkenny, Co. Donegal",650, Co. Donegal
"10. 74a Glentain Manor, Mountain Top, Letterkenny, Co. Donegal",600, Co. Donegal
"11. Apt 3 William Street, Raphoe, Co. Donegal",320, Co. Donegal
"12. Tir Chonaill Street, Ballyshannon, Co. Donegal",500, Co. Donegal
"13. riverside, Letterkenny, Co. Donegal",520, Co. Donegal
"14. 53 Riverside View Apartments, Pearse Road, Letterkenny, Co. Donegal",400, Co. Donegal
"15. Riverside View, Letterkenny, Co. Donegal",440, Co. Donegal
"16. Westside Apartments, Letterkenny, Co. Donegal",520, Co. Donegal
"17. Loughnagin Ramelton Road, Letterkenny, Co. Donegal",600, Co. Donegal
"18. Lifford Court Apartments, Lifford, Co. Donegal",440, Co. Donegal
"19. Apt 1 86 Upper Main street, Letterkenny, Co. Donegal",600, Co. Donegal
"20. 49 Grand Central Apartments, Letterkenny, Co. Donegal",650, Co. Donegal
"21. Trentaboy, Drumkeen, Co. Donegal",600, Co. Donegal
"22. 89a The Green Thornberry, Kilmacrennan Rd, Letterkenny, Co. Donegal",650, Co. Donegal
"23. The Maples, Lismonaghan, Letterkenny, Co. Donegal",565, Co. Donegal
"24. Ardmore Court, Upper Main Street, Ballyshannon, Co. Donegal",550, Co. Donegal
"25. 1 Bakers Court, Ballyshannon, Co. Donegal",550, Co. Donegal
"26. Riverfront House, Letterkenny, Co. Donegal",620, Co. Donegal
"27. 8 Grand central Apartments, Canal Road, Letterkenny, Co. Donegal",700, Co. Donegal
"28. Apt 1, Slieve League View, Carrick, Co. Donegal",450, Co. Donegal
"29. Magheraclogher, Bunbeg, Co. Donegal",460, Co. Donegal
"1. 7 Carlinn's Cove, Rostrevor, Co. Down",700799, Co. Down
"1. Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",6000, Dublin 4
"2. Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",5000, Dublin 4
"3. Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",3850, Dublin 4
"4. Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",19000, Dublin 4
"5. Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",5500, Dublin 4
"6. 145 147 Waterfall Court, Apt 15, Waterfall Avenue, Drumcondra, Dublin 3",1911, Dublin 3
"7. Smithfield Market - 16E, Smithfield, Dublin 7",2700, Dublin 7
"8. Adelaide Square, Dublin 2",3400, Dublin 2
"9. Adelaide Square, Dublin 2",3400, Dublin 2
"10. 532 The Maple,Beacon South Quarter, Sandyford, Dublin 18",2300, Dublin 18
"11. Sweepstakes, Ballsbridge, Dublin 4",3000, Dublin 4
"12. Rockview, Blackglen Road, Sandyford, Dublin 18",2200, Dublin 18
"13. The Tower, Smithfield, Dublin 7, Dublin 7",3500, Dublin 7
"14. De Vesci Court, Monkstown, Co. Dublin",2600, Co. Dublin
"15. Northbank Apartments, Castleforbes Road, Dublin 1",2350, Dublin 1
"16. Northbank, Castleforbes Road, Dublin 1",1950, Dublin 1
"17. Vantage by Kennedy Wilson, Central Park, Leopardstown, Dublin 18",2939, Dublin 18
"18. Vantage by Kennedy Wilson, Central Park, Leopardst, Leopardstown, Dublin 18",2500, Dublin 18
"19. The Grange, Brewery Road, Stillorgan, Co. Dublin",1950, Co. Dublin
"20. Northbank Apartment, Castleforbes Road, Dublin 1",2800, Dublin 1
"21. Sir John Rogerson's Quay, Grand Canal Dock, Dublin 2",3300, Dublin 2
"22. 83 St Mary's Lane, Ballsbridge, Dublin 4",2600, Dublin 4
"23. OCallaghan Court, Grand Canal Dock, Dublin 2",2250, Dublin 2
"24. Cathedral Court, Dublin 2",3750, Dublin 2
"25. Cathedral Court, Dublin 2",2800, Dublin 2
"26. Cathedral Court, Dublin 2",2250, Dublin 2
"27. Longford House Spencer Dock, Dublin 1",2700, Dublin 1
"28. Shelbourne Road Apartments, Ballsbridge, Dublin 4",3600, Dublin 4
"29. 24-25 Pearse Square, Grand Canal Dock, Dublin 2",2600, Dublin 2
"30. North Great George Street, Dublin 1",3000, Dublin 1
"31. 53 Millrace Road, Castleknock, Dublin 15",3000, Dublin 15
"32. 45 Parnell Sq West Dublin, Dublin 1",2760, Dublin 1
"33. Greenville Court, Stradbrook Road, Blackrock, Co. Dublin",1850, Co. Dublin
"34. Mobhi Court, Corporate Letting, Short term, Drumcondra, Dublin 9",2200, Dublin 9
"35. Windmilll Lane, Dublin 2",2400, Dublin 2
"36. Baggot Court Apartments, Baggot Court, Dublin 2",3200, Dublin 2
"37. Premier Square, Finglas Road, Finglas, Dublin 11",1475, Dublin 11
"38. Ailesbury Road, Merrion, Dublin 4",10000, Dublin 4
"39. Waterloo Road, Ballsbridge, Dublin 4",1775, Dublin 4
"40. The Edges 1, Beacon South Quarter, Sandyford, Dublin 18",2200, Dublin 18
"41. Coolamber Park, Knocklyon, Dublin 16",1080, Dublin 16
"42. 170 Beechwood Court, Stillorgan, Co. Dublin",3500, Co. Dublin
"43. 82 Lower Beechwood Avenue, Ranelagh, Dublin 6",2000, Dublin 6
"44. Beechwood Avenue Lower, Ranelagh, Dublin 6",2500, Dublin 6
"45. Castlepark Road Dalkey, Co. Dublin, Dalkey, Co. Dublin",5250, Co. Dublin
"46. Lansdowne lodge, Ballsbridge, Dublin 4",2500, Dublin 4
"47. The Meadow, Robswall, Malahide, Co. Dublin",2750, Co. Dublin
"48. Apt 22 Belarmine Square, Stepaside, Dublin 18",1800, Dublin 18
"49. Acorn House, Seven Oaks, Rathmines, Dublin 6",1400, Dublin 6
"50. Alexandra Walk, Dublin 2",2920, Dublin 2
"51. Alexandra Walk, Dublin 2",3200, Dublin 2
"52. Alexandra Walk, Dublin 2",3600, Dublin 2
"53. Adelaide Square, Dublin 2",2820, Dublin 2
"54. Inglenook Wood, Carrickmines, Dublin 18",2350, Dublin 18
"55. Newtownsmith, Sandycove, Co. Dublin",2600, Co. Dublin
"56. Baggoth Rath, Newbridge Avenue, Ballsbridge, Dublin 4",4200, Dublin 4
"57. Killiney Hill Park Apartments, Killiney, Co. Dublin",1500, Co. Dublin
"58. Warrington Place, Dublin 2",3950, Dublin 2
"59. Apartment 13 ,Pavilion II, Marine Road, Dun Laoghaire, Co. Dublin",2695, Co. Dublin
"60. Apartment 134 Seamount, Blackrock, Co. Dublin",1950, Co. Dublin
"61. Sandford Lodge by Kennedy Wilson, Ranelagh, Dublin 6",2650, Dublin 6
"62. The Courtyard, Beechpark, Clonsilla, Dublin 15",1650, Dublin 15
"63. The Weir, 59 Orwell Park, Rathgar, Dublin 6",2950, Dublin 6
"64. 211 The Gates, Beacon South Quarter, Sandyford, Dublin 18",1978, Dublin 18
"65. Booterstown Wood, Booterstown Avenue, Booterstown, Co. Dublin",2541, Co. Dublin
"66. 23 Bellevue, Block B, Islandbridge, Dublin 8",1950, Dublin 8
"67. Thomastown House, Spencer Dock, Dublin 1",2200, Dublin 1
"68. Westfield, Sion Hill, Blackrock, Co. Dublin",1895, Co. Dublin
"69. Grosvenor Square, Rathmines, Dublin 6",1650, Dublin 6
"70. Kinsella Hall, Collegewood, Castleknock, Dublin 15",1800, Dublin 15
"71. Millrace Court, Phoenix Park Racecourse, Castleknock, Dublin 15",1768, Dublin 15
"72. West Court Yard, Cabinteely, Dublin 18",2500, Dublin 18
"73. Roebuck Hill, Clonskeagh, Dublin 14",2000, Dublin 14
"74. The Newman, The Court, Killiney, Killiney, Co. Dublin",3000, Co. Dublin
"75. Shrewsbury Park, Ballsbridge, Dublin 4",2600, Dublin 4
"76. East Courtyard, Tullyvale, Cabinteely, Dublin 18",3000, Dublin 18
"77. Saint Augustine Court, Christchurch, Dublin 8",1800, Dublin 8
"78. The Wintergarden, Pearse Street, Dublin 2",1750, Dublin 2
"79. Greenlea Place, Terenure, Dublin 6w",1900, Dublin 6w
"80. Hollybrook, Foxrock, Dublin 18",3500, Dublin 18
"81. Quartiere Bloom, Lower Ormond Quay, Dublin 1",2400, Dublin 1
"82. Alexandra College, Milltown, Dublin 6",750, Dublin 6
"83. Aungier St, Dublin 2",1920, Dublin 2
"84. Millrace Court, Vergemount Road, Clonskeagh, Ranelagh, Dublin 6",3600, Dublin 6
"85. 82 Trimbleston, Goatstown Rd, Dublin 14, Goatstown, Dublin 14",2200, Dublin 14
"86. Burgh House, Patrick Street, Dublin 8, Christchurch, Dublin 8",1800, Dublin 8
"87. 63 Eaglewood, Rochestown Avenue, Dun Laoghaire, Co. Dublin",1850, Co. Dublin
"88. 28 Leinster Square, Rathmines, Dublin 6",1800, Dublin 6
"89. 124 Capel st, Dublin 1",2500, Dublin 1
"90. Herbert Park Lane, Ballsbridge, Dublin 4",2500, Dublin 4
"91. The Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",2300, Dublin 18
"92. dorset street, Dublin 1",2400, Dublin 1
"93. gardiner place, Dublin 1",1600, Dublin 1
"94. Greeg Court Parnell Street, Dublin 1",3000, Dublin 1
"95. Richmond Hall, Mount St Annes, Milltown, Dublin 6",2500, Dublin 6
"96. 1 The Friary Cecilia's Street, Temple Bar, Dublin 2",4000, Dublin 2
"97. 218 south circular road, South Circular Road, Dublin 8",1500, Dublin 8
"98. 37 St Anns, Ailesbury Road, Donnybrook, Dublin 4",4500, Dublin 4
"99. 24 Milltown Hall, Mt St Annes, Milltown, Dublin 6",2500, Dublin 6
"100. Bowbridge Place, Kilmainham, Dublin 8",2600, Dublin 8
"101. Patrick Street Street, Christchurch, Dublin 8",2600, Dublin 8
"102. St James Court, Mount Brown, St James Street, Kilmainham, Dublin 8",1400, Dublin 8
"103. Jervis Place Apartments, Dublin 1",2400, Dublin 1
"104. Effra Road, Ranelagh, Dublin 6",3000, Dublin 6
"105. Howth Road, Killester, Dublin 3",1500, Dublin 3
"106. Charlotte Apartments, Dun Laoghaire, Co. Dublin",2700, Co. Dublin
"107. 15 Tandy Court Spittenfield Francis Street, Dublin 8",2300, Dublin 8
"108. Apartment, Donnybrook Castle, Donnybrook, Dublin 4",3000, Dublin 4
"109. Barrow Street, Ballsbridge, Dublin 4",2200, Dublin 4
"110. Apartment 1, 1 Smithfield Terrace, Smithfield Squa, Smithfield, Dublin 7",2500, Dublin 7
"111. Parkview, Stepaside, Dublin 18",1700, Dublin 18
"112. Olcovar, Shankill, Dublin 18",1500, Dublin 18
"113. Waterville Terrace, Blanchardstown, Dublin 15",1650, Dublin 15
"114. Stockyard, The Steelwork, Foley street, IFSC, Dublin 1",1700, Dublin 1
"115. Adair, Sandymount Avenue, Sandymount, Dublin 4",2800, Dublin 4
"116. Cranmer Place, Ballsbridge, Dublin 4",1950, Dublin 4
"117. 229 Phibsborough Road, Phibsborough, Dublin 7",1650, Dublin 7
"118. The Oak, Parkview, Srepaside, Stepaside, Dublin 18",1800, Dublin 18
"119. Forbes Quay, Lazer Lane, Grand Canal Dock, Dublin 2",3000, Dublin 2
"120. Gallery Quay, Block 3, Grand Canal Dock, Dublin 2",3800, Dublin 2
"121. Gallery Quay, Block 8, Grand Canal Dock, Dublin 2",3000, Dublin 2
"122. Ardoyne House, Off Pembroke Park, Ballsbridge, Dublin 4",2500, Dublin 4
"123. Forbes Quay, Lazer Lane, Grand Canal Dock, Dublin 2",3000, Dublin 2
"124. Longboat Quay South, Grand Canal Dock, Dublin 2",1800, Dublin 2
"125. The Waterfront, Grand Canal Dock, Dublin 2",4400, Dublin 2
"126. Park House, Benson Street, Grand Canal Dock, Dublin 2",3800, Dublin 2
"127. Millennium Tower, Grand Canal Dock, Dublin 4",8000, Dublin 4
"128. 18-21 Mount Street, Lower Mount St., Dublin 2",4500, Dublin 2
"129. Gallery Quay, Block 2, Grand Canal Dock, Dublin 2",3600, Dublin 2
"130. The Westmoreland, Charlotte Quay Dock, Grand Canal Dock, Dublin 4",2100, Dublin 4
"131. Montgomery Court Foley Street, Dublin 1",2500, Dublin 1
"132. Hogan View Apartments Richmond Road, Drumcondra, Dublin 3",1500, Dublin 3
"133. Applewood Avenue East, Swords, Co. Dublin",1700, Co. Dublin
"134. Kilmainham Square, Kilmainham, Dublin 8",1415, Dublin 8
"135. Inchicore, Dublin 8",1800, Dublin 8
"136. Rathborne Court, Ashtown, Dublin 15",1900, Dublin 15
"137. Annagh Court, Blanchardstown, Dublin 15",1950, Dublin 15
"138. 192 Bachelors Walk The Lotts Dublin 1, Dublin 1",1500, Dublin 1
"139. Rathdown road, Phibsborough, Dublin 7",1300, Dublin 7
"140. The Mills Apartment Block, Old Navan Road, Castleknock, Dublin 15",1320, Dublin 15
"141. Apartment 6 26 st james walk Herberton Rialto dubl, Rialto, Dublin 8",1600, Dublin 8
"142. Block 5, Portland Lock, Portland Place, Dublin 1",2100, Dublin 1
"143. 8 Tory Square, Waterville, Blanchardstown, Dublin 15",1350, Dublin 15
"144. Gandon Close, Harold's Cross, Dublin 6",1385, Dublin 6
"145. 30 boyd house myrtle avenue baldoyle, Baldoyle, Dublin 13",2250, Dublin 13
"146. corr castle, Sutton, Dublin 13",1900, Dublin 13
"147. The Penthouses at Custom House Square, Dublin 1",3900, Dublin 1
"148. 120 The Oval, Tullyvale, Cabinteely, Dublin 18",1800, Dublin 18
"149. 607 Kilmainham Square, Kilmainham, Dublin 8",1950, Dublin 8
"150. Rathmines Town Center, Rathmines, Dublin 6",2600, Dublin 6
"151. Sorrento Heights, Sorrento Rd, Dalkey, Co. Dublin",3450, Co. Dublin
"152. Belfield Court, Donnybrook, Dublin 4",1850, Dublin 4
"153. Phibsborough Road, Phibsborough, Dublin 7",1400, Dublin 7
"154. Merrion Court, Sydney Parade Avenue, Ballsbridge, Sandymount, Dublin 4",2288, Dublin 4
"155. Custom House Square, Mayor Street Lower, IFSC, Dublin 1",2100, Dublin 1
"156. Spencer House, IFSC, Dublin 1",2200, Dublin 1
"157. Linden, 31-33 Merrion Road, Ballsbridge, Dublin 4",2794, Dublin 4
"158. Wellington, Riverpark, Islandbridge, Dublin 8",1900, Dublin 8
"159. Phoenix Apartments, Riverpark, Islandbridge, Dublin 8",1710, Dublin 8
"160. The Northumberlands, Love Lane, Mount Street Lower, Dublin 2",1565, Dublin 2
"161. Merton Hall, Mount Saint Annes, Milltown, Dublin 6",2400, Dublin 6
"162. Castledawson, Sion Hill, Rock Road, Blackrock, Co. Dublin",1750, Co. Dublin
"163. 2C Smithfield Market, Smithfield, Dublin 7",1590, Dublin 7
"164. South Circular Rd, Dublin 8",1400, Dublin 8
"165. Hanover Quay, The Waterfront, Grand Canal Dock, Dublin 2",4800, Dublin 2
"166. The Dickens, The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3810, Dublin 4
"167. The Poolbeg, The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3600, Dublin 4
"168. The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",3600, Dublin 4
"169. Warrington Place, Dublin 2, Ballsbridge, Dublin 4",3600, Dublin 4
"170. The Argyle, Custom House Quay, IFSC, Dublin 1",3600, Dublin 1
"171. William Bligh, The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3400, Dublin 4
"172. The Sweepstakes, Ballsbridge, Ballsbridge, Dublin 4",3640, Dublin 4
"173. William Bligh, The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3600, Dublin 4
"174. The Hibernian,The Gasworks, Barrow Street, Ringsend, Dublin 4",3390, Dublin 4
"175. The Pines, Herbert Park Lane, Ballsbridge, Dublin 4",2700, Dublin 4
"176. Hanover Riverside, Sir Rogerson's Quay, Dublin 2, Grand Canal Dock, Dublin 2",3810, Dublin 2
"177. Longboat Quay, Sir Rogeron\'s Quay, Grand Canal Dock, Dublin 2",4200, Dublin 2
"178. The Hibernian,The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3600, Dublin 4
"179. The Hibernian,The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3810, Dublin 4
"180. Upper Leeson Street, Dublin 4",3800, Dublin 4
"181. Gallery Quay, Grand Canal Quay, Grand Canal Dock, Dublin 2",4500, Dublin 2
"182. The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",3600, Dublin 4
"183. William Bligh, The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3400, Dublin 4
"184. The Hibernian,The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3390, Dublin 4
"185. The Alliance, The Gasworks, South Lotts Road, Ballsbridge, Dublin 4",4500, Dublin 4
"186. The Poolbeg, The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3810, Dublin 4
"187. The Clayton, The Gasworks, Barrow Street, Ballsbridge, Dublin 4",3390, Dublin 4
"188. The Hibernian,The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3390, Dublin 4
"189. Osborne Court, Seapoint Avenue, Blackrock, Blackrock, Co. Dublin",2206, Co. Dublin
"190. The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",3600, Dublin 4
"191. The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",3600, Dublin 4
"192. Herbert Park Lane, The Pines, Ballsbridge, Dublin 4",3600, Dublin 4
"193. Temple Bar Square, Dublin 2",2650, Dublin 2
"194. Seville Place, IFSC, Dublin 1",2200, Dublin 1
