House,Price,County
"22. 37 Downview, Faranlea Road, Cork City, Victoria Cross, Co. Cork",2600, Co. Cork
"23. Glanmire Village, Glanmire, Co. Cork",1200, Co. Cork
"24. Rutland Place, South Terrace, Cork City, Co. Cork",1400, Co. Cork
"25. River Wharf, Mill Road, Midleton, Co. Cork",1250, Co. Cork
"26. Church St Dromcollogher, Charleville, Co. Cork",240, Co. Cork
"27. The Cloisters, Douglas, Co. Cork",1500, Co. Cork
"28. Farranlea road, Cork City, Co. Cork",2800, Co. Cork
"29. Maryborough Ridge, Douglas, Co. Cork",1620, Co. Cork
"30. Washington Street, Cork City, Co. Cork",864, Co. Cork
"31. Main St, Watergrasshill, Co. Cork",2500, Co. Cork
"32. Cork City Centre, Cork City, Co. Cork",1230, Co. Cork
"33. The Cloisters, Douglas, Co. Cork",1100, Co. Cork
"34. Alfred Street, Cork City, Co. Cork",1456, Co. Cork
"35. Kilnaglory, Ballincollig, Co. Cork",950, Co. Cork
"36. The Elysian, Eglinton Street, Cork City, Co. Cork",3500, Co. Cork
"37. Old Quarry, Ballincollig, Co. Cork",1350, Co. Cork
"38. The Grand, Crosshaven, Co. Cork",1450, Co. Cork
"39. Fullers Lodge, College Road, Cork City, Co. Cork",888, Co. Cork
"40. The Kingfisher, Jacob\'s Island, Ballinure, Co. Cork",1450, Co. Cork
"41. Lisin, Sunday's Well, Co. Cork",1735, Co. Cork
"42. Summerhill South, Cork City, Co. Cork",1200, Co. Cork
"43. Cork City Centre, Cork City, Co. Cork",1903, Co. Cork
"44. Tullyland, Bandon, Co. Cork",750, Co. Cork
"45. 13 Ownahincha Apartments, Ownahincha, Co. Cork",650, Co. Cork
"46. ., Ballinascarty, Co. Cork",750, Co. Cork
"47. North St, Skibbereen, Co. Cork",650, Co. Cork
"48. Apartment 3, 8 Ballymoden Place, Bandon, Co. Cork",900, Co. Cork
"49. Apartment B, 20 Cuil na Carraige, Ballymakeera, Co. Cork",600, Co. Cork
"50. 31 The Quadrants, Ballincollig, Co. Cork",1272, Co. Cork
"51. 22 The Quadrants, Ballincollig, Co. Cork",1372, Co. Cork
"52. Pier Road, Kinsale, Co. Cork",1100, Co. Cork
"53. 309 Brideholm, Commons Road, Blackpool, Co. Cork",1500, Co. Cork
"54. Barrack Street Ballyclough, Mallow, Co. Cork",650, Co. Cork
"55. First Floor, 19 Military Road, St. Lukes, Co. Cork",1500, Co. Cork
"56. Watergold, Douglas, Co. Cork",1750, Co. Cork
"57. New Market Square, Mitchelstown, Co. Cork",600, Co. Cork
"58. 14 The Lodge, The Oaks, Classes Lake, Ballincollig, Co. Cork",1200, Co. Cork
"59. Corrin Court, Cork Road, Fermoy, Co. Cork",795, Co. Cork
"60. 49 Shearwater, Kinsale, Co. Cork",1750, Co. Cork
"61. Quartertown,Mallow,Co.Cork, Mallow, Co. Cork",550, Co. Cork
"62. Appartment 1 , Harolds Court, Enniskeane, Co. Cork",680, Co. Cork
"63. The Haven, Jacobs island Cork, Mahon, Co. Cork",1600, Co. Cork
"64. 5 Newmills, Brownsmills, Kinsale, Co. Cork",1400, Co. Cork
"65. Newmills Brownsmills Kinsale, Kinsale, Co. Cork",1200, Co. Cork
"66. 2 Heron Court, Skibbereen, Co. Cork",750, Co. Cork
"67. Harbour Heights, Passage West, Co. Cork",1450, Co. Cork
"68. Apt, 7, West Beach, Cobh, Co. Cork",795, Co. Cork
"69. 2 The Belfry, John O\'Connell Street, Cobh, Co. Co, Cobh, Co. Cork",1150, Co. Cork
"70. Woodhill, Tivoli, Co. Cork",1300, Co. Cork
"71. Baldwin Street, Mitchelstown, Co. Cork",925, Co. Cork
"72. main street ballineen, Ballineen, Co. Cork",540, Co. Cork
"73. 3 Westside, Fairgreen, New Road, Mallow, Co. Cork",850, Co. Cork
"74. 3 The Malthouse, Kinsale, Co. Cork",1200, Co. Cork
"75. 59 MacCurtain Street, Cork City, Co. Cork",3400, Co. Cork
"76. 3A college court Clonakilty, Clonakilty, Co. Cork",600, Co. Cork
"77. Flat, spy hill, Cobh, Co. Cork",1100, Co. Cork
"78. No. 21 Beechwood mews, Cluain ard, Cobh, Co. Cork",1200, Co. Cork
"79. Apartment 4 Bishops Island, Watergrasshill, Co. Cork",1000, Co. Cork
"80. Hop Island, Rochestown, Co. Cork",1200, Co. Cork
"81. North St., Skibbereen, Co. Cork",700, Co. Cork
"82. Apt 2a Cregg Court, Connoly Street, Fermoy, Co. Cork",800, Co. Cork
"83. Mayfield Business Park, Mayfield, Co. Cork",2000, Co. Cork
"84. Midleton, Dungourney, Co. Cork",700, Co. Cork
"85. Brigown, Mitchelstown, Co. Cork",625, Co. Cork
"86. caheragh, Caheragh, , Co. Cork",650, Co. Cork
"87. Black Quay, Hollyhill, Kinsale, Co. Cork",1165, Co. Cork
"88. North St., Skibbereen, Co. Cork",425, Co. Cork
"89. Cappyaughna, Glengarriff, Co. Cork",700, Co. Cork
"1. Main Street, Ballyshannon, Co. Donegal",520, Co. Donegal
"2. Mill Park Apartments, Donegal Town, Co. Donegal",700, Co. Donegal
"3. 31 Cill Greine, Letterkenny, Co. Donegal",650, Co. Donegal
"4. Apt 24 Glenveagh Court, Letterkenny, Co. Donegal",800, Co. Donegal
"5. 32 Burnside Park, Letterkenny, Co. Donegal",560, Co. Donegal
"6. 2 Railway Court, Pearse Road, Letterkenny, Co. Donegal",650, Co. Donegal
"7. 21 Quayside Apartments, Ramelton, Co. Donegal",850, Co. Donegal
"8. 1a New Line Court, Letterkenny, Co. Donegal",475, Co. Donegal
"9. 18 The Fort, Greencastle, Co. Donegal",750, Co. Donegal
"10. Trentaboy, Drumkeen, Co. Donegal",600, Co. Donegal
"11. 49 Grand Central Apartments, Letterkenny, Co. Donegal",650, Co. Donegal
"12. 8 Court Apartment, Banks Lane, Letterkenny, Co. Donegal",900, Co. Donegal
"13. Tir Chonaill Street, Ballyshannon, Co. Donegal",500, Co. Donegal
"14. riverside, Letterkenny, Co. Donegal",520, Co. Donegal
"15. Loughnagin Ramelton Road, Letterkenny, Co. Donegal",600, Co. Donegal
"16. 53 Riverside View Apartments, Pearse Road, Letterkenny, Co. Donegal",400, Co. Donegal
"17. Riverside View, Letterkenny, Co. Donegal",440, Co. Donegal
"18. Westside Apartments, Letterkenny, Co. Donegal",520, Co. Donegal
"19. Lifford Court Apartments, Lifford, Co. Donegal",440, Co. Donegal
"20. Apt 3 William Street, Raphoe, Co. Donegal",320, Co. Donegal
"21. Ardmore Court, Upper Main Street, Ballyshannon, Co. Donegal",550, Co. Donegal
"22. 1 Bakers Court, Ballyshannon, Co. Donegal",550, Co. Donegal
"23. Riverfront House, Letterkenny, Co. Donegal",620, Co. Donegal
"24. 8 Grand central Apartments, Canal Road, Letterkenny, Co. Donegal",700, Co. Donegal
"25. Apt 1, Slieve League View, Carrick, Co. Donegal",450, Co. Donegal
"26. 75a Ashlawn, Letterkenny, Co. Donegal",400, Co. Donegal
"27. Madavagh, Lettermacaward, Co. Donegal",395, Co. Donegal
"28. Magheraclogher, Bunbeg, Co. Donegal",460, Co. Donegal
"1. 7 Carlinn's Cove, Rostrevor, Co. Down",700799, Co. Down
"1. Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",6000, Dublin 4
"2. Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",5000, Dublin 4
"3. Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",5500, Dublin 4
"4. Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",3850, Dublin 4
"5. Number 1 Ballsbridge Shelbourne Road, Ballsbridge, Dublin 4",19000, Dublin 4
"6. Robin Hill Sandyford Road Sandyford, Sandyford, Dublin 18",2400, Dublin 18
"7. Sweepstakes, Ballsbridge, Dublin 4",3120, Dublin 4
"8. Merrion Street, Dublin 2",8850, Dublin 2
"9. 532 The Maple,Beacon South Quarter, Sandyford, Dublin 18",2300, Dublin 18
"10. OCallaghan Court, Grand Canal Dock, Dublin 2",2250, Dublin 2
"11. Cathedral Court, Dublin 2",3750, Dublin 2
"12. Cathedral Court, Dublin 2",2800, Dublin 2
"13. Cathedral Court, Dublin 2",2250, Dublin 2
"14. Smithfield Market - 16E, Smithfield, Dublin 7",2700, Dublin 7
"15. 145 147 Waterfall Court, Apt 15, Waterfall Avenue, Drumcondra, Dublin 3",1911, Dublin 3
"16. Longford House Spencer Dock, Dublin 1",2700, Dublin 1
"17. Northbank Apartments, Castleforbes Road, Dublin 1",2350, Dublin 1
"18. Northbank, Castleforbes Road, Dublin 1",1950, Dublin 1
"19. Vantage by Kennedy Wilson, Central Park, Leopardstown, Dublin 18",2939, Dublin 18
"20. Vantage by Kennedy Wilson, Central Park, Leopardst, Leopardstown, Dublin 18",2500, Dublin 18
"21. The Grange, Brewery Road, Stillorgan, Co. Dublin",1950, Co. Dublin
"22. Sir John Rogerson's Quay, Grand Canal Dock, Dublin 2",3300, Dublin 2
"23. The Tramyard, Inchicore, Dublin 8",1750, Dublin 8
"24. 13 Adelaide Road, Dublin 2",3200, Dublin 2
"25. Shelbourne Road Apartments, Ballsbridge, Dublin 4",3600, Dublin 4
"26. Adelaide Square, Dublin 2",3400, Dublin 2
"27. 24-25 Pearse Square, Grand Canal Dock, Dublin 2",2600, Dublin 2
"28. Templeogue rd, Dublin 4",2200, Dublin 4
"29. Roebuck Hill, Clonskeagh, Dublin 14",2000, Dublin 14
"30. Apt. 2, 191 Clonliffe Road, Drumcondra, Dublin 3",1550, Dublin 3
"31. 1A Dartmouth Place, Ranelagh, Dublin 6",1950, Dublin 6
"32. Inglenook Wood, Carrickmines, Dublin 18",2500, Dublin 18
"33. Aungier St, Dublin 2",1920, Dublin 2
"34. 89 Milltown Hall, Mount Saint Annes, Milltown, Dublin 6",1875, Dublin 6
"35. 220 south circular road, South Circular Road, Dublin 8",1500, Dublin 8
"36. Thomastown House, Spencer Dock, Dublin 1",2200, Dublin 1
"37. Westfield, Sion Hill, Blackrock, Co. Dublin",1895, Co. Dublin
"38. Baggoth Rath, Newbridge Avenue, Ballsbridge, Dublin 4",4200, Dublin 4
"39. The Newman, The Court, Killiney, Killiney, Co. Dublin",3000, Co. Dublin
"40. Shrewsbury Park, Ballsbridge, Dublin 4",2600, Dublin 4
"41. East Courtyard, Tullyvale, Cabinteely, Dublin 18",3000, Dublin 18
"42. Windmilll Lane, Dublin 2",2550, Dublin 2
"43. Herbert Park Lane, Ballsbridge, Dublin 4",2500, Dublin 4
"44. Apartment 13, Pavillion 2, Marine Road, Dun Laoghaire, Co. Dublin",2795, Co. Dublin
"45. Apartment 134 Seamount, Blackrock, Co. Dublin",1950, Co. Dublin
"46. 149 Rathgar road, Rathmines Dublin 6, Rathmines, Dublin 6",1585, Dublin 6
"47. Off Parliament Street, Temple Bar, Dublin 2",2250, Dublin 2
"48. 37 St Anns, Ailesbury Road, Donnybrook, Dublin 4",4500, Dublin 4
"49. 211 The Gates, Beacon South Quarter, Sandyford, Dublin 18",1978, Dublin 18
"50. 124 Capel st, Dublin 1",2500, Dublin 1
"51. Booterstown Wood, Booterstown Avenue, Booterstown, Co. Dublin",2541, Co. Dublin
"52. Saint Augustine Court, Christchurch, Dublin 8",1900, Dublin 8
"53. Greenlea Place, Terenure, Dublin 6w",1900, Dublin 6w
"54. Grand Canal Square, Dublin 2",3200, Dublin 2
"55. grand canal dock, Dublin 2",3560, Dublin 2
"56. Hollybrook, Foxrock, Dublin 18",3500, Dublin 18
"57. 24 Milltown Hall, Mt St Annes, Milltown, Dublin 6",2500, Dublin 6
"58. 53 Millrace Road, Castleknock, Dublin 15",3000, Dublin 15
"59. 41 Arran Quay, Dublin 7",2000, Dublin 7
"60. 9 Brennanstown Ave, Cabinteely, Dublin 18",1950, Dublin 18
"61. Alexandra Walk, Dublin 2",3720, Dublin 2
"62. Bowbridge Place, Kilmainham, Dublin 8",2600, Dublin 8
"63. Patrick Street Street, Christchurch, Dublin 8",2600, Dublin 8
"64. Castlepark Road Dalkey, Co. Dublin, Dalkey, Co. Dublin",5250, Co. Dublin
"65. Baggot Court Apartments, Baggot Court, Dublin 2",3200, Dublin 2
"66. 170 Beechwood Court, Stillorgan, Co. Dublin",3500, Co. Dublin
"67. 82 Lower Beechwood Avenue, Ranelagh, Dublin 6",2000, Dublin 6
"68. Beechwood Avenue Lower, Ranelagh, Dublin 6",2500, Dublin 6
"69. West Court Yard, Cabinteely, Dublin 18",2500, Dublin 18
"70. Sandford Lodge by Kennedy Wilson, Ranelagh, Dublin 6",2650, Dublin 6
"71. 23 Bellevue, Block B, Islandbridge, Dublin 8",1950, Dublin 8
"72. Acorn House, Seven Oaks, Rathmines, Dublin 6",1400, Dublin 6
"73. Newtownsmith, Sandycove, Co. Dublin",2600, Co. Dublin
"74. Greeg Court Parnell Street, Dublin 1",3000, Dublin 1
"75. Millrace Court, Vergemount Road, Clonskeagh, Ranelagh, Dublin 6",2400, Dublin 6
"76. Millrace Court, Vergemount Road, Clonskeagh, Ranelagh, Dublin 6",3600, Dublin 6
"77. The Weir, 59 Orwell Park, Rathgar, Dublin 6",2950, Dublin 6
"78. Millrace Court, Phoenix Park Racecourse, Castleknock, Dublin 15",1768, Dublin 15
"79. St James Court, Mount Brown, St James Street, Kilmainham, Dublin 8",1400, Dublin 8
"80. Kinsella Hall, Collegewood, Castleknock, Dublin 15",1800, Dublin 15
"81. Jervis Place Apartments, Dublin 1",2400, Dublin 1
"82. Effra Road, Ranelagh, Dublin 6",3000, Dublin 6
"83. The Cubes 3, Beacon South Quarter, Sandyford, Dublin 18",2300, Dublin 18
"84. 125 Francis street, Dublin 8",1675, Dublin 8
"85. Howth Road, Killester, Dublin 3",1500, Dublin 3
"86. Charlotte Apartments, Dun Laoghaire, Co. Dublin",2700, Co. Dublin
"87. gardiner place, Dublin 1",1600, Dublin 1
"88. dorset street, Dublin 1",2400, Dublin 1
"89. 15 Tandy Court Spittenfield Francis Street, Dublin 8",2300, Dublin 8
"90. Coolamber Park, Knocklyon, Dublin 16",1080, Dublin 16
"91. Apartment, Donnybrook Castle, Donnybrook, Dublin 4",3000, Dublin 4
"92. Ivy Exchange, Parnell Sq, Dublin 1",2500, Dublin 1
"93. 45 Parnell Sq West Dublin, Dublin 1",2760, Dublin 1
"94. Killiney Hill Park Apartments, Killiney, Co. Dublin",1500, Co. Dublin
"95. 82 Trimbleston, Goatstown Rd, Dublin 14, Goatstown, Dublin 14",2200, Dublin 14
"96. 48 The waxworks, Ashtown, Dublin 15",1400, Dublin 15
"97. Alexandra Walk, Dublin 2",3200, Dublin 2
"98. Adelaide Square, Dublin 2",2820, Dublin 2
"99. Barrow Street, Ballsbridge, Dublin 4",2200, Dublin 4
"100. Mobhi Court, Corporate Letting, Short term, Drumcondra, Dublin 9",2200, Dublin 9
"101. Apartment 1, 1 Smithfield Terrace, Smithfield Squa, Smithfield, Dublin 7",2500, Dublin 7
"102. Parkview, Stepaside, Dublin 18",1700, Dublin 18
"103. 27 Bushy Park House Templeogue, Templeogue, Dublin 6w",2200, Dublin 6w
"104. Alexandra College, Milltown, Dublin 6",750, Dublin 6
"105. St Raphaela's Road, Off Upper Kilmacud Road, Stillorgan, Co. Dublin",2100, Co. Dublin
"106. Olcovar, Shankill, Dublin 18",1500, Dublin 18
"107. 25 White Oaks Roebuck Raod Clonskeagh Dublin 14, Clonskeagh, Dublin 14",2400, Dublin 14
"108. Eglinton Court, Eglinton Rd, Donnybrook, Dublin 4, Donnybrook, Dublin 4",1650, Dublin 4
"109. 83 St Mary's Lane, Ballsbridge, Dublin 4",2600, Dublin 4
"110. Waterville Terrace, Blanchardstown, Dublin 15",1650, Dublin 15
"111. Cedarbrook Walk, Cherry Orchard, Dublin 10",1400, Dublin 10
"112. St Andrews Court, Lucan, Co. Dublin",1300, Co. Dublin
"113. Cedarbrook Avenue, Park West, Dublin 12",1875, Dublin 12
"114. Castledawson, Sion Hill, Rock Road, Blackrock, Co. Dublin",1750, Co. Dublin
"115. Gleann Na Ri, Cabinteely, Dublin 18",1650, Dublin 18
"116. Northbrook Avenue, Ranelagh, Dublin 6",2000, Dublin 6
"117. Alexandra Walk, Off South Great George's Street, Dublin 2",2600, Dublin 2
"118. The Aston Building, Aston Quay, Dublin 2",3360, Dublin 2
"119. Alto Vetro, Grand Canal Square, Dublin 2",3560, Dublin 2
"120. Grand Canal Dock, Grand Canal Square, Dublin 2",3560, Dublin 2
"121. Beacon South Quarter, Sandyford, Dublin 18",3196, Dublin 18
"122. Beacon South Quarter, Sandyford, Dublin 18",2796, Dublin 18
"123. Grand Canal Dock, Grand Canal Square, Dublin 2",3560, Dublin 2
"124. Alexandra Walk, Off South Great Georges Street, Dublin 2",3360, Dublin 2
"125. The Aston Building, Aston Quay, Dublin 2",3600, Dublin 2
"126. Alto Vetro, Grand Canal Square, Dublin 2",3560, Dublin 2
"127. Hanover Dock, Grand Canal Square, Dublin 2",4400, Dublin 2
"128. Hanover Dock, Hanover Quay, Dublin 2",3800, Dublin 2
"129. Alexandra Walk, Whitefriar Street, Dublin 8",3360, Dublin 8
"130. Shelbourne Road, Ballsbridge, Dublin 4",3880, Dublin 4
"131. Hanover Dock, Hanover Quay, Dublin 2",4400, Dublin 2
"132. Hanover Dock, Grand Canal Square, Dublin 2",3800, Dublin 2
"133. Shelbourne Road, Ballsbridge, Dublin 4",4800, Dublin 4
"134. Castleway, Off South Great George's Street, Dublin 2",3680, Dublin 2
"135. Castleway, Golden Lane, Dublin 8",3680, Dublin 8
"136. The Aston Building, Aston Quay, Dublin 2",3360, Dublin 2
"137. The Aston Building, Aston Quay, Dublin 2",3600, Dublin 2
"138. Castleway, Off South Great George's Street, Dublin 2",3360, Dublin 2
"139. Castleway, Golden Lane, Dublin 8",3360, Dublin 8
"140. Alexandra Walk, Whitefriar Street, Dublin 8",2600, Dublin 8
"141. Alexandra Walk, Whitefriar Street, Dublin 8",2600, Dublin 8
"142. 36 Thornwood Booterstown, Blackrock, Co. Dublin",2500, Co. Dublin
"143. Nerano Road, Dalkey, Co. Dublin",1750, Co. Dublin
"144. Greenfield Manor, beside RTE & UCD, Donnybrook, Dublin 4",2995, Dublin 4
"145. Braemor Road, Churchtown, Dublin 14",2000, Dublin 14
"146. Sandyford view - beside parade of local shops, Sandyford, Dublin 18",2000, Dublin 18
"147. Riverbank, Churchtown, Dublin 14",2000, Dublin 14
"148. Hatch place, Dublin 2",1800, Dublin 2
"149. Greenville Court, Stradbrook Road, Blackrock, Co. Dublin",2000, Co. Dublin
"150. 2 Grove House, Grove Road, Rathmines, Dublin 6",2300, Dublin 6
"151. Gandon Close, Harold's Cross, Dublin 6",1385, Dublin 6
"152. Clontarf Road, Clontarf, Dublin 3",4600, Dublin 3
"153. Longboat Quay South, Dublin 2",2080, Dublin 2
"154. St Annes, Ailesbury Road, Donnybrook, Dublin 4",2020, Dublin 4
"155. Greenlea Place, Terenure Road West, Terenure, Dublin 6w",1450, Dublin 6w
"156. Gratton Wood, Clongriffin, Dublin 13",1200, Dublin 13
"157. The View, Carrickmines Manor, Carrickmines, Dublin 18",2000, Dublin 18
"158. Dunstaffnage, Stillorgan, Co. Dublin",1664, Co. Dublin
"159. Rathmines Wood, Ardee Road, Rathmines, Dublin 6",1612, Dublin 6
"160. Fitzwilliam Place, Dublin 2",3000, Dublin 2
"161. Francis Street, Dublin 8",2500, Dublin 8
"162. Dunluce, Anglesea Road, Ballsbridge, Dublin 4",3500, Dublin 4
"163. Bachelors Walk, Dublin 2",1500, Dublin 2
"164. Clarinda Court, Dun Laoghaire, Co. Dublin",1700, Co. Dublin
"165. Adelaide Square, Dublin 8",2300, Dublin 8
"166. Patrick Street, Dublin 8",1400, Dublin 8
"167. Farmleigh Woods, Castleknock, Dublin 15, Castleknock, Dublin 15",2100, Dublin 15
"168. Garryknock, Bracken Park Drive, Castleknock, Dublin 15",2075, Dublin 15
"169. Chancery Lane, Dublin 8",2450, Dublin 8
"170. Garryknock, Bracken Park Drive, Castleknock, Dublin 15",2075, Dublin 15
"171. Tailors Court, Bride Street, Dublin 8",1425, Dublin 8
"172. 25 wolfetone street dublin 1, Dublin 1",1650, Dublin 1
"173. The Hampton's, Santry Cross, Santry, Dublin 9",1664, Dublin 9
"174. rrathgar dublin 6, Rathgar, Dublin 6",1650, Dublin 6
"175. Smithfield Towers, Smithfield Market, Smithfield, Dublin 7",3900, Dublin 7
"176. Achill Square, Waterville, Blanchardstown, Dublin 15",1700, Dublin 15
"177. Bow Bridge House, Bow Lane West, Kilmainham, Dublin 8",1260, Dublin 8
"178. Corn Exchange, Poolbeg Street, Dublin 2",2000, Dublin 2
"179. Sorrento Court, Dalkey, Co. Dublin",1935, Co. Dublin
"180. Belmayne Park North, Balgriffin, Dublin 13",1365, Dublin 13
"181. Rowan Hall, Milltown, Dublin 6",2900, Dublin 6
"182. Mayeston Court, St Margarets Road, Finglas, Dublin 11",1950, Dublin 11
"183. Roebuck Hill, Clonskeagh, Dublin 14",2500, Dublin 14
"184. Mountfield Park, Malahide, Co. Dublin",2000, Co. Dublin
"185. The Grange, Brewery Rd., Stillorgan, Co. Dublin",1600, Co. Dublin
"186. Castlecourt Apartments, Kilgobbin Woods, Sandyford, Sandyford, Dublin 18",1755, Dublin 18
"187. Cardy Rock View, Balbriggan, Co. Dublin",1400, Co. Dublin
"188. Adelaide Road, Dublin 2",2800, Dublin 2
"189. North Circular Road, Phibsborough, Dublin 7",1750, Dublin 7
"190. Adelaide Road, Dublin 2",2200, Dublin 2
"191. Annesley Bridge Road, North Strand, Fairview, Dublin 3",1400, Dublin 3
"192. 27 Kingram Place, Dublin 2",1700, Dublin 2
"193. Eustace Court, Dun Laoghaire, Co Dublin, Dun Laoghaire, Co. Dublin",2500, Co. Dublin
"194. Malahide Marina Village, Malahide, Co. Dublin",1800, Co. Dublin
"195. Riverbank Hall, Addison Park, Glasnevin, Dublin 11",1700, Dublin 11
"196. The Distillery, Distillery Road, Drumcondra, Dublin 3",1750, Dublin 3
"197. Riverstown House, Spencer Dock, IFSC, Dublin 1",2200, Dublin 1
"198. Achill House, Custom House Square, IFSC, Dublin 1",1850, Dublin 1
"199. Shelbourne Hall, Shelbourne Road, Ballsbridge, Dublin 4",3450, Dublin 4
"200. Shelbourne Hall, Ballsbridge, Dublin 4",2300, Dublin 4
"201. Shelbourne Court, Ballsbridge, Dublin 4",3200, Dublin 4
"202. Shelbourne Road Apartments, Ballsbridge, Dublin 4",2500, Dublin 4
"203. Shelbourne Road Apartments, Shelbourne Road, Ballsbridge, Dublin 4",4450, Dublin 4
"204. Robin Hill, Dundrum, Dublin 16",2600, Dublin 16
"205. Brook House, Corrig Avenue, Dun Laoghaire, Co. Dublin",2700, Co. Dublin
"206. Frankfort Avenue, Rathgar, Dublin 6",1995, Dublin 6
"207. Cubes 6, Beacon South Quarter, Sandyford, Sandyford, Dublin 18",2000, Dublin 18
"208. Cubes 2, Beacon South Quarter, Sandyford, Dublin 18",1650, Dublin 18
"209. Robin Hill, Dundrum, Dublin 16",2400, Dublin 16
"210. Skyview, Sorrento Road, Dalkey, Co. Dublin",3000, Co. Dublin
"211. The Elms, Abberley, Shanganagh Road, Killiney, Co. Dublin",2000, Co. Dublin
"212. The Rectory, Stepaside, Dublin 18",1850, Dublin 18
"213. Baggotrath House, Newbridge Ave, Ballsbridge, Dublin 4",3360, Dublin 4
