House,Price,County,Room,Approx price per room
"2. Unique Luxury Seafront Rental - Rosses Point, Rosses Point, Co. Sligo",3900, Co. Sligo,6 
"3. 10 Whitecrest Village, Enniscrone, Co. Sligo",700, Co. Sligo,3
"4. Gulliver's Cottage, Beltra, Co. Sligo",475, Co. Sligo,2 
"5. The Windy Gap, 1 Earlsfield, Ballymote, Co. Sligo",650, Co. Sligo,4 
"6. Park, Kilglass, Kilglass, Co. Sligo",550, Co. Sligo,2 
"7. Glann, Culleens, Co. Sligo",650, Co. Sligo,4 
"8. Caltragh, Sligo, Co. Sligo",825, Co. Sligo,3 
"9. 8 Oaklawn, Cornageeha, Sligo, Co. Sligo",1000, Co. Sligo,4
"10. Lecarrow, Strandhill, Co. Sligo",1000, Co. Sligo,3
"11. Kilmactranny, Castlebaldwin, Co. Sligo",530, Co. Sligo,2
"12. Highfield Road, Sligo, Co. Sligo",700, Co. Sligo,
"13. The Drive, Ocean Links, Strandhill, Co. Sligo",1200, Co. Sligo,4 
"14. Temple Street, Sligo, Co. Sligo",750, Co. Sligo,2
"15. Ballisodare, Town Centre, Ballisodare, Co. Sligo",850, Co. Sligo,4 
"16. 6 Temple St, Sligo, Co. Sligo",850, Co. Sligo,3
"17. 2 Treacy Avenue, Sligo, Co. Sligo",800, Co. Sligo,3
"18. 78 Knocknaganny Park, Sligo, Co. Sligo",800, Co. Sligo,3 
"19. Radharc na hAbhainn, Coolaney, Co. Sligo",700, Co. Sligo,3 
"20. Carrowhubbock North, Enniscrone, Co. Sligo",520, Co. Sligo,2
"1. 12 Knights Crescent, Tyone, Nenagh, Co. Tipperary",850, Co. Tipperary,4 
"2. Inch Lodge, Inch, Thurles, Bouladuff, Co. Tipperary",880, Co. Tipperary,2 
"3. 53 Cnoc Cluain, Ballina, Co. Tipperary",1000, Co. Tipperary,3
"4. 2 Strylea, Fethard, Fethard, Co. Tipperary",800, Co. Tipperary,3 
"5. Templemore Road, Borrisoleigh, Co. Tipperary",480, Co. Tipperary,3 
"6. Tubadora, Boherlahan, Co. Tipperary",800, Co. Tipperary,2
"7. Albert Street, Clonmel, Co. Tipperary",800, Co. Tipperary,2
"8. Pallashill, Bouladuff, Co. Tipperary",800, Co. Tipperary,4
"9. Baron Park Clonmel, Clonmel, Co. Tipperary",770, Co. Tipperary,3
"10. 4 Aherlow Woods, Aherlow, Co. Tipperary",850, Co. Tipperary,3 
"11. Currabaha, Templederry, Co. Tipperary",650, Co. Tipperary,4
"12. Shrewsbury Orchard, Nenagh, Co. Tipperary",900, Co. Tipperary,2 
"13. Garrynoe, Ballingarry, Thurles, Co. Tipperary",1000, Co. Tipperary,5 
"14. Powerstown Way, Clonmel, Co. Tipperary",1900, Co. Tipperary,5 
"15. 193 Rosemount, Thurles, Co. Tipperary",800, Co. Tipperary,3 
"16. Greenpark, Dundrum, Co. Tipperary., Dundrum, Co. Tipperary",700, Co. Tipperary,3
"17. Mitchell Street, Thurles, Co. Tipperary",550, Co. Tipperary,2
"18. Reechestown, Ardfinnan, Co. Tipperary",520, Co. Tipperary,
"19. Mohera, Annacarty, Dundrum, Co. Tipperary",4, Co. Tipperary,3
"20. Ballingarry, Thurles, Co. Tipperary, Ballingarry, Co. Tipperary",700, Co. Tipperary,3
"1. Montrose Drive, Foxwood, Waterford, Waterford City, Co. Waterford",1200, Co. Waterford,3 
"2. 23 The Haven, Grantstown Park, Dunmore Road, Waterford City, Co. Waterford",1200, Co. Waterford,4 
"3. 8 The Courtyard, Church Street, Dungarvan, Co. Waterford",949, Co. Waterford,3 
"4. Ballinacourty, Dungarvan, Co. Waterford",1250, Co. Waterford,4 
"5. Cluain A Laoi, Waterford City, Co. Waterford",280, Co. Waterford,4 
"6. Ballinacurragh, near, Ferrybank, Co. Waterford",1200, Co. Waterford,4 
"7. 34 Keanes Road, Gracedieu, Co. Waterford",750, Co. Waterford,3
"8. Slievekeale Road, Waterford City, Co. Waterford",750, Co. Waterford,2
"9. Scrouty Road, Portlaw, Co. Waterford",950, Co. Waterford,4 
"10. 14 Sycamores, Dunmore Road, Waterford City, Co. Waterford",1300, Co. Waterford,4 
"11. The Sycamores, Dunmore Road, Waterford City, Co. Waterford",1500, Co. Waterford,5 
"12. Lismore Heights, Waterford City, Co. Waterford",1500, Co. Waterford,5 
"13. \""Harbour Lights\"", Passage East, Co. Waterford",1200, Co. Waterford,4 
"14. Rossduff, Woodstown, Co. Waterford",2000, Co. Waterford,5 
"15. Pine Grove, Tramore, Co. Waterford",1200, Co. Waterford,4 
"16. Williamstown Glen, Williamstown, Waterford City, Co. Waterford",1080, Co. Waterford,3 
"17. Bayview, Dunmore East, Co. Waterford",700, Co. Waterford,4 
"18. Kilnagrange, Kilmacthomas, Co. Waterford",1750, Co. Waterford,5 
"19. Bayview Cottages, Dunmore East, Co. Waterford",750, Co. Waterford,3
"20. Knockaveelish, Dunmore East, Co. Waterford",900, Co. Waterford,4 
"1. 4 Abbey Grange, Moate, Co. Westmeath",1450, Co. Westmeath,3 
"2. Connaught Street, Athlone, Co. Westmeath",850, Co. Westmeath,3
"3. Barrybeg, The Berries, Kiltoom, Athlone, Co. Westmeath",1100, Co. Westmeath,3 
"4. Brittas Glasson, Glasson, Co. Westmeath",1600, Co. Westmeath,4 
"5. 1 Caislean Riada, Coosan, Athlone, Co. Westmeath",1200, Co. Westmeath,4 
"6. 37 Monksfield, Bealnamulla, Athlone, Co. Westmeath",975, Co. Westmeath,3 
"7. Newbridge Fardrum Athlone, Ballinahown, Co. Westmeath",1000, Co. Westmeath,3
"8. Gortmore, Tang, Co. Westmeath",1250, Co. Westmeath,6 
"9. River Village, Athlone, Co. Westmeath",1100, Co. Westmeath,3 
"10. Central Park, Mullingar, Co. Westmeath",1250, Co. Westmeath,4 
"11. Rostella, Kilbeggan, Co. Westmeath",1200, Co. Westmeath,4 
"12. The Gallops, Kilbeggan, Co. Westmeath",1000, Co. Westmeath,4 
"13. 15 Hawthorn Bank, Royal Canal, Mullingar, Co. Westmeath",1000, Co. Westmeath,3 
"14. Church Street, Moate, Co. Westmeath",850, Co. Westmeath,2
"15. Grange, Kilbeggan, Co. Westmeath",750, Co. Westmeath,3 
"16. Greenpark Meadows, Mullingar, Co. Westmeath",1200, Co. Westmeath,4 
"17. Tircroghan, Kinnegad, Co. Westmeath",1000, Co. Westmeath,3 
"18. 111 Monksfield, Bealnamulla, Athlone, Co. Westmeath",850, Co. Westmeath,2
"19. Killogeenaghan, Fardrum, Moate Road, Athlone, Co. Westmeath",1500, Co. Westmeath,5 
"20. Benown, Glasson, Athlone, Co. Westmeath",1600, Co. Westmeath,4 
"1. Rocklands Wexford, Wexford Town, Co. Wexford",1400, Co. Wexford,4 
"2. Wells, Ballyedmond, Co. Wexford",1200, Co. Wexford,3 
"3. 14 Ard na Dara, Wexford Town, Co. Wexford",1100, Co. Wexford,4 
"4. 22 South Knock, New Ross, Co. Wexford",900, Co. Wexford,5 
"5. William Street, Millroad, Co. Wexford",800, Co. Wexford,2 
"6. Knockina, Gorey, Co. Wexford",1200, Co. Wexford,2 
"7. Millhouse Retirement Village, Newtown Commons, New Ross, Co. Wexford",700, Co. Wexford,2
"8. Colestown, Wexford, Wexford Town, Co. Wexford",1400, Co. Wexford,4 
"9. Lus Mor, Whiterock Hill, Wexford Town, Co. Wexford",850, Co. Wexford,2 
"10. Ballyfan, Carne, Carne, Co. Wexford",700, Co. Wexford,2
"11. King Street, Wexford Town, Co. Wexford",800, Co. Wexford,2
"12. 3 churchtown court, Kilrane, Co. Wexford",1100, Co. Wexford,4 
"13. Pondfields, New Ross, Co. Wexford",750, Co. Wexford,4
"14. The Gallops, Ramsgate Village, Gorey, Co. Wexford",1250, Co. Wexford,4 
"15. Gurteenminogue, Murrintown, Wexford Town, Co. Wexford",1500, Co. Wexford,5 
"16. Hazelwood, Bridgetown, Bridgetown, Co. Wexford",620, Co. Wexford,2 
"17. Ballyfan, Carne, Co. Wexford",750, Co. Wexford,3 
"18. The Green, Clonard Village, Wexford Town, Co. Wexford",950, Co. Wexford,3 
"19. Shillbrack, Carne, Co. Wexford",750, Co. Wexford,3
"20. Newtown, Kilmore, Kilmore, Co. Wexford",800, Co. Wexford,3
"1. Eastwood, Bellevue Hill, Delgany, Co. Wicklow",2995, Co. Wicklow,4 
"2. ""Dargelside"" Bray Road, Enniskerry, Co. Wicklow",4000, Co. Wicklow,5 
"3. kylebeg lacken blessington, Lacken, Co. Wicklow",1800, Co. Wicklow,4 
"4. Dateldu House, Roundwood, Co. Wicklow",1800, Co. Wicklow,5 
"5. Luxury Lodge Tinakilly, Rathnew, Co. Wicklow",12900, Co. Wicklow,7 
"6. Wicklow Retreat, Vale of Avoca, Avoca, Co. Wicklow",3800, Co. Wicklow,3 
"7. 21, CherryDrive, Delganywood, Co.Wicklow, Delgany, Co. Wicklow",2300, Co. Wicklow,4 
"8. 3 Hollybrook Park, Bray, Co. Wicklow",2080, Co. Wicklow,4 
"9. Knockfin, Laragh village, Laragh, Co. Wicklow",750, Co. Wicklow,
"10. Ballinastoe, Roundwood, Co. Wicklow",1144, Co. Wicklow,2
"11. 1 Montebello Terrace, Bray, Co. Wicklow",5000, Co. Wicklow,7 
"12. The Old School House, Nuns Cross, Ashford, Co. Wicklow",1600, Co. Wicklow,2 
"13. Glencuilleann, Kilquade, Co. Wicklow",2200, Co. Wicklow,3 
"14. Sunnybank Cottage, Blainroe, Blainroe, Co. Wicklow",1100, Co. Wicklow,4 
"15. Ballinacarrig, Brittas Bay, Co Wicklow., Brittas Bay, Co. Wicklow",1299, Co. Wicklow,3
"16. Carrig Mill, Mill Road, Greystones, Co. Wicklow",2548, Co. Wicklow,5 
"17. ""Meadowlands"", Prospect, Newcastle, Co. Wicklow",1850, Co. Wicklow,4 
"18. Charlesland Grove, Greystones, Co. Wicklow",1650, Co. Wicklow,2 
"19. Ballinapark, Avoca, Co. Wicklow",2000, Co. Wicklow,4 
"20. Ivy Cottage, Ballyrogan Stud, Redcross, Co. Wicklow",1500, Co. Wicklow,2 
