House,Price,County,Room
"85. 9 Cedargrove, Mallow, Co. Cork",1150, Co. Cork,3
"86. Look out Main Street, Castletownshend, Co. Cork",800, Co. Cork,3 
"87. Glentaff, Union Hall, Co. Cork",600, Co. Cork,3
"88. Rosscarrig Rathmore, Baltimore, Co. Cork",1300, Co. Cork,4 
"89. Minanes, Drinagh, Co. Cork",1300, Co. Cork,6 
"90. The Paddock Drinagh Village, Drinagh, Co. Cork",450, Co. Cork,
"91. Millview Terrace, Skibbereen, Co. Cork",850, Co. Cork,3 
"92. Reenmurraga, Church Cross, Skibbereen, Co. Cork",800, Co. Cork,3
"93. Rockmount, Drimoleague, Co. Cork",800, Co. Cork,4 
"94. 64 Yewlands, Douglas, Co. Cork",1625, Co. Cork,3 
"95. 4 brookhill, Courtmacsherry, Co. Cork",1000, Co. Cork,3 
"96. Cloon Cottage, Carrigdownane, Fermoy, Co. Cork",1095, Co. Cork,4 
"97. Strand Lodge, Broadstrand, Coutmacsherry, Clonakilty, Co. Cork",900, Co. Cork,4 
"98. 30 Bat Donegan Place, Charleville, Co. Cork",800, Co. Cork,2
"99. 6 Oysterhaven Harbour, Oysterhaven Bay, Kinsale, Co. Cork",1300, Co. Cork,2 
"100. Great William O' Brien Street, Cork City, Co. Cork",1092, Co. Cork,3 
"101. Teernaspideoga, Inchigeelagh, Co. Cork",400, Co. Cork,2
"102. 18A Wellington Road, Cork City, Co. Cork",1100, Co. Cork,
"103. Johnny Desmond's Cottage, Cooldaniel, Toames, Macroom, Co. Cork",950, Co. Cork,3 
"104. 17 Glengarriff Road, Bantry, Co. Cork",900, Co. Cork,4 
"105. Carrightwolill, Carrigtwohill, Co. Cork",1075, Co. Cork,2
"106. Abbotswood Mews, Rochestown, Co. Cork",1450, Co. Cork,3 
"107. Cliona Lodge, Toe Head, Castletownshend, Co. Cork",1250, Co. Cork,4 
"108. Drishanemore (available Sept - May), Skibbereen, Co. Cork",900, Co. Cork,4 
"109. 1 Clerk Lane, Skibbereen, Co. Cork",500, Co. Cork,
"110. 6 Chapel Lane, Skibbereen, Co. Cork",650, Co. Cork,3
"111. Cooscroneen, Union Hall, Co. Cork",950, Co. Cork,3 
"112. Gurteenakilla, Ballydehob, Co. Cork",850, Co. Cork,3 
"113. 26 Shoulders Lane, Mallow, Co. Cork",1150, Co. Cork,3 
"114. kilbrack, Doneraile, Co. Cork",750, Co. Cork,3
"115. Ahakista, Durrus, Co. Cork",900, Co. Cork,3 
"116. Ashdale, Dun An Oir, Kanturk, Co. Cork",825, Co. Cork,3 
"117. \'Elgo Cottage\', Middle Road, Crosshaven, Co. Cork",695, Co. Cork,1
"118. The Terrace, Freemount, Co. Cork",650, Co. Cork,3
"119. Cromogue, Milford, Co. Cork",650, Co. Cork,3 
"120. 20 Allow Hill, Freemount, Charleville, Co. Cork",700, Co. Cork,3 
"121. Georges Street, Churchtown, Co. Cork",550, Co. Cork,2
"122. Ring, Ballymacoda, Co. Cork",1000, Co. Cork,4 
"123. \'Ardmore\', Lower Aghada, Midleton, Co. Cork",1000, Co. Cork,3
"124. 15 Main Street, Buttevant, Co. Cork",900, Co. Cork,3 
"125. Inchigeela, Macroom, Co. Cork",900, Co. Cork,3
"126. Carriganarra estate, Ballincollig, Co. Cork",1450, Co. Cork,3
"127. Kilbarry, Fermoy, Co. Cork",900, Co. Cork,3 
"128. Rockstreet, Cloyne, Co. Cork",480, Co. Cork,8 
"129. Cois An Uisce, Forthill, Summercove, Kinsale, Co. Cork",3000, Co. Cork,4 
"130. Ash Tree House, Glanturkin, Whitegate, Midleton, Co. Cork",1500, Co. Cork,4 
"131. Na FuinSeoga, Springlane, Ballyvolane Rd, Ballyvolane, Co. Cork",480, Co. Cork,5 
"132. 3 Friars Court, Kinsale, Co. Cork",1300, Co. Cork,3 
"133. Mallow town, Mallow, Co. Cork",1050, Co. Cork,3 
"134. Evergreen Buildings, Cork City, Cork City, Co. Cork",1350, Co. Cork,2
"135. Mallow town, Mallow, Co. Cork",1200, Co. Cork,4 
"136. Ballinacurra, Midleton, Co. Cork",1150, Co. Cork,3
"137. Ballyvorisheen West, Carrignavar, Co. Cork",1465, Co. Cork,3 
"138. West of Ballinspittle, Ballinspittle, Co. Cork",2000, Co. Cork,4 
"139. Dunbar Street, Cork City, Co. Cork",1500, Co. Cork,2 
"140. Robert street, Mitchelstown, Co. Cork",800, Co. Cork,2
"141. 4, Caislean an Easaig, Castletownroche, Co. Cork",950, Co. Cork,3 
"142. main street rossmore, Clonakilty, Co. Cork",800, Co. Cork,5 
"143. 5 The Cresent Codrum, Macroom, Co. Cork",1100, Co. Cork,4 
"144. 1 Rosewood Lawn, Bandon, Co. Cork",1200, Co. Cork,4 
"145. Cappagh, Kinsale, Co. Cork",1200, Co. Cork,
"146. Lynnville, Off Church Lane, Kinsale, Co. Cork",1000, Co. Cork,
"147. 8 Ringcurren Grove, Ardbrack, Kinsale, Co. Cork",1500, Co. Cork,3 
"148. Castlejane Woods Glanmire, Glanmire, Co. Cork",1375, Co. Cork,3
"149. Knockroe Lower, Kilnamartyra, Macroom, Co. Cork",700, Co. Cork,2
"150. 8 Castle Street, Macroom, Co. Cork",1100, Co. Cork,5
"151. Lackaroe, Buttevant, Co. Cork",850, Co. Cork,2
"152. Knockaverry, Youghal, Co. Cork",1500, Co. Cork,3 
"153. Carrigcleena, Bweeng, Co. Cork",1000, Co. Cork,3
"154. 101 HighStreet, Ballinlough, Co. Cork",1500, Co. Cork,2
"155. Cahermellaboe, Allihies, Beara, Co. Cork",500, Co. Cork,3 
"156. Coolieragh, Glengarriff, Co. Cork",695, Co. Cork,2
"157. Rossacon, Newmarket, Co. Cork",1700, Co. Cork,4 
"158. Sheraton Court, Hartlands Avenue, Cork City, Co. Cork",1287, Co. Cork,2
"159. connorville tower street, Cork City, Co. Cork",1500, Co. Cork,2
"160. Front Strand, Youghal, Co. Cork",1200, Co. Cork,4 
"161. Coomhola Bridge, Bantry, Co. Cork",1100, Co. Cork,5 
"162. 24 Greenfields, Belfry Heights, Bandon, Co. Cork",1250, Co. Cork,3 
"163. 25 Marwood Avenue, Glanmire, Co. Cork",1408, Co. Cork,3 
"164. Cooleregan, Mitchelstown, Co. Cork",500, Co. Cork,
"165. Watergrasshill near, Glanmire, Co. Cork",1950, Co. Cork,5 
"166. Kilmeen, Rossmore, Clonakilty, Co. Cork, Clonakilty, Co. Cork",900, Co. Cork,3
"167. 5 The Island, Inchydoney, Clonakilty, Co. Cork",1395, Co. Cork,4 
"168. Kilnahera, Drimoleague, Co. Cork",750, Co. Cork,2
"169. 18 The Willows, Castlemagner, Co. Cork",950, Co. Cork,3 
"170. No. 40 The Courts, Compass Quay, Kinsale, Co Cork, Kinsale, Co. Cork",1500, Co. Cork,3 
"171. Inchafune, Dunmanway, Co. Cork",700, Co. Cork,2
"172. Caledonia, Ballinphellic, Waterfall, Co. Cork",1900, Co. Cork,4 
"173. Brookyn House, 2 Glensprings, Lower Kileens, Black, Killeens, Co. Cork",550, Co. Cork,3 
"174. Carrigboy, Durrus, Co. Cork",700, Co. Cork,3 
"175. 31 Maulbaun, Passage West, Co. Cork",1500, Co. Cork,4
"176. Coolavokig, Macroom, Co. Cork",850, Co. Cork,3
"177. Kanturk, Mallow, Co. Cork",1200, Co. Cork,4 
"178. No 3 Westview Cobh, Cobh, Co. Cork",1400, Co. Cork,2
"179. Gortroe, Glengarriff, Co. Cork",1100, Co. Cork,5 
"180. Chetwynd, Mahers Lane, Togher, Togher, Co. Cork",1300, Co. Cork,2
"181. Ballygrace, Churchtown, Co. Cork",700, Co. Cork,2
"182. 18 Radharc Na Sleibhte, Churchtown, Co. Cork",850, Co. Cork,4 
"183. 12 The Course Side,Fota,Co,Cork, Midleton, Co. Cork",2500, Co. Cork,4 
"184. No. 4, High Street Skibbereen, Skibbereen, Co. Cork",500, Co. Cork,
"185. Cois An Cnoic, Ballyhubbard, Youghal, Co Cork, Youghal, Co. Cork",2000, Co. Cork,5 
"186. 18 Riverwalk, Tir Cluain, Midleton, Co. Cork",1400, Co. Cork,3 
"187. newcestown, Bandon, Newcestown, Co. Cork",1500, Co. Cork,3 
"188. Derrylahan, Dunmanway, Co. Cork",700, Co. Cork,3 
"189. Knockaneroe 1, Kanturk, Co. Cork",800, Co. Cork,3
"190. 21 Meadowside, Dromina, Charleville, Co. Cork",800, Co. Cork,4 
"191. 21 Meadowside, Dromina, Co. Cork",800, Co. Cork,4 
"192. Newmarket Town, Newmarket, Co. Cork",675, Co. Cork,3
"193. 16 The Orchard, Skibbereen, Co. Cork",950, Co. Cork,3
"194. Corbally, Kanturk, Co. Cork",750, Co. Cork,2 
"1. 27 Meadowhill, Kiltoy, Letterkenny., Letterkenny, Co. Donegal",850, Co. Donegal,5 
"2. Armada cottages, Bundoran, Co. Donegal",525, Co. Donegal,3 
"3. 65 The Green, Ballymacool, Letterkenny, Co. Donegal",700, Co. Donegal,3 
"4. 29 Dun na Ri, Buncrana, Co. Donegal",600, Co. Donegal,3 
"5. 30 Clearwaters, Rathmullan, Co. Donegal",600, Co. Donegal,3 
"6. Fort Royal House, Rathmullan, Co. Donegal",1400, Co. Donegal,4 
"7. Porthall, Lifford, Co. Donegal",550, Co. Donegal,2
"8. 14 St Johns Park, Gransha Road, Buncrana, Co. Donegal",750, Co. Donegal,4 
"9. Altnapaste Mill, Ballybofey, Co. Donegal",1250, Co. Donegal,4 
"10. 25 Brookfield Heights, Letterkenny, Co. Donegal",800, Co. Donegal,3 
"11. 42 Millbrea, Meadows, Ballyloskey, Carndonagh, Co. Donegal",650, Co. Donegal,3 
"12. 21 Churchlands, Manorcunningham, Co. Donegal",650, Co. Donegal,4 
"13. 39 Glenoughty Close, Glencar, Letterkenny, Co. Donegal",750, Co. Donegal,3
"14. 16 Stonebridge, Bridgend, Co. Donegal",750, Co. Donegal,4 
"15. 15A Glendale Manor, Glencar, Letterkenny, Co. Donegal",600, Co. Donegal,2
"16. 1A Ard Lonan, Long Lane, Letterkenny, Co. Donegal",585, Co. Donegal,2
"17. 35 Ash Meadows, Stranorlar, Co. Donegal",560, Co. Donegal,3 
"18. Ceanann View, Letterkenny, Co. Donegal",700, Co. Donegal,3 
"19. Lisnennan Court, Letterkenny, Co. Donegal",750, Co. Donegal,4 
"20. The Green, Thornberry, Letterkenny, Co. Donegal",750, Co. Donegal,3 
"21. An Gleann Rua, Letterkenny, Co. Donegal",700, Co. Donegal,4 
"22. Dooish View, Magheracloy, St. Johnston, Co. Donegal",600, Co. Donegal,3
"23. Durgan House, Ramelton, Co. Donegal",1995, Co. Donegal,5 
"24. Rathmullan Cottage, Rathmullan, Co. Donegal",600, Co. Donegal,3 
"25. Hollywell, Killea, Co. Donegal",560, Co. Donegal,2
"26. Orchard Grove, Newtown Cunningham, Co. Donegal",700, Co. Donegal,3 
"27. Hazelbrook Crescent, Letterkenny, Co. Donegal",650, Co. Donegal,3 
"28. Beinn Aoibhinn, Letterkenny, Co. Donegal",900, Co. Donegal,4 
"29. Lanalea House, Oldtown Road, Letterkenny, Co. Donegal",650, Co. Donegal,4 
"30. 113 Thornberry, Letterkenny, Co. Donegal",750, Co. Donegal,4 
"31. 19 Orchard Grove, Ramelton Rd, Letterkenny, Co. Donegal",900, Co. Donegal,5 
"32. Cottage Rahan, Letterkenny, Co. Donegal",480, Co. Donegal,
"33. 43 Forest Park, Killygordon, Co. Donegal",435, Co. Donegal,2 
"34. 74 Admiran Park, Stranorlar, Co. Donegal",500, Co. Donegal,4 
"35. No 2 The Mill Cottage, Stranorlar, Co. Donegal",560, Co. Donegal,3 
"36. 36 Cuirt Aishling, Ballybofey, Co. Donegal",650, Co. Donegal,3 
"37. No 24 Cuirt Aishling, Ballybofey, Co. Donegal",694, Co. Donegal,5 
"38. No 16 St Judes Court, Lifford, Co. Donegal",580, Co. Donegal,3 
"39. 23 Ceanann View, Letterkenny, Co. Donegal",750, Co. Donegal,3 
"40. Ards, Creeslough, Co. Donegal",500, Co. Donegal,3
"41. Magheraroarty, Gortahork, Co. Donegal",500, Co. Donegal,3
"42. Drumatinney, Falcarragh, Co. Donegal",550, Co. Donegal,6 
"43. Balliness, Falcarragh, Co. Donegal",450, Co. Donegal,3
"44. No 7 Laganore, Port Na Blagh, Dunfanaghy, Co. Donegal",550, Co. Donegal,3 
"45. Barnes, Termon, Co. Donegal",500, Co. Donegal,3 
"46. 39 Parkview Drive, Letterkenny, Co. Donegal",650, Co. Donegal,3
"47. 7 Ceannan View, Letterkenny, Co. Donegal",640, Co. Donegal,3 
"48. Lough Eske, Donegal Town, Co. Donegal",550, Co. Donegal,3
"49. Ballinmore, Fintown, Co. Donegal",400, Co. Donegal,4 
"50. Lunniagh, Derrybeg, Co. Donegal",1050, Co. Donegal,4 
"51. 12 Dungarron, Gortlee, Letterkenny, Co. Donegal",800, Co. Donegal,4 
"52. Loughanure, Loughanure, Co. Donegal",640, Co. Donegal,4 
"53. Cherry Avenue, Carndonagh, Co. Donegal",600, Co. Donegal,3
"54. 21 Hillview, Letterkenny, Co. Donegal",750, Co. Donegal,3 
"55. 14 Tara Court, Letterkenny, Co. Donegal",700, Co. Donegal,3 
"56. Cratlagh Wood, Milford, Co. Donegal",750, Co. Donegal,4 
"57. 42 Harmony Hill, Kiltoy, Letterkenny, Co. Donegal",700, Co. Donegal,3 
"58. 72 The Garden,Ballymacool, Letterkenny, Co. Donegal",650, Co. Donegal,3 
"59. 36 Stoneybridge, Bridgend, Co. Donegal",650, Co. Donegal,3 
"60. The Garden, Ballymacool Wood, Letterkenny, Co. Donegal",750, Co. Donegal,4 
"61. The Maples, Letterkenny, Co. Donegal",850, Co. Donegal,4 
"62. 49 Rowan Park, Letterkenny, Co. Donegal",700, Co. Donegal,3 
"63. Glen road Glenties, Glenties, Co. Donegal",440, Co. Donegal,4 
"64. 10 Farmleigh Park, Ardeskin, Donegal Town, Co. Donegal",750, Co. Donegal,3 
"65. The Commons, Killybegs, Co. Donegal",575, Co. Donegal,4
"66. 10 Keenaghan, Kilcar, Co. Donegal",500, Co. Donegal,3
"67. Alt Crescent, Castlefin, Co. Donegal",850, Co. Donegal,4 
"68. The Cottage, Shanvalley, Castlefin, Co. Donegal",550, Co. Donegal,2
"69. Drimnaherk East, Letterbarra, Co. Donegal",580, Co. Donegal,2
"70. 6 Elm park, Buncrana, Co. Donegal",700, Co. Donegal,5 
"71. Solomons Manor, Letterkenny, Co. Donegal",750, Co. Donegal,3 
"72. Coolmore, Rossnowlagh, Co. Donegal",430, Co. Donegal,6
"73. 6 willowbrook, Letterkenny, Co. Donegal",900, Co. Donegal,4 
"74. Parkhill, Ballyshannon, Co. Donegal",700, Co. Donegal,3
"75. derrynacarrow, Doochary, Co. Donegal",600, Co. Donegal,3 
"76. Chestnut Grove, Letterkenny, Co. Donegal",900, Co. Donegal,5 
"77. Caravan Road, Dungloe, Co. Donegal",600, Co. Donegal,4 
"78. meenahalla, Glenties, Co. Donegal",475, Co. Donegal,4
"79. 21 Loughfern Heights, Milford, Co. Donegal",600, Co. Donegal,3 
"80. Gortlee, Letterkenny, Co. Donegal",700, Co. Donegal,3
"1. 13a Suir Road, Kilmainham, Dublin 8",2600, Dublin 8,3 
"2. Seafield Downs, Clontarf, Dublin 3",2500, Dublin 3,2 
"3. Old Estuary Mill, Malahide, Co. Dublin",3600, Co. Dublin,4 
