House,Price,County,Room
"11. Ashmere. Browningstown Park East, Douglas, Co. Cork",1500, Co. Cork,3 
"12. 1 Bridgetown Drive, Castlemartyr, Castlemartyr, Co. Cork",1200, Co. Cork,3 
"13. Glengarriff, Newtownshandrum, Charleville, Co. Cork",750, Co. Cork,4 
"14. Rochelle, Old Blackrock Road, Cork City, Co. Cork",1850, Co. Cork,3 
"15. Balady House, Belgooly, Kinsale, Co. Cork",2750, Co. Cork,5 
"16. Inchigaggin Lane, Model Farm Road, Co. Cork",2400, Co. Cork,3 
"17. Cork City, Cork City, Co. Cork",2400, Co. Cork,3 
"18. Dun Eoin, Carrigaline, Co. Cork",1230, Co. Cork,3 
"19. Oakbrook, Carrigtwohill, Co. Cork",1400, Co. Cork,3 
"20. Curragh Woods, Frankfield, Co. Cork",1600, Co. Cork,3 
"21. Eagle valley, Cork City, Co. Cork",1515, Co. Cork,4 
"22. Curragh Woods, Cork City, Co. Cork",1600, Co. Cork,3 
"23. Friars walk, Cork City, Co. Cork",1900, Co. Cork,5 
"24. Main St, Watergrasshill, Co. Cork",1500, Co. Cork,3 
"25. Model Village, Tower, Co. Cork",1800, Co. Cork,5 
"26. 24 Curra Woods, Riverstick, Co. Cork",1800, Co. Cork,4 
"27. Highfield Avenue, Cork City, Co. Cork",600, Co. Cork,6 
"28. Sarsfield Court, Glanmire, Co. Cork",1500, Co. Cork,3 
"29. Glanaclogha Eircode P47 X903, Drimoleague, Co. Cork",875, Co. Cork,3
"30. No 7 Sprucegrove, Courtmacsherry, Co. Cork",1200, Co. Cork,4 
"31. Sunday's Well Road, Sunday's Well, Co. Cork",1800, Co. Cork,4 
"32. The Grove, Coolroe Meadows, Ballincollig, Co. Cork",2200, Co. Cork,4 
"33. Rochelle, Old Blackrock Road, Cork City, Co. Cork",1532, Co. Cork,3 
"34. Cloon Cottage, Carrigdownane, Fermoy, Co. Cork",1095, Co. Cork,4 
"35. Cliona Lodge, Toe Head, Castletownshend, Co. Cork",1250, Co. Cork,4 
"36. Drishanemore (available Sept - May), Skibbereen, Co. Cork",900, Co. Cork,4 
"37. 1 Clerk Lane, Skibbereen, Co. Cork",500, Co. Cork,
"38. Coolbawn, Caheragh, Drimoleague, Co. Cork",850, Co. Cork,3 
"39. 6 Glandore Mews, Glandore, Co. Cork",850, Co. Cork,3 
"40. 6 Chapel Lane, Skibbereen, Co. Cork",650, Co. Cork,3
"41. Cooscroneen, Union Hall, Co. Cork",950, Co. Cork,3 
"42. Gurteenakilla, Ballydehob, Co. Cork",850, Co. Cork,3 
"43. Castle Court, Church Road, Carrigaline, Co. Cork",990, Co. Cork,
"44. Bishopscourt Green, Bishopstown, Co. Cork",1850, Co. Cork,4 
"45. Limerick Rd, Kildorrery near, Fermoy, Co. Cork",975, Co. Cork,3 
"46. Cooleregan, Mitchelstown, Co. Cork",500, Co. Cork,
"47. Limerick Rd, Kildorrery near, Mitchelstown, Co. Cork",975, Co. Cork,3 
"48. Strawhall, Fermoy, Co. Cork",925, Co. Cork,3 
"49. The Courtyard Lodge, Longueville House, Ballycloug, Mallow, Co. Cork",3300, Co. Cork,5 
"50. Sherwood Blackrock Road, Blackrock, Co. Cork",4000, Co. Cork,4 
"51. Lisheen Fields, Ballincollig, Co. Cork",1750, Co. Cork,5 
"52. Beara, Ballincollie Road, Ballyvolane, Co. Cork",1500, Co. Cork,4 
"53. Ballady House, Ballady, Belgooly, Co. Cork",2750, Co. Cork,5 
"54. Carrigrohane, Carrigrohane, Co. Cork",2500, Co. Cork,5 
"55. Riverhouse, Tisaxon Beg, Kinsale, Co. Cork",2200, Co. Cork,4
"56. Lee Valley, Lee Valley golf club, Ovens, Co. Cork",1200, Co. Cork,3
"57. Caislean Close, Ballincollig, Co. Cork",1300, Co. Cork,2 
"58. Bishopscourt Drive, Bishopstown, Co. Cork",2100, Co. Cork,4 
"59. Belfield Abbey, Boreenmanna Road, Ballintemple, Co. Cork",1650, Co. Cork,2 
"60. Ballinacurra, Midleton, Co. Cork",1150, Co. Cork,2
"61. Sheraton Court, Hartlands Avenue, Cork City, Co. Cork",1287, Co. Cork,2
"62. Firgrove Drive, Bishopstown, Co. Cork",1900, Co. Cork,4 
"63. South Douglas Road, Douglas, Co. Cork",1675, Co. Cork,3 
"64. Rhodaville Estate, Off Main Douglas Road, Douglas, Co. Cork",1840, Co. Cork,3 
"65. Lake Lawn, Douglas, Co. Cork",1600, Co. Cork,3
"66. Church Road, Blackrock, Co. Cork",1200, Co. Cork,
"67. Dewberry, Mount Oval Village, Rochestown, Co. Cork",1648, Co. Cork,4 
"68. Beaupre, Rochestown Road, Rochestown, Co. Cork",1600, Co. Cork,4 
"69. Welwyn Road, Maryborough Woods, Douglas, Co. Cork",1383, Co. Cork,3 
"70. Woodstock Hall, Carrigtwohill, Co. Cork",3200, Co. Cork,6 
"71. Dun Ard, Lotamore, Mayfield, Co. Cork",1200, Co. Cork,3
"72. Dun Ard, Lotamore, Cork City, Co. Cork",1200, Co. Cork,3
"73. ., Adrigole, Co. Cork",700, Co. Cork,6 
"74. Derrynagasha, Dunderrow, Kinsale, Co. Cork",1800, Co. Cork,3 
"75. Dromidclough Derrigra, Ballineen, Co. Cork",400, Co. Cork,1
"76. Gurteen House, Gurteen, Bandon, Co. Cork",1500, Co. Cork,5 
"77. 27 Longshore Drive, Jacob Island, Blackrock, Co. Cork",1633, Co. Cork,4 
"78. 9 Cedargrove, Mallow, Co. Cork",1150, Co. Cork,3
"79. The Crescent, Greenvalley, Donnybrook, Douglas, Co. Cork",1500, Co. Cork,3 
"80. Look out Main Street, Castletownshend, Co. Cork",800, Co. Cork,3 
"81. Glentaff, Union Hall, Co. Cork",600, Co. Cork,3
"82. Rosscarrig Rathmore, Baltimore, Co. Cork",1300, Co. Cork,4 
"83. Minanes, Drinagh, Co. Cork",1300, Co. Cork,5 
"84. Millview Terrace, Skibbereen, Co. Cork",850, Co. Cork,3 
"85. Main Street, Drimoleague, Co. Cork",850, Co. Cork,4 
"86. Reenmurraga, Church Cross, Skibbereen, Co. Cork",800, Co. Cork,3
"87. Rockmount, Drimoleague, Co. Cork",800, Co. Cork,4 
"88. 9 Woodhaven, Bishopstown, Co. Cork",1625, Co. Cork,3 
"89. Gloun, Dunmanway, Co. Cork",800, Co. Cork,3
"90. Shournagh Valley, Tower, Co. Cork",1300, Co. Cork,3
"91. Kevmond Old mallow road Cork, Blackpool, Co. Cork",1450, Co. Cork,3
"92. Carrightwolill, Carrigtwohill, Co. Cork",1075, Co. Cork,2
"93. Walshestown, Churchtown, Mallow, Churchtown, Co. Cork",1000, Co. Cork,3 
"94. Ring, Ballymacoda, Co. Cork",900, Co. Cork,4 
"95. 26 Shoulders Lane, Mallow, Co. Cork",1150, Co. Cork,3 
"96. 1 Rosewood Lawn, Bandon, Co. Cork",1200, Co. Cork,4 
"97. 12 The Courtyard, Jacobs Island, Blackrock, Co. Cork",1450, Co. Cork,2 
"98. Ballyclough Village, Mallow, Co. Cork",900, Co. Cork,2
"99. 85 Springmount, Kinsale, Co. Cork",1500, Co. Cork,3 
"100. 10 Riverbank, Belgooly, Kinsale, Co. Cork",1500, Co. Cork,4 
"101. Snave Ballylickey Bantry, Bantry, Co. Cork",750, Co. Cork,3
"102. Old mill farm, Midleton, Co. Cork",800, Co. Cork,
"103. Lackaroe, Buttevant, Co. Cork",850, Co. Cork,2
"104. Elm Grove, Gort An Oir, Castlemartyr, Co. Cork",1050, Co. Cork,3 
"105. \'Elgo Cottage\', Middle Road, Crosshaven, Co. Cork",675, Co. Cork,1
"106. Goggins Hill, Ballinhassig, Co. Cork",950, Co. Cork,2 
"107. Main Street, Carrigtwohill, Co. Cork",2200, Co. Cork,4 
"108. 18 Riverwalk, Tir Cluain, Midleton, Co. Cork",1400, Co. Cork,3 
"109. Cappagh, Kinsale, Co. Cork",1200, Co. Cork,
"110. Cois An Uisce, Forthill, Summercove, Kinsale, Co. Cork",3000, Co. Cork,4 
"111. 8 Ringcurren Grove, Ardbrack, Kinsale, Co. Cork",1500, Co. Cork,3 
"112. Brookfield Villas, College Road, Cork City, Co. Cork",3000, Co. Cork,5 
"113. Coolmaine Mews, Kinsale Manor, Kinsale, Co. Cork",1800, Co. Cork,3 
"114. Carriganarra estate, Ballincollig, Co. Cork",1450, Co. Cork,3
"115. Seanacloc, Tower, Co. Cork",1500, Co. Cork,3 
"116. 47 The Mews, Rushbrooke Links, Cobh, Co. Cork",1150, Co. Cork,3
"117. Kilpatrick, Bandon, Co. Cork",1300, Co. Cork,4 
"118. 4 Admirals Walk, Kinsale, Co. Cork",1500, Co. Cork,3 
"119. 5 Rosewood Avenue, Ballylangley, Bandon, Co. Cork",1400, Co. Cork,4 
"120. Johnny Desmond's Cottage, Cooldaniel, Toames, Macroom, Co. Cork",950, Co. Cork,3 
"121. Glanagual, Kildinan, Co. Cork",1500, Co. Cork,4 
"122. Georges Street, Churchtown, Co. Cork",550, Co. Cork,2
"123. Cromogue, Milford, Co. Cork",650, Co. Cork,3 
"124. 20 Allow Hill, Freemount, Charleville, Co. Cork",700, Co. Cork,3 
"125. The Terrace, Freemount, Co. Cork",650, Co. Cork,3
"126. Ardnageehy Ballyhea, Charleville, Co. Cork",600, Co. Cork,2
"127. Maple Woods, Ballinacurra, Midleton, Co. Cork",1395, Co. Cork,3 
"128. 10 Kinvara Drive, Ballyvolane, Co. Cork",1600, Co. Cork,4 
"129. Brookyn House, 2 Glensprings, Lower Kileens, Black, Killeens, Co. Cork",550, Co. Cork,3 
"130. Railway Cottage, Gaggin, Bandon, Co. Cork",2000, Co. Cork,5 
"131. Harolds Court , Enniskeane, Enniskeane, Co. Cork",1000, Co. Cork,4 
"132. 50 Springmount, Kinsale, Co. Cork",1400, Co. Cork,3 
"133. 2 Bowling Green, St John\'s Hill, Kinsale, Co. Cork",3000, Co. Cork,5 
"134. The Anchorage, Summercove, Kinsale, Co. Cork",3000, Co. Cork,3 
"135. 35 Courtyard Lodges, Fota, Co. Cork",1500, Co. Cork,2 
"136. 51 Clonlea, Mount Oval Village, Rochestown, Co. Cork",1400, Co. Cork,2
"137. Pearse Terrace, Mallow, Co. Cork",1050, Co. Cork,3 
"138. Main Street, Ballyclough, Mallow, Co. Cork",900, Co. Cork,3
"139. Butlerstown, Courtmacsherry, Co. Cork",900, Co. Cork,4 
"140. Derrylahan, Dunmanway, Co. Cork",700, Co. Cork,3 
"141. 64 Yewlands, Douglas, Co. Cork",1625, Co. Cork,3 
"142. Clermont Terrace, South Douglas Road, Douglas, Co. Cork",1350, Co. Cork,2
"143. New Twopothouse, Mallow, Co. Cork",900, Co. Cork,3 
"144. 47 Forest Ridge, Doughcloyne, Co. Cork",1700, Co. Cork,3 
"145. 5 The Forge, Breenybeg, Kealkill, Co. Cork",750, Co. Cork,3
"146. 21 Meadowside, Dromina, Co. Cork",800, Co. Cork,4 
"147. 21 Meadowside, Dromina, Charleville, Co. Cork",800, Co. Cork,4 
"148. Ballygrace, Churchtown, Co. Cork",600, Co. Cork,
"149. No. 4 Orchard View, Hillview, Banteer, Co. Cork",900, Co. Cork,3
"150. Clonleigh, Newtownshandrum, Charleville, Co. Cork",800, Co. Cork,3 
"151. Sidney Park, Cork City, Co. Cork",1200, Co. Cork,
"152. Dunbar Street, Cork City, Co. Cork",1500, Co. Cork,2 
"153. St Mary's terrace, Midleton, Co. Cork",1100, Co. Cork,3 
"154. College View, Ballyvourney, Macroom, Co. Cork",750, Co. Cork,2
"155. Curraclough, Lissarda, Co. Cork",900, Co. Cork,4
"156. Inchafune, Dunmanway, Co. Cork",1300, Co. Cork,5 
"157. Carrigboy, Durrus, Co. Cork",700, Co. Cork,3 
"158. West of Ballinspittle, Ballinspittle, Co. Cork",2000, Co. Cork,4 
"159. Coomhola Bridge, Bantry, Co. Cork",1100, Co. Cork,5 
"160. 103 Old Court, Greenfields, Ballincollig, Co. Cork",1850, Co. Cork,4 
"161. 16 The Orchard, Skibbereen, Co. Cork",875, Co. Cork,3
"162. Coolavokig, Macroom, Co. Cork",800, Co. Cork,3
"163. No. 2 Harbour View Holiday Village, Glengarriff, Co. Cork",700, Co. Cork,4
"164. Cloughduv Village, Cloughduv, Co. Cork",1200, Co. Cork,3 
"165. Mount Nephin, Bishopstown Avenue, Model Farm Road, Co. Cork",2030, Co. Cork,4 
"166. Millview, Kanturk, Co. Cork",1100, Co. Cork,4 
"167. The Sycamores, Model Farm Road, Co. Cork",2150, Co. Cork,5 
"168. Kanturk, Mallow, Co. Cork",1200, Co. Cork,4 
"169. Gortroe, Glengarriff, Co. Cork",1000, Co. Cork,5 
"170. Front Strand, Youghal, Co. Cork",3360, Co. Cork,4 
"171. Poulavone, Ballincollig, Co. Cork",1400, Co. Cork,2 
"172. Janeville, Carrigaline, Co. Cork",1500, Co. Cork,3 
"173. Watercourse Rd., Blackpool, Co. Cork",1650, Co. Cork,2 
"174. 17 Glengarriff Road, Bantry, Co. Cork",900, Co. Cork,4 
"175. kilbrack, Doneraile, Co. Cork",750, Co. Cork,3
"176. Ahakista, Durrus, Co. Cork",900, Co. Cork,3 
"177. \'Ardmore\', Lower Aghada, Midleton, Co. Cork",1000, Co. Cork,3
"178. Inchigeela, Macroom, Co. Cork",900, Co. Cork,3
"179. Rockstreet, Cloyne, Co. Cork",480, Co. Cork,8 
"180. Na FuinSeoga, Springlane, Ballyvolane Rd, Ballyvolane, Co. Cork",480, Co. Cork,5 
"181. Mallow town, Mallow, Co. Cork",1050, Co. Cork,3 
"182. main street rossmore, Clonakilty, Co. Cork",800, Co. Cork,5 
"183. 5 The Cresent Codrum, Macroom, Co. Cork",1100, Co. Cork,4 
"184. Knockroe Lower, Kilnamartyra, Macroom, Co. Cork",700, Co. Cork,2
"185. 8 Castle Street, Macroom, Co. Cork",1100, Co. Cork,5
"186. Cahermellaboe, Allihies, Beara, Co. Cork",500, Co. Cork,3 
"187. Kilmeen, Rossmore, Clonakilty, Co. Cork, Clonakilty, Co. Cork",900, Co. Cork,3
"1. Armada cottages, Bundoran, Co. Donegal",565, Co. Donegal,3 
"2. Druminor, Buncrana, Co. Donegal",875, Co. Donegal,6 
"3. Altnapaste Mill, Ballybofey, Co. Donegal",1250, Co. Donegal,4 
"4. 14 St Johns Park, Gransha Road, Buncrana, Co. Donegal",750, Co. Donegal,4 
"5. 30 Clearwaters, Rathmullan, Co. Donegal",600, Co. Donegal,3 
"6. 21 Churchlands, Manorcunningham, Co. Donegal",650, Co. Donegal,4 
"7. 25 Brookfield Heights, Letterkenny, Co. Donegal",800, Co. Donegal,3 
"8. Fort Royal House, Rathmullan, Co. Donegal",1400, Co. Donegal,4 
"9. 1 Killylastin Heights, Letterkenny, Co. Donegal",700, Co. Donegal,3 
"10. 16 Stonebridge, Bridgend, Co. Donegal",750, Co. Donegal,4 
"11. 42 Millbrea, Meadows, Ballyloskey, Carndonagh, Co. Donegal",650, Co. Donegal,3 
"12. 65 The Green, Ballymacool, Letterkenny, Co. Donegal",700, Co. Donegal,3 
"13. 39 Glenoughty Close, Glencar, Letterkenny, Co. Donegal",750, Co. Donegal,3
"14. Porthall, Lifford, Co. Donegal",550, Co. Donegal,2
"15. 23 Ceanann View, Letterkenny, Co. Donegal",750, Co. Donegal,3 
"16. St Raphaels, Ards, Creeslough, Co. Donegal",500, Co. Donegal,3
"17. No 7 Laganore, Port Na Blagh, Dunfanaghy, Co. Donegal",550, Co. Donegal,3 
"18. Drumatinney, Falcarragh, Co. Donegal",550, Co. Donegal,6 
"19. Barnes, Termon, Co. Donegal",500, Co. Donegal,3 
"20. Magheraroarty, Gortahork, Co. Donegal",500, Co. Donegal,3
"21. Barnes, Termon, Co. Donegal",500, Co. Donegal,3 
"22. 43 Forest Park, Killygordon, Co. Donegal",435, Co. Donegal,2 
"23. No 2 The Mill Cottage, Stranorlar, Co. Donegal",560, Co. Donegal,3 
"24. 36 Cuirt Aishling, Ballybofey, Co. Donegal",650, Co. Donegal,3 
"25. No 24 Cuirt Aishling, Ballybofey, Co. Donegal",694, Co. Donegal,5 
"26. No 14 Glenview Park, Ballybofey, Co. Donegal",565, Co. Donegal,4
"27. Lough Eske, Donegal Town, Co. Donegal",550, Co. Donegal,3
"28. 72 The Garden,Ballymacool, Letterkenny, Co. Donegal",650, Co. Donegal,3 
"29. 40 Ashfield, Letterkenny, Co. Donegal",700, Co. Donegal,3 
"30. 19 Orchard Grove, Ramelton Rd, Letterkenny, Co. Donegal",900, Co. Donegal,5 
"31. Cottage Rahan, Letterkenny, Co. Donegal",480, Co. Donegal,
"32. 9 Fairgreen Park, Letterkenny, Co. Donegal",650, Co. Donegal,4 
"33. 32 Greenfields, Convoy, Co. Donegal",650, Co. Donegal,4 
"34. 11 Gleann Rua, Killylastin, Letterkenny, Co. Donegal",650, Co. Donegal,3 
"35. 4. Drumcliffe Terrace, Donegal Town, Co. Donegal",800, Co. Donegal,4 
"36. 12 Dungarron, Gortlee, Letterkenny, Co. Donegal",800, Co. Donegal,4 
"37. The Garden, Ballymacool Wood, Letterkenny, Co. Donegal",750, Co. Donegal,4 
"38. Chestnut Grove, Letterkenny, Co. Donegal",900, Co. Donegal,5 
"39. The Cottage, Shanvalley, Castlefin, Co. Donegal",550, Co. Donegal,2
"40. Alt Crescent, Castlefin, Co. Donegal",850, Co. Donegal,4 
"41. The Maples, Letterkenny, Co. Donegal",850, Co. Donegal,4 
"42. 66 the grange letterkenny, Letterkenny, Co. Donegal",800, Co. Donegal,4 
"43. The Green, Thornberry, Letterkenny, Co. Donegal",700, Co. Donegal,5 
"44. 22 Gort na Greine, Carnamuggagh, Letterkenny, Co. Donegal",700, Co. Donegal,3 
"45. 15A Glendale Manor, Glencar, Letterkenny, Co. Donegal",600, Co. Donegal,2
"46. Toberkeen, Dungloe, Co. Donegal",650, Co. Donegal,4 
"47. 10 Gerard's Way, Malin Road, Carndonagh, Co. Donegal",440, Co. Donegal,3 
"48. 14 Gerards Way, Carndonagh, Co. Donegal",440, Co. Donegal,3
"49. Lisnenan Court, Letterkenny, Co. Donegal",900, Co. Donegal,4 
"50. Whitethorn Close, Letterkenny, Co. Donegal",900, Co. Donegal,4 
"51. 49 Rowan Park, Letterkenny, Co. Donegal",700, Co. Donegal,3 
"52. Carrickfinn, Kincasslagh, Co. Donegal",640, Co. Donegal,3 
"53. Mountain View, Letterkenny, Co. Donegal",800, Co. Donegal,4 
"54. Lisnennan Court, Letterkenny, Co. Donegal",750, Co. Donegal,4 
"55. Durgan House, Ramelton, Co. Donegal",1995, Co. Donegal,5 
"56. Rathmullan Cottage, Rathmullan, Co. Donegal",600, Co. Donegal,3 
"57. Hollywell, Killea, Co. Donegal",560, Co. Donegal,2
"58. Orchard Grove, Newtown Cunningham, Co. Donegal",700, Co. Donegal,3 
"59. Hazelbrook Crescent, Letterkenny, Co. Donegal",650, Co. Donegal,3 
"60. Beinn Aoibhinn, Letterkenny, Co. Donegal",900, Co. Donegal,4 
"61. Lanalea House, Oldtown Road, Letterkenny, Co. Donegal",650, Co. Donegal,4 
"62. Ceanann View, Carnamuggagh Upper, Letterkenny, Co. Donegal",650, Co. Donegal,3
"63. Beechwood Park, Letterkenny, Co. Donegal",680, Co. Donegal,3 
"64. Highland Drive, Letterkenny, Co. Donegal",800, Co. Donegal,5 
"65. Cherry Avenue, Carndonagh, Co. Donegal",600, Co. Donegal,3
"66. 42 The Elms, Glencar, Letterkenny, Co. Donegal",850, Co. Donegal,4 
"67. Coolmore, Rossnowlagh, Co. Donegal",430, Co. Donegal,6
"68. Ballinmore, Fintown, Co. Donegal",400, Co. Donegal,4 
"69. Loughanure, Loughanure, Co. Donegal",640, Co. Donegal,4 
"70. 7 Ceannan View, Letterkenny, Co. Donegal",640, Co. Donegal,3 
"71. Lunniagh, Derrybeg, Co. Donegal",1050, Co. Donegal,4 
"72. derrynacarrow, Doochary, Co. Donegal",600, Co. Donegal,3 
"73. Caravan Road, Dungloe, Co. Donegal",600, Co. Donegal,4 
"1. Seafield Downs, Clontarf, Dublin 3",2500, Dublin 3,2 
"2. Granville Park off Newtownpark Avenue Blackrock Co, Blackrock, Co. Dublin",2800, Co. Dublin,4
"3. Old Estuary Mill, Malahide, Co. Dublin",3600, Co. Dublin,4 
"4. Woodside Drive, Rathfarnham, Dublin 14",4750, Dublin 14,6 
"5. 8 The Avenue, Marianella, Rathgar, Dublin 6",5500, Dublin 6,5 
"6. Belarmine Park, Stepaside, Dublin 18",3800, Dublin 18,4 
"7. Geraldine Street, Dublin 7",2750, Dublin 7,3
"8. 13 Milltown Avenue, Mount St Annes, Milltown, Dublin 6",3000, Dublin 6,3 
"9. 13a Suir Road, Kilmainham, Dublin 8",2600, Dublin 8,3 
"10. Island View, Malahide, Co. Dublin",2200, Co. Dublin,3
"11. Woodside Drive, Churchtown, Dublin 14",4750, Dublin 14,6 
"12. Woodside Drive, Rathfarnham, Dublin 14",4750, Dublin 14,6 
"13. Strand Rd, Sandymount, Dublin 4",5500, Dublin 4,3 
"14. 6 Glenbourne Ave, Leopardstown, Dublin 18",2250, Dublin 18,3 
"15. Heathfield Monkstown Road, Monkstown, Co. Dublin",2150, Co. Dublin,2
"16. Harold\'s Cross Cottages, Harold's Cross, Dublin 6",1750, Dublin 6,2
"17. Terenure Road West, Terenure, Dublin 6",4000, Dublin 6,4 
"18. Castleway, Kinsealy Lane, Malahide, Co. Dublin",3500, Co. Dublin,4 
"19. Biscayne, Malahide, Co. Dublin",3000, Co. Dublin,4 
