House Index,Address,Price,County,Room,Approx price per room
13,"1 Ballinacragga, Newmarket on Fergus, Co. Clare",1200, Co. Clare,5 ,240.00
14,"22 Lios Rua, Shannon, Co. Clare",1000, Co. Clare,3 ,333.33
15,"12 Cluain Uilinn, Miltown Malbay, Co. Clare",700, Co. Clare,3 ,233.33
16,"Dun Na Mara Doonbeg, Doonbeg, Co. Clare",900, Co. Clare,4 ,225.00
17,"5 Árd Aoibhinn, Limerick Road, Ennis, Co. Clare",1500, Co. Clare,4 ,375.00
18,"5 Dromard, Lahinch Road, Ennis, Co. Clare",1600, Co. Clare,4 ,400.00
19,"Ennis Road, Miltown Malbay, Co. Clare",750, Co. Clare,5 ,150.00
20,"The Willows, Oakleigh Wood, Ennis, Co. Clare",1200, Co. Clare,5 ,240.00
21,"14 Ard na Mainistreach, Quin, Ennis, Co. Clare",900, Co. Clare,3 ,300.00
22,"Ballysallagh West, Newmarket on Fergus, Co. Clare",1000, Co. Clare,3 ,333.33
23,"Lisroe, Kilmaley, Co. Clare",950, Co. Clare,6 ,158.33
24,"1 Miltown Road, Kilkee, Co. Clare",800, Co. Clare,4 ,200.00
25,"dun na manach, Quin, Co. Clare",850, Co. Clare,3 ,283.33
26,"Dun Meadbhe, Lahinch, Co. Clare",700, Co. Clare,4,175.00
27,"18 French Court, Clonroad, Ennis, Co. Clare",850, Co. Clare,3 ,283.33
28,"Ivy Cottage, Parteen, Co. Clare",1000, Co. Clare,4 ,250.00
29,"28 Ard Caoin, Gort Road, Ennis, Co. Clare",895, Co. Clare,3 ,298.33
30,"91 Dromiard, Drumcliffe Road, Ennis, Co. Clare",1250, Co. Clare,4 ,312.50
31,"knockraderry, Liscannor, Co. Clare",950, Co. Clare,3 ,316.67
32,"2 Riverview Terrace, Ennistymon, Co. Clare",675, Co. Clare,2,337.50
33,"59c Ballysallagh West, Newmarket on Fergus, Co. Clare",1000, Co. Clare,3 ,333.33
34,"5 Carnelly Woods, Clarecastle, Co. Clare, Ennis, Co. Clare",3000, Co. Clare,5 ,600.00
1,"Millers Court, Old Quarter, Ballincollig, Co. Cork",1800, Co. Cork,3 ,600.00
2,"Willowmeade, Model Farm Road, Co. Cork",2150, Co. Cork,4 ,537.50
3,"Emmet Street, Mallow, Co. Cork",850, Co. Cork,3,283.33
4,"Worlds End, Kinsale, Co. Cork",1800, Co. Cork,3 ,600.00
5,"Kealties, Durrus, Co. Cork",900, Co. Cork,3,300.00
6,"Dromclogh East, Mealagh Valley, Bantry., Bantry, Co. Cork",800, Co. Cork,4 ,200.00
7,"Maple Woods, Ballinacurra, Midleton, Co. Cork",1150, Co. Cork,3 ,383.33
8,"Tir Cluain, Mill Road, Midleton, Cork, Midleton, Co. Cork",1200, Co. Cork,3 ,400.00
9,"Elm Grove, Gort An Oir, Castlemartyr, Co. Cork",1050, Co. Cork,3 ,350.00
10,"'Elgo Cottage', Middle Road, Crosshaven, Co. Cork",675, Co. Cork,1 ,675.00
11,"The Avenue, Priory Court, Watergrasshill, Co. Cork",1500, Co. Cork,4 ,375.00
12,"129, An Caislean Way, Ballincollig, Co. Cork",1200, Co. Cork,2,600.00
13,"Mount St Josephs View, Off College Road, Cork City, Co. Cork",1400, Co. Cork,3,466.67
14,"Cooleregan, Mitchelstown, Co. Cork",500, Co. Cork,1,500.00
15,"Lower Cork Street, Mitchelstown, Co. Cork",775, Co. Cork,1,775.00
16,"Cregg Court, Connolly Street, Fermoy, Co. Cork",925, Co. Cork,2 ,462.50
17,"Forest Glen, Fermoy, Co. Cork",1300, Co. Cork,3 ,433.33
18,"Mallow town, Mallow, Co. Cork",1050, Co. Cork,3,350.00
19,"Firgrove Drive, Bishopstown, Co. Cork",1900, Co. Cork,4 ,475.00
20,"Elden, Maryborough Hill, Douglas, Co. Cork",1850, Co. Cork,3 ,616.67
21,"South Douglas Road, Douglas, Co. Cork",1675, Co. Cork,3 ,558.33
22,"Glasheen Road, Glasheen, Co. Cork",1300, Co. Cork,2,650.00
23,"Father Dominic Place, near The Lough, The Lough, Co. Cork",916, Co. Cork,3,305.33
24,"Rhodaville Estate, Off Main Douglas Road, Douglas, Co. Cork",1840, Co. Cork,3 ,613.33
25,"Lake Lawn, Douglas, Co. Cork",1600, Co. Cork,3,533.33
26,"Church Road, Blackrock, Co. Cork",1200, Co. Cork,1,1200.00
27,"Rowan Hill, Mount Oval Village, Clarkes Hill, Rochestown, Co. Cork",1187, Co. Cork,2 ,593.50
28,"Woodstock Hall, Carrigtwohill, Co. Cork",3200, Co. Cork,6 ,533.33
29,"Wilton Gardens, Wilton Road, Bishopstown, Co. Cork",1600, Co. Cork,3 ,533.33
30,"Dun Ard, Lotamore, Mayfield, Co. Cork",1200, Co. Cork,3,400.00
31,"Dun Ard, Lotamore, Cork City, Co. Cork",1200, Co. Cork,3,400.00
32,"1 St Josephs square, Fermoy, Co. Cork",1000, Co. Cork,3,333.33
33,"Lisheen Fields, Ballincollig, Co. Cork",1750, Co. Cork,5 ,350.00
34,"Ballady House, Ballady, Belgooly, Co. Cork",2750, Co. Cork,5 ,550.00
35,"The Courtyard Lodge, Longueville House, Ballycloug, Mallow, Co. Cork",3300, Co. Cork,5 ,660.00
36,"Beara, Ballincollie Road, Ballyvolane, Co. Cork",1500, Co. Cork,4 ,375.00
37,"Riverhouse, Tisaxon Beg, Kinsale, Co. Cork",2000, Co. Cork,4,500.00
38,"The Orchard, Monkstown, Co. Cork",1165, Co. Cork,2,582.50
39,"Carrigrohane, Carrigrohane, Co. Cork",2500, Co. Cork,5 ,500.00
40,"The Avenue, Rockfield, Church Road, Blackrock, Co. Cork",2050, Co. Cork,4 ,512.50
41,"Sherwood Blackrock Road, Blackrock, Co. Cork",4000, Co. Cork,4 ,1000.00
42,"Ardfield Road, Frankfield, Co. Cork",1400, Co. Cork,3 ,466.67
43,"Millbrook lawn, Mill Road, Midleton, Co. Cork",1200, Co. Cork,3 ,400.00
44,"37 Ryecroft, Maryborough Woods, Douglas, Co. Cork",1580, Co. Cork,3 ,526.67
45,"Killowen, Enniskeane, Bandon, Co. Cork",950, Co. Cork,3,316.67
46,"Johnny Desmond's Cottage, Cooldaniel, Toames, Macroom, Co. Cork",950, Co. Cork,3 ,316.67
47,"Kent Road, Cork City, Co. Cork",1350, Co. Cork,3 ,450.00
48,"Margarita Villas, off Dean Street, Cork City, Co. Cork",1030, Co. Cork,2,515.00
49,"Seanacloc, Tower, Co. Cork",1500, Co. Cork,3 ,500.00
50,"Arlinstown, Ballinhassig, Co. Cork",1800, Co. Cork,5 ,360.00
51,"Walshestown, Churchtown, Mallow, Churchtown, Co. Cork",1000, Co. Cork,3 ,333.33
52,"Belfield Abbey, Boreenmanna Road, Ballintemple, Co. Cork",1540, Co. Cork,3 ,513.33
53,"Ivanhoe, Youghal, Co. Cork",1200, Co. Cork,4 ,300.00
54,"Valley View, Kerry Pike, Co. Cork",1800, Co. Cork,3 ,600.00
55,"The Orchards, Chapel Street, Bandon, Co. Cork",1000, Co. Cork,4 ,250.00
56,"., Adrigole, Co. Cork",700, Co. Cork,6 ,116.67
57,"Derrynagasha, Dunderrow, Kinsale, Co. Cork",1800, Co. Cork,3 ,600.00
58,"Cherrywood, Ballylangley, Bandon, Co. Cork",1250, Co. Cork,4 ,312.50
59,"Dromidclough Derrigra, Ballineen, Co. Cork",400, Co. Cork,1 ,400.00
60,"Gurteen House, Gurteen, Bandon, Co. Cork",1500, Co. Cork,5 ,300.00
61,"Meadowhead, Currabinny, Carrigaline, Co. Cork",2000, Co. Cork,4 ,500.00
62,"Look out Main Street, Castletownshend, Co. Cork",800, Co. Cork,3 ,266.67
63,"Glentaff, Union Hall, Co. Cork",600, Co. Cork,3,200.00
64,"Rosscarrig Rathmore, Baltimore, Co. Cork",1300, Co. Cork,4 ,325.00
65,"Minanes, Drinagh, Co. Cork",1300, Co. Cork,5 ,260.00
66,"Main Street, Drimoleague, Co. Cork",850, Co. Cork,4 ,212.50
67,"Reenmurraga, Church Cross, Skibbereen, Co. Cork",800, Co. Cork,3,266.67
68,"Rockmount, Drimoleague, Co. Cork",800, Co. Cork,4 ,200.00
69,"9 Woodhaven, Bishopstown, Co. Cork",1625, Co. Cork,3 ,541.67
70,"Graball Bay, Crosshaven, Co. Cork",1000, Co. Cork,2,500.00
71,"Front Strand, Youghal, Co. Cork",4000, Co. Cork,4 ,1000.00
72,"Ballingeary, Macroom, Co. Cork",1200, Co. Cork,3 ,400.00
73,"No. 9 Millbrook Lawn, Bantry, Co. Cork",900, Co. Cork,3 ,300.00
74,"3 Castle Desmond, Higher O'Conell Street, Kinsale, Co. Cork",1000, Co. Cork,2,500.00
75,"Winters Hill, Sunday's Well, Co. Cork",1000, Co. Cork,1,1000.00
76,"4 Caislean an Easaig, Castletownroche, Co. Cork",850, Co. Cork,3 ,283.33
77,"Orchard Heights, Charleville, Co. Cork",900, Co. Cork,4 ,225.00
78,"Georges Street, Churchtown, Co. Cork",550, Co. Cork,2,275.00
79,"The Terrace, Freemount, Co. Cork",650, Co. Cork,3,216.67
80,"Ardnageehy Ballyhea, Charleville, Co. Cork",600, Co. Cork,2,300.00
81,"Glengarriff, Newtownshandrum, Charleville, Co. Cork",750, Co. Cork,4 ,187.50
82,"The Grove, Coolroe Meadows, Ballincollig, Co. Cork",2200, Co. Cork,4 ,550.00
83,"The Grove, Coolroe Meadows, Ballincollig, Co. Cork",1074, Co. Cork,4 ,268.50
84,"rushbrooke links cobh, Cobh, Co. Cork",1050, Co. Cork,3,350.00
85,"The Orchard, Woodville, Dunkettle, Glanmire, Glanmire, Co. Cork",1600, Co. Cork,3 ,533.33
86,"Mary Street Dunmanway West Cork, Dunmanway, Co. Cork",900, Co. Cork,2 ,450.00
87,"Coolmaine Mews, Kinsale Manor, Kinsale, Co. Cork",1800, Co. Cork,3 ,600.00
88,"Donscourt, Cork City, Co. Cork",1075, Co. Cork,3,358.33
89,"6 Kiltha Park, Castlemartyr, Co. Cork",1200, Co. Cork,3,400.00
90,"Castle Court, Church Road, Carrigaline, Co. Cork",990, Co. Cork,1,990.00
91,"Blarney Village, Blarney, Co. Cork",2400, Co. Cork,4 ,600.00
92,"Elphin, Glasheen Road, Glasheen, Co. Cork",1450, Co. Cork,3,483.33
93,"51 Clonlea, Mount Oval Village, Rochestown, Co. Cork",1400, Co. Cork,2,700.00
94,"Main Street, Carrigtwohill, Co. Cork",2200, Co. Cork,4 ,550.00
95,"Cooneys Lane, Grange, Douglas, Co. Cork",1700, Co. Cork,3 ,566.67
96,"Curragh Woods, Frankfield, Co. Cork",1600, Co. Cork,3 ,533.33
97,"Jimmys Cross, Waterfall, Co. Cork",1800, Co. Cork,5 ,360.00
98,"The Maples, Glanmire, Co. Cork",1500, Co. Cork,3 ,500.00
99,"Curragh Woods, Cork City, Co. Cork",1600, Co. Cork,3 ,533.33
100,"Main St, Watergrasshill, Co. Cork",1500, Co. Cork,3 ,500.00
101,"Model Village, Tower, Co. Cork",1800, Co. Cork,5 ,360.00
102,"Lee Road, Cork City, Co. Cork",1250, Co. Cork,3 ,416.67
103,"29 Pairc na Habhann, Cloyne, Co. Cork",1000, Co. Cork,6 ,166.67
104,"Knockatoor, Carrigaline, Co. Cork",1100, Co. Cork,4 ,275.00
105,"35 Courtyard Lodges, Fota, Co. Cork",1500, Co. Cork,2 ,750.00
106,"Watercourse Rd., Blackpool, Co. Cork",1700, Co. Cork,2 ,850.00
107,"Chapel Hill, Fermoy, Co. Cork",850, Co. Cork,2,425.00
108,"50 The Sycamores, Classes Lake, Ovens, Co. Cork",1300, Co. Cork,3 ,433.33
109,"Ardfield Green, Grange, Co. Cork",1417, Co. Cork,3 ,472.33
110,"Dominic Street, Off Shandon, Cork City, Co. Cork",1475, Co. Cork,2,737.50
111,"4 Cherry Gardens, Montenotte, Co. Cork",1150, Co. Cork,2,575.00
112,"Butlerstown, Courtmacsherry, Co. Cork",850, Co. Cork,4 ,212.50
113,"Carhoogarriffe, Reenascreena, Rosscarbery, Co. Cork",900, Co. Cork,3 ,300.00
114,"The Orchard,Clogheen, Clonakilty, Co. Cork",1200, Co. Cork,4 ,300.00
115,"107 Commons road, Blackpool, Co. Cork",1200, Co. Cork,3,400.00
116,"Wheatridge, Maryborough Woods, Douglas, Co. Cork",1600, Co. Cork,4 ,400.00
117,"Carrigulla, ballinagree, Ballinagree, Co. Cork",1000, Co. Cork,3 ,333.33
118,"Coomhola Bridge, Bantry, Co. Cork",1100, Co. Cork,5 ,220.00
119,"Coolatooder, Ballinhassig, Co. Cork",1100, Co. Cork,2,550.00
120,"4 Chapel Hill, Ballydesmond, Co. Cork",900, Co. Cork,4 ,225.00
121,"21 marina view, Passage West, Co. Cork",1350, Co. Cork,2,675.00
122,"Teernaspideoga, Inchigeelagh, Co. Cork",400, Co. Cork,2,200.00
123,"Carrigdarrery, Lissarda, Co. Cork",1100, Co. Cork,2 ,550.00
124,"Keelovenogue Drinagh, Drinagh, Co. Cork",900, Co. Cork,4,225.00
125,"Dan Desmond Villas, Glenbrook, Passage West, Co. Cork",1100, Co. Cork,3,366.67
126,"No 7 Sprucegrove, Courtmacsherry, Co. Cork",1200, Co. Cork,4 ,300.00
127,"Station Road, Carrigtohill, Carrigtwohill, Co. Cork",980, Co. Cork,2,490.00
128,"Carrightwolill, Carrigtwohill, Co. Cork",1075, Co. Cork,2,537.50
129,"Snave Ballylickey Bantry, Bantry, Co. Cork",750, Co. Cork,3,250.00
130,"marian, Rossa Avenue, Bishopstown, Co. Cork",1800, Co. Cork,4 ,450.00
131,"8 Castle Street, Macroom, Co. Cork",450.00, Co. Cork,0,450.00
132,"Gurteenakilla, Ballydehob, Co. Cork",850, Co. Cork,3 ,283.33
133,"Cooscroneen, Union Hall, Co. Cork",950, Co. Cork,3 ,316.67
134,"Cliona Lodge, Toe Head, Castletownshend, Co. Cork",1250, Co. Cork,4 ,312.50
135,"Coolbawn, Caheragh, Drimoleague, Co. Cork",850, Co. Cork,3 ,283.33
136,"6 Glandore Mews, Glandore, Co. Cork",850, Co. Cork,3 ,283.33
137,"Drishanemore (available Sept - May), Skibbereen, Co. Cork",900, Co. Cork,4 ,225.00
138,"1 Clerk Lane, Skibbereen, Co. Cork",500, Co. Cork,1,500.00
139,"6 Chapel Lane, Skibbereen, Co. Cork",650, Co. Cork,3,216.67
140,"Clonleigh, Newtownshandrum, Charleville, Co. Cork",800, Co. Cork,3 ,266.67
141,"21 Meadowside, Dromina, Co. Cork",800, Co. Cork,4 ,200.00
142,"21 Meadowside, Dromina, Charleville, Co. Cork",800, Co. Cork,4 ,200.00
143,"Ballygrace, Churchtown, Co. Cork",600, Co. Cork,1,600.00
144,"No. 4 Orchard View, Hillview, Banteer, Co. Cork",900, Co. Cork,3,300.00
145,"Cappagh, Kinsale, Co. Cork",1200, Co. Cork,1,1200.00
146,"Cois An Uisce, Forthill, Summercove, Kinsale, Co. Cork",3000, Co. Cork,4 ,750.00
147,"8 Ringcurren Grove, Ardbrack, Kinsale, Co. Cork",1500, Co. Cork,3 ,500.00
148,"Hazeldene, Hazelwood, Mallow, Co. Cork",825, Co. Cork,2,412.50
149,"Ballyclough Village, Mallow, Co. Cork",900, Co. Cork,2,450.00
150,"Main Street, Ballyclough, Mallow, Co. Cork",900, Co. Cork,3,300.00
151,"Rochestown Road, Douglas, Co. Cork",2500, Co. Cork,6 ,416.67
152,"Greenmount, Cork City, Co. Cork",1500, Co. Cork,3,500.00
153,"Ballinguilly, Ballincollig, Co. Cork",1800, Co. Cork,4 ,450.00
154,"Brookyn House, 2 Glensprings, Lower Kileens, Black, Killeens, Co. Cork",550, Co. Cork,3 ,183.33
155,"Carleton Village Golflinks Road, Youghal. Co.Cork, Youghal, Co. Cork",1000, Co. Cork,3 ,333.33
156,"103 Old Court, Greenfields, Ballincollig, Co. Cork",1850, Co. Cork,4 ,462.50
157,"Knockaverry, Youghal, Co. Cork",1400, Co. Cork,3 ,466.67
158,"5 The Arches, Bandon, Co. Cork",900, Co. Cork,2 ,450.00
159,"Knockaneroe 1, Kanturk, Co. Cork",800, Co. Cork,3,266.67
160,"Kanturk, Mallow, Co. Cork",1200, Co. Cork,4 ,300.00
161,"Gortroe, Glengarriff, Co. Cork",1000, Co. Cork,5 ,200.00
162,"Newtownshandrum, Charleville, Co. Cork",850, Co. Cork,4 ,212.50
163,"Ballymurphy Upper, Conna, Fermoy, Conna, Co. Cork",1300, Co. Cork,4 ,325.00
164,"St Mary's terrace, Midleton, Co. Cork",1100, Co. Cork,3 ,366.67
165,"Slieveragh, Ballyvourney, Ballyvourney, Co. Cork",950, Co. Cork,4 ,237.50
166,"Glandore Avenue, Blackrock, Co. Cork",1500, Co. Cork,2,750.00
167,"Rochelle, Old Blackrock Road, Cork City, Co. Cork",1532, Co. Cork,3 ,510.67
168,"Ardfield Lawn, Ardfield, Frankfield, Co. Cork",1426, Co. Cork,3 ,475.33
169,"25 Marwood Avenue, Glanmire, Co. Cork",1408, Co. Cork,3 ,469.33
170,"2 James Connolly Place, Donnybrook, Co. Cork",1150, Co. Cork,1,1150.00
171,"Ahakista, Durrus, Co. Cork",900, Co. Cork,3 ,300.00
172,"'Ardmore', Lower Aghada, Midleton, Co. Cork",1000, Co. Cork,3,333.33
173,"Coolieragh, Glengarriff, Co. Cork",695, Co. Cork,2,347.50
174,"1 Bridgetown Drive, Castlemartyr, Castlemartyr, Co. Cork",1200, Co. Cork,3 ,400.00
175,"21 Manor Court, Mallow, Co. Cork",950, Co. Cork,3,316.67
176,"Na FuinSeoga, Springlane, Ballyvolane Rd, Ballyvolane, Co. Cork",480, Co. Cork,5 ,96.00
177,"Carrigboy, Durrus, Co. Cork",600, Co. Cork,3 ,200.00
178,"Rockstreet, Cloyne, Co. Cork",480, Co. Cork,8 ,60.00
179,"4 Admirals Walk, Kinsale, Co. Cork",1500, Co. Cork,3 ,500.00
180,"THE SCHOOLMASTER'S RESIDENCE LISPATRICK LOWER OLD, Garrettstown, Co. Cork",900, Co. Cork,3 ,300.00
181,"main street rossmore, Clonakilty, Co. Cork",800, Co. Cork,5 ,160.00
182,"Heatherfield, Waterfall, Co. Cork",2400, Co. Cork,5 ,480.00
183,"Balady House, Belgooly, Kinsale, Co. Cork",2750, Co. Cork,5 ,550.00
184,"Highfield Avenue, Cork City, Co. Cork",600, Co. Cork,6 ,100.00
185,"Railway Cottage, Gaggin, Bandon, Co. Cork",2000, Co. Cork,5 ,400.00
186,"2 Bowling Green, St John's Hill, Kinsale, Co. Cork",3000, Co. Cork,5 ,600.00
187,"The Anchorage, Summercove, Kinsale, Co. Cork",3000, Co. Cork,3 ,1000.00
188,"Derrylahan, Dunmanway, Co. Cork",700, Co. Cork,3 ,233.33
189,"5 The Forge, Breenybeg, Kealkill, Co. Cork",750, Co. Cork,3,250.00
190,"Coolavokig, Macroom, Co. Cork",800, Co. Cork,3,266.67
191,"The Sycamores, Model Farm Road, Co. Cork",2150, Co. Cork,5 ,430.00
192,"Cahermellaboe, Allihies, Beara, Co. Cork",500, Co. Cork,3 ,166.67
1,"73 Rowan Park, Lismonaghan, Letterkenny, Co. Donegal",850, Co. Donegal,4 ,212.50
2,"65 The Green, Ballymacool, Letterkenny, Co. Donegal",700, Co. Donegal,3 ,233.33
3,"56 Glentain Manor, Letterkenny, Co. Donegal",750, Co. Donegal,3 ,250.00
4,"81 Cara Bay, Culdaff, Co. Donegal",560, Co. Donegal,2 ,280.00
5,"30 Clearwaters, Rathmullan, Co. Donegal",600, Co. Donegal,3 ,200.00
6,"89 The Green, Thornberry, Letterkenny, Co. Donegal",850, Co. Donegal,3 ,283.33
7,"Fort Royal House, Rathmullan, Co. Donegal",1400, Co. Donegal,4 ,350.00
8,"Porthall, Lifford, Co. Donegal",550, Co. Donegal,2,275.00
9,"14 St Johns Park, Gransha Road, Buncrana, Co. Donegal",750, Co. Donegal,4 ,187.50
10,"42 Millbrea, Meadows, Ballyloskey, Carndonagh, Co. Donegal",600, Co. Donegal,3 ,200.00
11,"39 Glenoughty Close, Glencar, Letterkenny, Co. Donegal",750, Co. Donegal,3,250.00
12,"1 Killylastin Heights, Letterkenny, Co. Donegal",700, Co. Donegal,3 ,233.33
13,"21 Brookfield Heights, Letterkenny, Co. Donegal",800, Co. Donegal,3,266.67
14,"39 Cill Greine, Lismonaghan, Letterkenny, Co. Donegal",900, Co. Donegal,4 ,225.00
15,"Drumacanoo, Churchill, Letterkenny, Co. Donegal",600, Co. Donegal,3,200.00
16,"9 The Grange, Letterkenny, Co. Donegal",950, Co. Donegal,4 ,237.50
17,"19 Orchard Grove, Ramelton Rd, Letterkenny, Co. Donegal",900, Co. Donegal,5 ,180.00
18,"Carnamuggagh, Mountain Top, Letterkenny, Co. Donegal",700, Co. Donegal,4 ,175.00
19,"57 Glentain Manor, Carnumuggagh, Letterkenny, Co. Donegal",700, Co. Donegal,3 ,233.33
20,"32 Greenfields, Convoy, Co. Donegal",650, Co. Donegal,4 ,162.50
21,"Thornberry, Letterkenny, Co. Donegal",800, Co. Donegal,4 ,200.00
22,"28 Lennon View, Kilmacrenan, Co. Donegal",650, Co. Donegal,3 ,216.67
23,"Golf Course Road, Loughnagin, Letterkenny, Co. Donegal",800, Co. Donegal,3,266.67
24,"8 Cill Greine, Letterkenny, Co. Donegal",725, Co. Donegal,3 ,241.67
25,"Whitethorn Close, Letterkenny, Co. Donegal",900, Co. Donegal,4 ,225.00
26,"The Gate Lodge, Glenalla, Rathmullan, Co. Donegal",600, Co. Donegal,2 ,300.00
27,"64 Ashlawn, Letterkenny, Co. Donegal",650, Co. Donegal,3,216.67
28,"Lough Eske, Donegal Town, Co. Donegal",550, Co. Donegal,3,183.33
29,"Ards, Creeslough, Co. Donegal",475, Co. Donegal,3,158.33
30,"Magheraroarty, Gortahork, Co. Donegal",500, Co. Donegal,3,166.67
31,"Drumatinney, Falcarragh, Co. Donegal",550, Co. Donegal,6 ,91.67
32,"No 7 Laganore, Port Na Blagh, Dunfanaghy, Co. Donegal",550, Co. Donegal,3 ,183.33
33,"10 Woodlands, Ballyshannon, Co. Donegal",500, Co. Donegal,2,250.00
34,"St Raphaels, Ards, Creeslough, Co. Donegal",500, Co. Donegal,3,166.67
35,"Coolvoy, Doochary, Co. Donegal",500, Co. Donegal,3,166.67
36,"Cornagill, Golf Course Road, Letterkenny, Co. Donegal",1350, Co. Donegal,5 ,270.00
37,"Toberkeen, Dungloe, Co. Donegal",650, Co. Donegal,4 ,162.50
38,"Loughanure, Loughanure, Co. Donegal",640, Co. Donegal,4 ,160.00
39,"43 Forest Park, Killygordon, Co. Donegal",435, Co. Donegal,2 ,217.50
