House,Price,County,Room
"14. 4 Admirals Walk, Kinsale, Co. Cork",1500, Co. Cork,3 
"15. 5 Rosewood Avenue, Ballylangley, Bandon, Co. Cork",1400, Co. Cork,4 
"16. Balady House, Belgooly, Kinsale, Co. Cork",2750, Co. Cork,5 
"17. Limerick Rd, Kildorrery near, Fermoy, Co. Cork",975, Co. Cork,3 
"18. Cooleregan, Mitchelstown, Co. Cork",500, Co. Cork,
"19. Limerick Rd, Kildorrery near, Mitchelstown, Co. Cork",975, Co. Cork,3 
"20. Strawhall, Fermoy, Co. Cork",925, Co. Cork,3 
"21. Calton Village Youghal, Youghal, Co. Cork",750, Co. Cork,2 
"22. Johnny Desmond's Cottage, Cooldaniel, Toames, Macroom, Co. Cork",950, Co. Cork,3 
"23. The Maples, Castlejane, Glanmire, Co. Cork",1380, Co. Cork,3 
"24. Lee Valley, Lee Valley golf club, Ovens, Co. Cork",1200, Co. Cork,3
"25. Goggins Hill, Ballinhassig, Co. Cork",950, Co. Cork,2 
"26. 5 Riverview Ard Sionnach, Shanakiel, Co. Cork",900, Co. Cork,2 
"27. Tiffany Downs, Bishopstown, Bishopstown, Co. Cork",1350, Co. Cork,3 
"28. Glanagual, Kildinan, Co. Cork",1500, Co. Cork,4 
"29. Rochelle, Old Blackrock Road, Cork City, Co. Cork",1532, Co. Cork,3 
"30. Coolmaine Mews, Kinsale Manor, Kinsale, Co. Cork",1800, Co. Cork,3 
"31. Brookfield Villas, College Road, Cork City, Co. Cork",3000, Co. Cork,5 
"32. Welwyn Road, Maryborough Woods, Douglas, Co. Cork",1383, Co. Cork,3 
"33. Lake Lawn, Douglas, Co. Cork",1600, Co. Cork,3
"34. Dewberry, Mount Oval Village, Rochestown, Co. Cork",1648, Co. Cork,4 
"35. Woodstock Hall, Carrigtwohill, Co. Cork",3200, Co. Cork,6 
"36. Rhodaville Estate, Off Main Douglas Road, Douglas, Co. Cork",1840, Co. Cork,3 
"37. Firgrove Drive, Bishopstown, Co. Cork",1900, Co. Cork,4 
"38. Church Road, Blackrock, Co. Cork",1200, Co. Cork,
"39. Dun Ard, Lotamore, Cork City, Co. Cork",1200, Co. Cork,3
"40. Dun Ard, Lotamore, Mayfield, Co. Cork",1200, Co. Cork,3
"41. Beaupre, Rochestown Road, Rochestown, Co. Cork",1600, Co. Cork,4 
"42. South Douglas Road, Douglas, Co. Cork",1675, Co. Cork,3 
"43. Sunday's Well Road, Sunday's Well, Co. Cork",1800, Co. Cork,4 
"44. The Grove, Coolroe Meadows, Ballincollig, Co. Cork",2200, Co. Cork,4 
"45. The Terrace, Freemount, Co. Cork",650, Co. Cork,3
"46. Ardnageehy Ballyhea, Charleville, Co. Cork",600, Co. Cork,2
"47. Cromogue, Milford, Co. Cork",650, Co. Cork,3 
"48. 20 Allow Hill, Freemount, Charleville, Co. Cork",700, Co. Cork,3 
"49. Georges Street, Churchtown, Co. Cork",550, Co. Cork,2
"50. Glengarriff, Newtownshandrum, Charleville, Co. Cork",750, Co. Cork,4 
"51. Inchigaggin Lane, Model Farm Road, Co. Cork",2400, Co. Cork,3 
"52. Cork City, Cork City, Co. Cork",2400, Co. Cork,3 
"53. Dun Eoin, Carrigaline, Co. Cork",1230, Co. Cork,3 
"54. Oakbrook, Carrigtwohill, Co. Cork",1400, Co. Cork,3 
"55. Curragh Woods, Frankfield, Co. Cork",1600, Co. Cork,3 
"56. Eagle valley, Cork City, Co. Cork",1515, Co. Cork,4 
"57. Curragh Woods, Cork City, Co. Cork",1600, Co. Cork,3 
"58. Friars walk, Cork City, Co. Cork",1900, Co. Cork,5 
"59. Main St, Watergrasshill, Co. Cork",1500, Co. Cork,3 
"60. Maple Woods, Ballinacurra, Midleton, Co. Cork",1395, Co. Cork,3 
"61. Greenlodge, Maryborough Woods, Douglas, Co. Cork",1350, Co. Cork,2 
"62. 10 Kinvara Drive, Ballyvolane, Co. Cork",1600, Co. Cork,4 
"63. Brookyn House, 2 Glensprings, Lower Kileens, Black, Killeens, Co. Cork",550, Co. Cork,3 
"64. ., Adrigole, Co. Cork",700, Co. Cork,6 
"65. Derrynagasha, Dunderrow, Kinsale, Co. Cork",1800, Co. Cork,3 
"66. Dromidclough Derrigra, Ballineen, Co. Cork",400, Co. Cork,1
"67. Gurteen House, Gurteen, Bandon, Co. Cork",1500, Co. Cork,5 
"68. Sheraton Court, Hartlands Avenue, Cork City, Co. Cork",1287, Co. Cork,2
"69. Railway Cottage, Gaggin, Bandon, Co. Cork",2000, Co. Cork,5 
"70. Harolds Court , Enniskeane, Enniskeane, Co. Cork",1000, Co. Cork,4 
"71. The Crescent, Greenvalley, Donnybrook, Douglas, Co. Cork",1500, Co. Cork,3 
"72. Old mill farm, Midleton, Co. Cork",800, Co. Cork,
"73. 72 Seanabothair, Killeens, Co. Cork",1500, Co. Cork,4 
"74. Ring, Ballymacoda, Co. Cork",900, Co. Cork,4 
"75. 26 Shoulders Lane, Mallow, Co. Cork",1150, Co. Cork,3 
"76. 50 Springmount, Kinsale, Co. Cork",1400, Co. Cork,3 
"77. 2 Bowling Green, St John\'s Hill, Kinsale, Co. Cork",3000, Co. Cork,5 
"78. The Anchorage, Summercove, Kinsale, Co. Cork",3000, Co. Cork,3 
"79. Model Village, Tower, Co. Cork",1800, Co. Cork,5 
"80. 35 Courtyard Lodges, Fota, Co. Cork",1500, Co. Cork,2 
"81. 12 The Courtyard, Jacobs Island, Blackrock, Co. Cork",1450, Co. Cork,2 
"82. 51 Clonlea, Mount Oval Village, Rochestown, Co. Cork",1400, Co. Cork,2
"83. 14 Post Office Avenue, Blackrock, Co. Cork",1350, Co. Cork,2
"84. Heatherfield, Waterfall, Co. Cork",2400, Co. Cork,5 
"85. Pearse Terrace, Mallow, Co. Cork",1050, Co. Cork,3 
"86. Main Street, Ballyclough, Mallow, Co. Cork",900, Co. Cork,3
"87. Butlerstown, Courtmacsherry, Co. Cork",900, Co. Cork,4 
"88. Derrylahan, Dunmanway, Co. Cork",700, Co. Cork,3 
"89. 27 Longshore Drive, Jacob Island, Blackrock, Co. Cork",1633, Co. Cork,4 
"90. 9 Cedargrove, Mallow, Co. Cork",1150, Co. Cork,3
"91. 9 Woodhaven, Bishopstown, Co. Cork",1625, Co. Cork,3 
"92. Ashmere. Browningstown Park East, Douglas, Co. Cork",1500, Co. Cork,3 
"93. 74 Milestream, Shanakiel, Co. Cork",1500, Co. Cork,3 
"94. 64 Yewlands, Douglas, Co. Cork",1625, Co. Cork,3 
"95. Clermont Terrace, South Douglas Road, Douglas, Co. Cork",1350, Co. Cork,2
"96. Carrightwolill, Carrigtwohill, Co. Cork",1075, Co. Cork,2
"97. Donnybrook, Douglas, Co. Cork",430, Co. Cork,1
"98. New Twopothouse, Mallow, Co. Cork",900, Co. Cork,3 
"99. 24 Wilmount Park, Cobh, Co. Cork",1200, Co. Cork,3
"100. 47 Forest Ridge, Doughcloyne, Co. Cork",1700, Co. Cork,3 
"101. Walshestown, Churchtown, Mallow, Churchtown, Co. Cork",1000, Co. Cork,3 
"102. 5 The Forge, Breenybeg, Kealkill, Co. Cork",750, Co. Cork,3
"103. Ballygrace, Churchtown, Co. Cork",600, Co. Cork,
"104. No. 4 Orchard View, Hillview, Banteer, Co. Cork",900, Co. Cork,3
"105. 21 Meadowside, Dromina, Co. Cork",800, Co. Cork,4 
"106. 21 Meadowside, Dromina, Charleville, Co. Cork",800, Co. Cork,4 
"107. 18 Radharc Na Sleibhte, Churchtown, Co. Cork",850, Co. Cork,4 
"108. Clonleigh, Newtownshandrum, Charleville, Co. Cork",800, Co. Cork,3 
"109. Sidney Park, Cork City, Co. Cork",1200, Co. Cork,
"110. Rockmount, Drimoleague, Co. Cork",800, Co. Cork,4 
"111. Look out Main Street, Castletownshend, Co. Cork",800, Co. Cork,3 
"112. The Paddock Drinagh Village, Drinagh, Co. Cork",450, Co. Cork,
"113. Reenmurraga, Church Cross, Skibbereen, Co. Cork",800, Co. Cork,3
"114. Glentaff, Union Hall, Co. Cork",600, Co. Cork,3
"115. Minanes, Drinagh, Co. Cork",1300, Co. Cork,5 
"116. Rosscarrig Rathmore, Baltimore, Co. Cork",1300, Co. Cork,4 
"117. Millview Terrace, Skibbereen, Co. Cork",850, Co. Cork,3 
"118. Main Street, Drimoleague, Co. Cork",850, Co. Cork,4 
"119. Cloon Cottage, Carrigdownane, Fermoy, Co. Cork",1095, Co. Cork,4 
"120. Dunbar Street, Cork City, Co. Cork",1500, Co. Cork,2 
"121. Caislean Close, Ballincollig, Co. Cork",1300, Co. Cork,2 
"122. St Mary's terrace, Midleton, Co. Cork",1100, Co. Cork,3 
"123. Main Street, Carrigtwohill, Co. Cork",2200, Co. Cork,4 
"124. College View, Ballyvourney, Macroom, Co. Cork",750, Co. Cork,2
"125. Curraclough, Lissarda, Co. Cork",900, Co. Cork,4
"126. Riverhouse, Tisaxon Beg, Kinsale, Co. Cork",2200, Co. Cork,4
"127. Carrigrohane, Carrigrohane, Co. Cork",2500, Co. Cork,5 
"128. Lisheen Fields, Ballincollig, Co. Cork",1750, Co. Cork,5 
"129. The Courtyard Lodge, Longueville House, Ballycloug, Mallow, Co. Cork",3300, Co. Cork,5 
"130. Ballady House, Ballady, Belgooly, Co. Cork",2750, Co. Cork,5 
"131. Sweet Briar, 8 Bishopscourt Green, Bishopstown, Co. Cork",1850, Co. Cork,4 
"132. Sherwood Blackrock Road, Blackrock, Co. Cork",4000, Co. Cork,4 
"133. Bishopscourt Drive, Bishopstown, Co. Cork",2100, Co. Cork,4 
"134. Beara, Ballincollie Road, Ballyvolane, Co. Cork",1500, Co. Cork,4 
"135. Belfield Abbey, Boreenmanna Road, Ballintemple, Co. Cork",1650, Co. Cork,2 
"136. Inchafune, Dunmanway, Co. Cork",1300, Co. Cork,5 
"137. Carrigboy, Durrus, Co. Cork",700, Co. Cork,3 
"138. West of Ballinspittle, Ballinspittle, Co. Cork",2000, Co. Cork,4 
"139. 24 Curra Woods, Riverstick, Co. Cork",1800, Co. Cork,4 
"140. Elm Grove, Gort An Oir, Castlemartyr, Co. Cork",1050, Co. Cork,3 
"141. \'Elgo Cottage\', Middle Road, Crosshaven, Co. Cork",675, Co. Cork,1
"142. Coomhola Bridge, Bantry, Co. Cork",1100, Co. Cork,5 
"143. 103 Old Court, Greenfields, Ballincollig, Co. Cork",1850, Co. Cork,4 
"144. 16 The Orchard, Skibbereen, Co. Cork",875, Co. Cork,3
"145. Coolavokig, Macroom, Co. Cork",800, Co. Cork,3
"146. No. 2 Harbour View Holiday Village, Glengarriff, Co. Cork",700, Co. Cork,4
"147. Mount Nephin, Bishopstown Avenue, Model Farm Road, Co. Cork",2030, Co. Cork,4 
"148. Cloughduv Village, Cloughduv, Co. Cork",1200, Co. Cork,3 
"149. CHAPEL SQUARE, Fermoy, Co. Cork",950, Co. Cork,3 
"150. Snave Ballylickey Bantry, Bantry, Co. Cork",800, Co. Cork,3
"151. Millview, Kanturk, Co. Cork",1100, Co. Cork,4 
"152. 1 Rosewood Lawn, Bandon, Co. Cork",1200, Co. Cork,4 
"153. The Sycamores, Model Farm Road, Co. Cork",2150, Co. Cork,5 
"154. Kanturk, Mallow, Co. Cork",1200, Co. Cork,4 
"155. 6 Glandore Mews, Glandore, Co. Cork",850, Co. Cork,3 
"156. Coolbawn, Caheragh, Drimoleague, Co. Cork",850, Co. Cork,3 
"157. Gortroe, Glengarriff, Co. Cork",1000, Co. Cork,5 
"158. Front Strand, Youghal, Co. Cork",3360, Co. Cork,4 
"159. Poulavone, Ballincollig, Co. Cork",1400, Co. Cork,2 
"160. Janeville, Carrigaline, Co. Cork",1500, Co. Cork,3 
"161. Watercourse Rd., Blackpool, Co. Cork",1650, Co. Cork,2 
"162. 6 Oysterhaven Harbour, Oysterhaven Bay, Kinsale, Co. Cork",1300, Co. Cork,2 
"163. Great William O' Brien Street, Cork City, Co. Cork",1092, Co. Cork,3 
"164. 18A Wellington Road, Cork City, Co. Cork",1100, Co. Cork,
"165. 17 Glengarriff Road, Bantry, Co. Cork",900, Co. Cork,4 
"166. Gurteenakilla, Ballydehob, Co. Cork",850, Co. Cork,3 
"167. Cooscroneen, Union Hall, Co. Cork",950, Co. Cork,3 
"168. Cliona Lodge, Toe Head, Castletownshend, Co. Cork",1250, Co. Cork,4 
"169. Drishanemore (available Sept - May), Skibbereen, Co. Cork",900, Co. Cork,4 
"170. 1 Clerk Lane, Skibbereen, Co. Cork",500, Co. Cork,
"171. 6 Chapel Lane, Skibbereen, Co. Cork",650, Co. Cork,3
"172. kilbrack, Doneraile, Co. Cork",750, Co. Cork,3
"173. Ahakista, Durrus, Co. Cork",900, Co. Cork,3 
"174. \'Ardmore\', Lower Aghada, Midleton, Co. Cork",1000, Co. Cork,3
"175. Inchigeela, Macroom, Co. Cork",900, Co. Cork,3
"176. Rockstreet, Cloyne, Co. Cork",480, Co. Cork,8 
"177. Cois An Uisce, Forthill, Summercove, Kinsale, Co. Cork",3000, Co. Cork,4 
"178. Na FuinSeoga, Springlane, Ballyvolane Rd, Ballyvolane, Co. Cork",480, Co. Cork,5 
"179. 3 Friars Court, Kinsale, Co. Cork",1300, Co. Cork,3 
"180. Mallow town, Mallow, Co. Cork",1050, Co. Cork,3 
"181. main street rossmore, Clonakilty, Co. Cork",800, Co. Cork,5 
"182. 5 The Cresent Codrum, Macroom, Co. Cork",1100, Co. Cork,4 
"183. Cappagh, Kinsale, Co. Cork",1200, Co. Cork,
"184. Lynnville, Off Church Lane, Kinsale, Co. Cork",1000, Co. Cork,
"185. 8 Ringcurren Grove, Ardbrack, Kinsale, Co. Cork",1500, Co. Cork,3 
"186. Knockroe Lower, Kilnamartyra, Macroom, Co. Cork",700, Co. Cork,2
"187. 8 Castle Street, Macroom, Co. Cork",1100, Co. Cork,5
"188. Lackaroe, Buttevant, Co. Cork",850, Co. Cork,2
"189. Knockaverry, Youghal, Co. Cork",1500, Co. Cork,3 
"190. 101 HighStreet, Ballinlough, Co. Cork",1500, Co. Cork,2
"191. Cahermellaboe, Allihies, Beara, Co. Cork",500, Co. Cork,3 
"192. Rossacon, Newmarket, Co. Cork",1700, Co. Cork,4 
"193. connorville tower street, Cork City, Co. Cork",1500, Co. Cork,2
"194. 24 Greenfields, Belfry Heights, Bandon, Co. Cork",1250, Co. Cork,3 
"195. 25 Marwood Avenue, Glanmire, Co. Cork",1408, Co. Cork,3 
"196. Kilmeen, Rossmore, Clonakilty, Co. Cork, Clonakilty, Co. Cork",900, Co. Cork,3
"197. newcestown, Bandon, Newcestown, Co. Cork",1500, Co. Cork,3 
"1. Armada cottages, Bundoran, Co. Donegal",565, Co. Donegal,3 
"2. 66 the grange letterkenny, Letterkenny, Co. Donegal",800, Co. Donegal,4 
"3. 65 The Green, Ballymacool, Letterkenny, Co. Donegal",700, Co. Donegal,3 
"4. 30 Clearwaters, Rathmullan, Co. Donegal",600, Co. Donegal,3 
"5. Fort Royal House, Rathmullan, Co. Donegal",1400, Co. Donegal,4 
"6. Porthall, Lifford, Co. Donegal",550, Co. Donegal,2
"7. 14 St Johns Park, Gransha Road, Buncrana, Co. Donegal",750, Co. Donegal,4 
"8. Altnapaste Mill, Ballybofey, Co. Donegal",1250, Co. Donegal,4 
"9. 25 Brookfield Heights, Letterkenny, Co. Donegal",800, Co. Donegal,3 
"10. 42 Millbrea, Meadows, Ballyloskey, Carndonagh, Co. Donegal",650, Co. Donegal,3 
"11. 21 Churchlands, Manorcunningham, Co. Donegal",650, Co. Donegal,4 
"12. 39 Glenoughty Close, Glencar, Letterkenny, Co. Donegal",750, Co. Donegal,3
"13. 1 Killylastin Heights, Letterkenny, Co. Donegal",700, Co. Donegal,3 
"14. 16 Stonebridge, Bridgend, Co. Donegal",750, Co. Donegal,4 
"15. 23 Ceanann View, Letterkenny, Co. Donegal",750, Co. Donegal,3 
"16. Toberkeen, Dungloe, Co. Donegal",650, Co. Donegal,4 
"17. Ards, Creeslough, Co. Donegal",500, Co. Donegal,3
"18. Magheraroarty, Gortahork, Co. Donegal",500, Co. Donegal,3
"19. Drumatinney, Falcarragh, Co. Donegal",550, Co. Donegal,6 
"20. Balliness, Falcarragh, Co. Donegal",450, Co. Donegal,3
"21. No 7 Laganore, Port Na Blagh, Dunfanaghy, Co. Donegal",550, Co. Donegal,3 
"22. St Raphaels, Ards, Creeslough, Co. Donegal",500, Co. Donegal,3
"23. Barnes, Termon, Co. Donegal",500, Co. Donegal,3 
"24. 42 Harmony Hill, Kiltoy, Letterkenny, Co. Donegal",700, Co. Donegal,3 
"25. 43 Forest Park, Killygordon, Co. Donegal",435, Co. Donegal,2 
"26. No 2 The Mill Cottage, Stranorlar, Co. Donegal",560, Co. Donegal,3 
"27. 36 Cuirt Aishling, Ballybofey, Co. Donegal",650, Co. Donegal,3 
"28. No 24 Cuirt Aishling, Ballybofey, Co. Donegal",694, Co. Donegal,5 
"29. 9 Fairgreen Park, Letterkenny, Co. Donegal",650, Co. Donegal,4 
"30. 15A Glendale Manor, Glencar, Letterkenny, Co. Donegal",600, Co. Donegal,2
"31. 10 Gerard's Way, Malin Road, Carndonagh, Co. Donegal",440, Co. Donegal,3 
"32. 72 The Garden,Ballymacool, Letterkenny, Co. Donegal",650, Co. Donegal,3 
"33. 40 Ashfield, Letterkenny, Co. Donegal",700, Co. Donegal,3 
"34. 49 Cathedral Hill, Raphoe, Co. Donegal",600, Co. Donegal,3 
"35. 14 Gerards Way, Carndonagh, Co. Donegal",440, Co. Donegal,3
"36. Lisnenan Court, Letterkenny, Co. Donegal",900, Co. Donegal,4 
"37. Lough Eske, Donegal Town, Co. Donegal",550, Co. Donegal,3
"38. Whitethorn Close, Letterkenny, Co. Donegal",900, Co. Donegal,4 
"39. 49 Rowan Park, Letterkenny, Co. Donegal",700, Co. Donegal,3 
"40. Carrickfinn, Kincasslagh, Co. Donegal",640, Co. Donegal,3 
"41. Mountain View, Letterkenny, Co. Donegal",800, Co. Donegal,4 
"42. Lisnennan Court, Letterkenny, Co. Donegal",750, Co. Donegal,4 
"43. The Green, Thornberry, Letterkenny, Co. Donegal",750, Co. Donegal,3 
"44. Durgan House, Ramelton, Co. Donegal",1995, Co. Donegal,5 
"45. Rathmullan Cottage, Rathmullan, Co. Donegal",600, Co. Donegal,3 
"46. Hollywell, Killea, Co. Donegal",560, Co. Donegal,2
"47. Orchard Grove, Newtown Cunningham, Co. Donegal",700, Co. Donegal,3 
"48. Hazelbrook Crescent, Letterkenny, Co. Donegal",650, Co. Donegal,3 
"49. Beinn Aoibhinn, Letterkenny, Co. Donegal",900, Co. Donegal,4 
"50. Lanalea House, Oldtown Road, Letterkenny, Co. Donegal",650, Co. Donegal,4 
"51. Ceanann View, Carnamuggagh Upper, Letterkenny, Co. Donegal",650, Co. Donegal,3
"52. Beechwood Park, Letterkenny, Co. Donegal",680, Co. Donegal,3 
"53. Highland Drive, Letterkenny, Co. Donegal",800, Co. Donegal,5 
"54. 11 Gleann Rua, Killylastin, Letterkenny, Co. Donegal",650, Co. Donegal,3 
"55. 113 Thornberry, Letterkenny, Co. Donegal",750, Co. Donegal,4 
"56. 19 Orchard Grove, Ramelton Rd, Letterkenny, Co. Donegal",900, Co. Donegal,5 
"57. Cottage Rahan, Letterkenny, Co. Donegal",480, Co. Donegal,
"58. 32 Greenfields, Convoy, Co. Donegal",650, Co. Donegal,4 
"59. Cherry Avenue, Carndonagh, Co. Donegal",600, Co. Donegal,3
"60. 12 Dungarron, Gortlee, Letterkenny, Co. Donegal",800, Co. Donegal,4 
"61. 42 The Elms, Glencar, Letterkenny, Co. Donegal",850, Co. Donegal,4 
"62. Coolmore, Rossnowlagh, Co. Donegal",430, Co. Donegal,6
"63. Ballinmore, Fintown, Co. Donegal",400, Co. Donegal,4 
"64. Loughanure, Loughanure, Co. Donegal",640, Co. Donegal,4 
"65. 7 Ceannan View, Letterkenny, Co. Donegal",640, Co. Donegal,3 
"66. Lunniagh, Derrybeg, Co. Donegal",1050, Co. Donegal,4 
"67. 21 Hillview, Letterkenny, Co. Donegal",750, Co. Donegal,3 
"68. The Garden, Ballymacool Wood, Letterkenny, Co. Donegal",750, Co. Donegal,4 
"69. The Maples, Letterkenny, Co. Donegal",850, Co. Donegal,4 
"70. Glen road Glenties, Glenties, Co. Donegal",440, Co. Donegal,4 
"71. 10 Farmleigh Park, Ardeskin, Donegal Town, Co. Donegal",750, Co. Donegal,3 
"72. The Commons, Killybegs, Co. Donegal",575, Co. Donegal,4
"73. 10 Keenaghan, Kilcar, Co. Donegal",500, Co. Donegal,3
"74. Alt Crescent, Castlefin, Co. Donegal",850, Co. Donegal,4 
"75. The Cottage, Shanvalley, Castlefin, Co. Donegal",550, Co. Donegal,2
"76. Drimnaherk East, Letterbarra, Co. Donegal",580, Co. Donegal,2
"77. derrynacarrow, Doochary, Co. Donegal",600, Co. Donegal,3 
"78. Chestnut Grove, Letterkenny, Co. Donegal",900, Co. Donegal,5 
"79. Caravan Road, Dungloe, Co. Donegal",600, Co. Donegal,4 
"80. meenahalla, Glenties, Co. Donegal",475, Co. Donegal,4
"1. Seafield Downs, Clontarf, Dublin 3",2500, Dublin 3,2 
"2. Old Estuary Mill, Malahide, Co. Dublin",3600, Co. Dublin,4 
