House,Price,County
"101. Mountbrook, Booterstown, Co. Dublin",2400, Co. Dublin
"102. 16 The Cammock, Mount Brown, Kilmainham, Dublin 8",1900, Dublin 8
"103. Apartment To Rent, Pudding Row, West Essex Street, Temple Bar, Dublin 2",2200, Dublin 2
"104. 87 Old Kilmainham Village, Kilmainham, Dublin 24",1600, Dublin 24
"105. Chapelgate, St Alphonsus Road, Drumcondra, Dublin 9",1350, Dublin 9
"106. 33 Danesford Castle Ave, Clontarf, Dublin 3",1600, Dublin 3
"107. Belfield Court, Stillorgan Road, Donnybrook, Dubli, Dublin 4",2000, Dublin 4
"108. Belfield Court, Donnybrook, Dublin 4",1600, Dublin 4
"109. Joyce Hall, Carrickmines Wood, Foxrock, Dublin 18",2800, Dublin 18
"110. Garville Avenue, Rathgar, Dublin 6",2000, Dublin 6
"111. The Iona, Prospect Hill, Finglas, Dublin 11",1600, Dublin 11
"112. Olcovar, Shankill, Dublin 18",1600, Dublin 18
"113. BALBUTCHER LANE FINGLAS, Finglas, Dublin 11",1300, Dublin 11
"114. Apartment 14 Wingfield, Stepaside, Dublin 18",1950, Dublin 18
"115. Bayview Ave, North Strand, Dublin 3",1700, Dublin 3
"116. Block C, Smithfield Market - 26C, Smithfield, Dublin 1",3900, Dublin 1
"117. Belgrove Park, Clontarf, Dublin 3",1800, Dublin 3
"118. Carrickmines, Carrickmines, Dublin 18",1850, Dublin 18
"119. Herbert Park Lane, Ballsbridge, Dublin 4",2500, Dublin 4
"120. Merrion Grove, Blackrock, Co. Dublin",1622, Co. Dublin
"121. 27 Kingram Place, Dublin 2",1700, Dublin 2
"122. The Penthouses at Custom House Square, Dublin 1",4000, Dublin 1
"123. Kilmainham Square, Kilmainham, Dublin 8",1415, Dublin 8
"124. knockmaree, St Laurences Road, Chapelizod, Chapelizod, Dublin 20",1600, Dublin 20
"125. Grace Park Manor, Drumcondra, Dublin 9",1700, Dublin 9
"126. Parnell Street, Dublin 1",1600, Dublin 1
"127. Kilmainham Bank, Emmet Road, Inchicore, Dublin 8",1064, Dublin 8
"128. Burlington Gardens, Burlington Road, Dublin 4",2350, Dublin 4
"129. Alexandra Walk, Dublin 2",3300, Dublin 2
"130. Adelaide Square Penthouse, Dublin 2",4800, Dublin 2
"131. Alexandra Walk, Dublin 2",3400, Dublin 2
"132. Alexandra Walk, Dublin 2",3400, Dublin 2
"133. Alexandra Walk, Dublin 2",3960, Dublin 2
"134. Herbert Park Lane, Ballsbridge, Dublin 4",2700, Dublin 4
"135. Eagle House, Killiney Hill Road, Killiney, Co. Dublin",1950, Co. Dublin
"136. 2 Eagle House, Killiney Hill Road, Killiney, Co. Dublin",1500, Co. Dublin
"137. Castleland Court, Balbriggan, Balbriggan, Co. Dublin",1250, Co. Dublin
"138. Mayor Street Lower, Dublin 2, Dublin 2",2400, Dublin 2
"139. Charles Street Great, Dublin 1",1500, Dublin 1
"140. Pavillion, Dun Laoghaire, Co. Dublin",4200, Co. Dublin
"141. Clancy Quay, Phase Two by Kennedy WIlson, Islandbridge, Dublin 8",2200, Dublin 8
"142. Clancy Quay Phase Two by Kennedy Wilson, Dublin 8",1950, Dublin 8
"143. Clancy Quay by Kennedy Wilson, Dublin 8",1900, Dublin 8
"144. Clancy Quay by Kennedy Wilson, Dublin 8",1700, Dublin 8
"145. Clancy Quay Phase Two by Kennedy Wilson, Dublin 8",2200, Dublin 8
"146. Clancy Quay by Kennedy Wilson, Islandbridge, Dublin 8",2800, Dublin 8
"147. The Grange, Brewery Road, Stillorgan, Co. Dublin",1650, Co. Dublin
"148. The Grange, Brewery Road, Stillorgan, Co. Dublin",2100, Co. Dublin
"149. Blackhall Square, Smithfield, Smithfield, Dublin 7",1850, Dublin 7
"150. Adelaide Square, Dublin 2",3540, Dublin 2
"151. Adelaide Square, Dublin 2",3000, Dublin 2
"152. Alexandra Walk, Dublin 2",3940, Dublin 2
"153. Adelaide Square, Dublin 2",3000, Dublin 2
"154. Alexandra Walk, Dublin 2",3960, Dublin 2
"155. Alexandra Walk, Dublin 2",3400, Dublin 2
"156. Alexandra Walk, Dublin 2",3300, Dublin 2
"157. Adelaide Square, Dublin 2",3800, Dublin 2
"158. Adelaide Square Penthouse, Dublin 2",4100, Dublin 2
"159. Adelaide Square, Dublin 2",3080, Dublin 2
"160. Adelaide Square, Dublin 2",2760, Dublin 2
"161. Adelaide Square, Dublin 2",4200, Dublin 2
"162. Adelaide Square, Dublin 2",3240, Dublin 2
"163. Alexandra Walk, Dublin 2",3400, Dublin 2
"164. Adelaide Square, Dublin 2",3200, Dublin 2
"165. Alexandra Walk, Dublin 2",3960, Dublin 2
"166. Adelaide Square, Dublin 2",3240, Dublin 2
"167. Alexandra Walk, Dublin 2",3160, Dublin 2
"168. Adelaide Square, Dublin 2",3060, Dublin 2
"169. Adelaide Square, Dublin 2",3996, Dublin 2
"170. Alexandra Walk, Dublin 2",3800, Dublin 2
"171. 25 Saddlers Court, Rathmines, Dublin 6",1400, Dublin 6
"172. 15 Booterstown Hall, Booterstown, Co. Dublin",1685, Co. Dublin
"173. The Oaks, Parkview, Stepaside, Stepaside, Dublin 18",1500, Dublin 18
"174. Rockview, Sandyford, Dublin 18",2300, Dublin 18
"175. The Links, Portmarnock, Co. Dublin",1300, Co. Dublin
"176. Christchurch Place, Christchurch, Dublin 8",1700, Dublin 8
"177. Bachelors Walk Apts, Dublin 1",1650, Dublin 1
"178. Christchurch, Christchurch, Dublin 8",2000, Dublin 8
"179. Bachelor's Walk, Dublin 1",1900, Dublin 1
"180. Bracken Hill, Blackglen Road, Simon's Ridge, Sandyford, Dublin 18",1595, Dublin 18
"181. 125 Francis street, Dublin 8, Dublin 8",1675, Dublin 8
"182. 5 Loftus Sq. Rathfarnham Dublin 14, Rathfarnham, Dublin 14",1600, Dublin 14
"183. 154 Temple Gardens.santry, Santry, Dublin 9",1700, Dublin 9
"184. Custom Hall Upper Gadiner Street dublin 1, Dublin 1",1400, Dublin 1
"185. Rockview, Simonsridge, Sandyford, Dublin 18",1856, Dublin 18
"186. Rosecourt, Cabra, Dublin 7",1750, Dublin 7
"187. 30 Dorset Street, Dublin 1",2400, Dublin 1
"188. Premier Square, Finglas Road, Finglas, Dublin 11",1475, Dublin 11
"189. Bushy Park House, Terenure, Dublin 6",1900, Dublin 6
"190. The Hibernian,The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3810, Dublin 4
"191. Longboat Quay, Sir Rogeron\'s Quay, Grand Canal Dock, Dublin 2",4200, Dublin 2
"192. The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",3600, Dublin 4
"193. The Dickens, The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3810, Dublin 4
"194. William Bligh, The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3600, Dublin 4
"195. The Gas Works, Barrow Street, Ballsbridge, Dublin 4",2500, Dublin 4
"196. The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",3600, Dublin 4
"197. The Hibernian,The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3390, Dublin 4
"198. The Poolbeg, The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3600, Dublin 4
"199. Warrington Place, Dublin 2, Ballsbridge, Dublin 4",3600, Dublin 4
"200. Upper Leeson Street, Dublin 4",3800, Dublin 4
"Lee Road, Cork City, Co. Cork",1300, Co. Cork
"1. 16 Kingsbridge, South Douglas Road, Ballinlough, Co. Cork",1450, Co. Cork
"2. The Elysian, Eglinton Street, Cork City, Co. Cork",3170, Co. Cork
"3. River Towers, Lee Road, Cork City, Co. Cork",2400, Co. Cork
"4. 81 Eagle Valley, Wilton, Co. Cork",1000, Co. Cork
"5. Hartys Quay, Rochestown, Co. Cork",1650, Co. Cork
"6. The Hermitage Glasheen Rd Cork, Glasheen, Co. Cork",1125, Co. Cork
"7. Watergold, Douglas, Co. Cork",1750, Co. Cork
"8. Dwyer House Douglas Road, Douglas, Co. Cork",1100, Co. Cork
"9. Harbour Heights, Passage West, Co. Cork",1450, Co. Cork
"10. The Elysian, Eglinton Street, Cork City, Co. Cork",3500, Co. Cork
"11. Apt No 1 Brook Vale, Cloghroe, Co. Cork",895, Co. Cork
"12. North Quay Place, Popes Quay, Cork City, Co. Cork",370, Co. Cork
"13. Pembroke Grove, Passage West, Co. Cork",1400, Co. Cork
"14. The Oaks, Wentworth Gardens, Bishopstown, Co. Cork",1252, Co. Cork
"15. First Floor, 19 Military Road, St. Lukes, Co. Cork",1500, Co. Cork
"16. Alfred Street, Cork City, Co. Cork",1456, Co. Cork
"17. Maryborough Ridge, Douglas, Co. Cork",1620, Co. Cork
"18. Cork City Centre, Cork City, Co. Cork",1230, Co. Cork
"19. Navillus, Togher (Cork City), Co. Cork",1200, Co. Cork
"21. watercourse road, Blackpool, Co. Cork",850, Co. Cork
"22. Pinecourt ,Church Road, Blackrock, Co. Cork",1120, Co. Cork
"23. Fullers Lodge, College Road, Cork City, Co. Cork",888, Co. Cork
"24. The Kingfisher, Jacob\'s Island, Ballinure, Co. Cork",1450, Co. Cork
"25. 9 Summerstown Avenue, Glasheen, Co. Cork",1400, Co. Cork
"26. watercourse road cork, Blackpool, Co. Cork",850, Co. Cork
"27. Lisin, Sunday's Well, Co. Cork",1735, Co. Cork
"28. Wentworth Gardens, Wilton, Co. Cork",1000, Co. Cork
"29. Rutland Place, South Terrace, Cork City, Co. Cork",1400, Co. Cork
"30. Grand Parade, Cork City, Co. Cork",1400, Co. Cork
"31. 37 Downview, Faranlea Road, Cork City, Victoria Cross, Co. Cork",2600, Co. Cork
"32. Glanmire Village, Glanmire, Co. Cork",1200, Co. Cork
"33. Woodhill, Tivoli, Co. Cork",1300, Co. Cork
"34. The Haven, Jacobs island Cork, Mahon, Co. Cork",1600, Co. Cork
"35. 309 Brideholm, Commons Road, Blackpool, Co. Cork",1500, Co. Cork
"36. Killard, Blarney, Co. Cork",1150, Co. Cork
"37. Silverpoint, Silversprings, Co. Cork",1450, Co. Cork
"38. Altus, Sunday's Well Road, Sunday's Well, Co. Cork",1963, Co. Cork
"39. 59 MacCurtain Street, Cork City, Co. Cork",3400, Co. Cork
"40. Hazel House, Garrane Dara, Sarsfield Road, Wilton, Co. Cork",1180, Co. Cork
"41. Copley Hall, Cotter Street, Cork City, Co. Cork",1354, Co. Cork
"42. An Radharc, Maryborough Ridge, Maryborough Hill, Douglas, Co. Cork",1575, Co. Cork
"43. Hop Island, Rochestown, Co. Cork",1200, Co. Cork
"44. Mayfield Business Park, Mayfield, Co. Cork",2000, Co. Cork
"45. Cross Douglas Road, Douglas, Co. Cork",1250, Co. Cork
"46. 125 Fernwood, Glyntown, Glanmire, Co. Cork",1400, Co. Cork
"1. 6 Ladyswell, Lough Atalia, Bohermore, Co. Galway",1350, Co. Galway
"2. Arch Mews, William St, Galway City, Co. Galway",1300, Co. Galway
"3. Aras Bun Caise, Rahoon, Co. Galway",1350, Co. Galway
"4. Sheerwater House, Galway City, Co. Galway",2200, Co. Galway
"5. Ce Na Mara, The Docks, Galway City, Co. Galway",1560, Co. Galway
"6. Bishop O\'Donnell Road, Rahoon, Co. Galway",560, Co. Galway
"7. R338, Merlin Park, Co. Galway",1200, Co. Galway
"8. Fairhill Lower, Off Domnick Street, Galway City, Co. Galway",845, Co. Galway
"9. Cuirt Seoige, Bohermore, Co. Galway",1500, Co. Galway
"10. Drum East, Drum East, Co. Galway",1300, Co. Galway
"11. 4 Arus Bun Caise, Rahoon, Co. Galway",1450, Co. Galway
"12. Altenagh House, Nun\'s Island, Nun's Island, Co. Galway",1495, Co. Galway
"13. The Cresent ,Taylors Hill, Galway City, Co. Galway",900, Co. Galway
"14. 24 Glenview Drive, Riverside, Tuam Road, Co. Galway",820, Co. Galway
"15. Rahoon, Drum East, Co. Galway",1300, Co. Galway
"16. Arus Grattan, Grattan Road, Upper Salthill, galwa, Galway City, Co. Galway",1200, Co. Galway
"17. Lacklea, Barna, Co. Galway",785, Co. Galway
"18. Rockbarton Court, Salthill, Co. Galway",1800, Co. Galway
"19. Crescent Green, Galway City, Co. Galway",1700, Co. Galway
"20. RosArd, Cappagh Road, Knocknacarra., Knocknacarra, Co. Galway",875, Co. Galway
"21. 93 Dun na Carraige, Salthill, Co. Galway",1320, Co. Galway
"22. 47 Aengus House, Dock Street - 5 month lease only, Galway City, Co. Galway",1800, Co. Galway
"23. City Centre Cill Ard Galway, Bohermore, Co. Galway",1400, Co. Galway
"24. Bowling Green, Galway City, Co. Galway",1675, Co. Galway
"25. Aengus House, Galway City, Co. Galway",1450, Co. Galway
"26. Gort na Glaisce, Sandyroad, Terryland, Co. Galway",1150, Co. Galway
"27. 76 Prospect Hill, Galway City, Co. Galway",1200, Co. Galway
"28. Sheerwater House, Galway City, Co. Galway",1600, Co. Galway
"29. Coolough, Briarhill, Co. Galway",1200, Co. Galway
"30. 29b St. Brendans Ave, Woodquay, Co. Galway",1850, Co. Galway
"31. Granary Suites, 58 Dominick Street Lower, Galway C, Galway City, Co. Galway",2250, Co. Galway
"32. Ocean Towers, Blackrock, Salthill, Co. Galway",1600, Co. Galway
"33. The Connacht Hotel, Dublin Road, Renmore, Co. Galway",1820, Co. Galway
"34. 5 Dun na Coiribe, Headford Road, Co. Galway",1500, Co. Galway
"35. Apt 1, The Vineyard Apartments, Lombard Street, Galway City, Co. Galway",1450, Co. Galway
"36. Seabury, Barna House & Demesne, Barna Road, Ga, Barna, Co. Galway",1500, Co. Galway
"37. Lough Atalia Road, Galway City, Co. Galway",1200, Co. Galway
"38. Abbey Court, Mary Street, Galway City, Co. Galway",1395, Co. Galway
"39. Manor Court, Knocknacarra, Co. Galway",1000, Co. Galway
"Lee Road, Cork City, Co. Cork",1300, Co. Cork
"1. 16 Kingsbridge, South Douglas Road, Ballinlough, Co. Cork",1450, Co. Cork
"2. The Elysian, Eglinton Street, Cork City, Co. Cork",3170, Co. Cork
"3. River Towers, Lee Road, Cork City, Co. Cork",2400, Co. Cork
"4. 81 Eagle Valley, Wilton, Co. Cork",1000, Co. Cork
"5. Hartys Quay, Rochestown, Co. Cork",1650, Co. Cork
"6. The Hermitage Glasheen Rd Cork, Glasheen, Co. Cork",1125, Co. Cork
"7. Watergold, Douglas, Co. Cork",1750, Co. Cork
"8. Dwyer House Douglas Road, Douglas, Co. Cork",1100, Co. Cork
"9. Harbour Heights, Passage West, Co. Cork",1450, Co. Cork
"10. The Elysian, Eglinton Street, Cork City, Co. Cork",3500, Co. Cork
"11. Apt No 1 Brook Vale, Cloghroe, Co. Cork",895, Co. Cork
"12. North Quay Place, Popes Quay, Cork City, Co. Cork",370, Co. Cork
"13. Pembroke Grove, Passage West, Co. Cork",1400, Co. Cork
"14. The Oaks, Wentworth Gardens, Bishopstown, Co. Cork",1252, Co. Cork
"15. First Floor, 19 Military Road, St. Lukes, Co. Cork",1500, Co. Cork
"16. Alfred Street, Cork City, Co. Cork",1456, Co. Cork
"17. Maryborough Ridge, Douglas, Co. Cork",1620, Co. Cork
"18. Cork City Centre, Cork City, Co. Cork",1230, Co. Cork
"19. Navillus, Togher (Cork City), Co. Cork",1200, Co. Cork
"21. watercourse road, Blackpool, Co. Cork",850, Co. Cork
"22. Pinecourt ,Church Road, Blackrock, Co. Cork",1120, Co. Cork
"23. Fullers Lodge, College Road, Cork City, Co. Cork",888, Co. Cork
"24. The Kingfisher, Jacob\'s Island, Ballinure, Co. Cork",1450, Co. Cork
"25. 9 Summerstown Avenue, Glasheen, Co. Cork",1400, Co. Cork
"26. watercourse road cork, Blackpool, Co. Cork",850, Co. Cork
"27. Lisin, Sunday's Well, Co. Cork",1735, Co. Cork
"28. Wentworth Gardens, Wilton, Co. Cork",1000, Co. Cork
"29. Rutland Place, South Terrace, Cork City, Co. Cork",1400, Co. Cork
"30. Grand Parade, Cork City, Co. Cork",1400, Co. Cork
"31. 37 Downview, Faranlea Road, Cork City, Victoria Cross, Co. Cork",2600, Co. Cork
"32. Glanmire Village, Glanmire, Co. Cork",1200, Co. Cork
"33. Woodhill, Tivoli, Co. Cork",1300, Co. Cork
"34. The Haven, Jacobs island Cork, Mahon, Co. Cork",1600, Co. Cork
"35. 309 Brideholm, Commons Road, Blackpool, Co. Cork",1500, Co. Cork
"36. Killard, Blarney, Co. Cork",1150, Co. Cork
"37. Silverpoint, Silversprings, Co. Cork",1450, Co. Cork
"38. Altus, Sunday's Well Road, Sunday's Well, Co. Cork",1963, Co. Cork
"39. 59 MacCurtain Street, Cork City, Co. Cork",3400, Co. Cork
"40. Hazel House, Garrane Dara, Sarsfield Road, Wilton, Co. Cork",1180, Co. Cork
"41. Copley Hall, Cotter Street, Cork City, Co. Cork",1354, Co. Cork
"42. An Radharc, Maryborough Ridge, Maryborough Hill, Douglas, Co. Cork",1575, Co. Cork
"43. Hop Island, Rochestown, Co. Cork",1200, Co. Cork
"44. Mayfield Business Park, Mayfield, Co. Cork",2000, Co. Cork
"45. Cross Douglas Road, Douglas, Co. Cork",1250, Co. Cork
"46. 125 Fernwood, Glyntown, Glanmire, Co. Cork",1400, Co. Cork
"1. Apartment 12-09, The Arc, 2K Queens Road, Belfast, Belfast City Centre, Belfast, Co. Antrim",850970, Co. Antrim
"1. Cois Ghruda, Castletroy, Co. Limerick",1050, Co. Limerick
"2. 50 Thomas Street, Limerick City, Co. Limerick",1050, Co. Limerick
"3. Cloisters, Nr.O'Connell Monument, O'Connell Street, Limerick City, Co. Limerick",1100, Co. Limerick
"4. Thornfield, South Circular Road, Co. Limerick",1300, Co. Limerick
"5. Drominbeg, Rhebogue, Co. Limerick",1400, Co. Limerick
"6. Glendara, Dooradoyle, Co. Limerick",1100, Co. Limerick
"7. Richmond Court, Mount Kennett, Dock Road, Limerick City, Co. Limerick",950, Co. Limerick
"8. 29 Castlecourt, Clancy Strand, Limerick City, Co. Limerick",1000, Co. Limerick
"9. Alandale Hall, South Circular Road, Co. Limerick",1300, Co. Limerick
"10. Harveys Quay, Limerick City, Co. Limerick",1300, Co. Limerick
"11. 20/21 Lower Gerald Griffin St, Limerick, Limerick City, Co. Limerick",1250, Co. Limerick
"12. 67 Glantan, Golf Links Road, Castletroy, Co. Limerick",1150, Co. Limerick
"13. The Steeples, Limerick City, Co. Limerick",950, Co. Limerick
"14. Knockhill, Ennis Road, Co. Limerick",1100, Co. Limerick
"15. Wellesley Court, Ennis Road, Co. Limerick",1100, Co. Limerick
"16. Landsdowne Hall, O'Callaghan Strand, Limerick City, Co. Limerick",1300, Co. Limerick
"17. 20 Fishermans Quay, Grove Island, Corbally, Co. Limerick",1100, Co. Limerick
"18. 701 Riverpoint, Limerick City, Co. Limerick",1200, Co. Limerick
"19. 31 Pery Court, Limerick City, Co. Limerick",1050, Co. Limerick
"20. Log na gCapall, South Circular Road, Co. Limerick",1400, Co. Limerick
"21. Glendara, Dooradoyle, Co. Limerick",1000, Co. Limerick
"22. 10 The Steeples Mulgrave Street, Limerick City, Co. Limerick",950, Co. Limerick
"23. Glenlara House, Mount Kenneth, Limerick City, Co. Limerick",850, Co. Limerick
"24. Penthouse Apartment, Charlotte Quay, Limerick, Limerick City, Co. Limerick",1200, Co. Limerick
"25. Upper William Street, Limerick City, Co. Limerick",1100, Co. Limerick
"26. Broad Street, Limerick City, Co. Limerick",1100, Co. Limerick
"27. Mahon House, Upper William Street, Limerick City, Co. Limerick",950, Co. Limerick
"28. Palmerstown Court, Mungret Street, Limerick City, Co. Limerick",1050, Co. Limerick
"29. Palmerstown Court, Limerick City, Co. Limerick",1200, Co. Limerick
"1. Ardkeen Woods, Ardkeen, Co. Waterford",875, Co. Waterford
"2. Railway Square, Castle Place, Waterford City, Co. Waterford",1100, Co. Waterford
"3. Poleberry House, Waterford City, Co. Waterford",580, Co. Waterford
"4. The Infirmary, Johns Hill, Waterford City, Co. Waterford",750, Co. Waterford
"5. The Quay, Waterford City, Co. Waterford",825, Co. Waterford
"6. Whitfield, Waterford City, Co. Waterford",400, Co. Waterford
"7. Keyser House, High Street, Waterford City, Co. Waterford",900, Co. Waterford
