House,Price,County
"101. North King Street, Dublin 7",1400, Dublin 7
"102. Stocking Wood Hall, Rathfarnham, Dublin 16",1716, Dublin 16
"103. Mountbrook, Booterstown, Co. Dublin",2400, Co. Dublin
"104. 16 The Cammock, Mount Brown, Kilmainham, Dublin 8",1900, Dublin 8
"105. Apartment To Rent, Pudding Row, West Essex Street, Temple Bar, Dublin 2",2200, Dublin 2
"106. 87 Old Kilmainham Village, Kilmainham, Dublin 24",1600, Dublin 24
"107. Chapelgate, St Alphonsus Road, Drumcondra, Dublin 9",1350, Dublin 9
"108. 33 Danesford Castle Ave, Clontarf, Dublin 3",1600, Dublin 3
"109. Belfield Court, Stillorgan Road, Donnybrook, Dubli, Dublin 4",2000, Dublin 4
"110. Belfield Court, Donnybrook, Dublin 4",1600, Dublin 4
"111. Joyce Hall, Carrickmines Wood, Foxrock, Dublin 18",2800, Dublin 18
"112. Garville Avenue, Rathgar, Dublin 6",2000, Dublin 6
"113. The Iona, Prospect Hill, Finglas, Dublin 11",1600, Dublin 11
"114. Olcovar, Shankill, Dublin 18",1600, Dublin 18
"115. BALBUTCHER LANE FINGLAS, Finglas, Dublin 11",1300, Dublin 11
"116. Apartment 14 Wingfield, Stepaside, Dublin 18",1950, Dublin 18
"117. Bayview Ave, North Strand, Dublin 3",1700, Dublin 3
"118. Block C, Smithfield Market - 26C, Smithfield, Dublin 1",3900, Dublin 1
"119. Belgrove Park, Clontarf, Dublin 3",1800, Dublin 3
"120. Carrickmines, Carrickmines, Dublin 18",1850, Dublin 18
"121. Herbert Park Lane, Ballsbridge, Dublin 4",2500, Dublin 4
"122. Merrion Grove, Blackrock, Co. Dublin",1622, Co. Dublin
"123. 27 Kingram Place, Dublin 2",1700, Dublin 2
"124. The Penthouses at Custom House Square, Dublin 1",4000, Dublin 1
"125. Kilmainham Square, Kilmainham, Dublin 8",1415, Dublin 8
"126. knockmaree, St Laurences Road, Chapelizod, Chapelizod, Dublin 20",1600, Dublin 20
"127. Grace Park Manor, Drumcondra, Dublin 9",1700, Dublin 9
"128. Parnell Street, Dublin 1",1600, Dublin 1
"129. Kilmainham Bank, Emmet Road, Inchicore, Dublin 8",1064, Dublin 8
"130. Burlington Gardens, Burlington Road, Dublin 4",2350, Dublin 4
"131. Alexandra Walk, Dublin 2",3300, Dublin 2
"132. Adelaide Square Penthouse, Dublin 2",4800, Dublin 2
"133. Alexandra Walk, Dublin 2",3400, Dublin 2
"134. Alexandra Walk, Dublin 2",3400, Dublin 2
"135. Alexandra Walk, Dublin 2",3960, Dublin 2
"136. Herbert Park Lane, Ballsbridge, Dublin 4",2700, Dublin 4
"137. Eagle House, Killiney Hill Road, Killiney, Co. Dublin",1950, Co. Dublin
"138. 2 Eagle House, Killiney Hill Road, Killiney, Co. Dublin",1500, Co. Dublin
"139. Castleland Court, Balbriggan, Balbriggan, Co. Dublin",1250, Co. Dublin
"140. Mayor Street Lower, Dublin 2, Dublin 2",2400, Dublin 2
"141. Charles Street Great, Dublin 1",1500, Dublin 1
"142. Pavillion, Dun Laoghaire, Co. Dublin",4200, Co. Dublin
"143. Clancy Quay Phase Two by Kennedy Wilson, Dublin 8",2200, Dublin 8
"144. Clancy Quay by Kennedy Wilson, Islandbridge, Dublin 8",2800, Dublin 8
"145. Clancy Quay by Kennedy Wilson, Dublin 8",1900, Dublin 8
"146. Clancy Quay by Kennedy Wilson, Dublin 8",1700, Dublin 8
"147. Clancy Quay, Phase Two by Kennedy WIlson, Islandbridge, Dublin 8",2200, Dublin 8
"148. The Grange, Brewery Road, Stillorgan, Co. Dublin",2100, Co. Dublin
"149. The Grange, Brewery Road, Stillorgan, Co. Dublin",1650, Co. Dublin
"150. Clancy Quay Phase Two by Kennedy Wilson, Dublin 8",1950, Dublin 8
"151. Blackhall Square, Smithfield, Smithfield, Dublin 7",1850, Dublin 7
"152. Adelaide Square, Dublin 2",3540, Dublin 2
"153. Adelaide Square, Dublin 2",3000, Dublin 2
"154. Alexandra Walk, Dublin 2",3940, Dublin 2
"155. Adelaide Square, Dublin 2",3000, Dublin 2
"156. Alexandra Walk, Dublin 2",3960, Dublin 2
"157. Alexandra Walk, Dublin 2",3400, Dublin 2
"158. Alexandra Walk, Dublin 2",3300, Dublin 2
"159. Adelaide Square, Dublin 2",3800, Dublin 2
"160. Adelaide Square Penthouse, Dublin 2",4100, Dublin 2
"161. Adelaide Square, Dublin 2",3080, Dublin 2
"162. Adelaide Square, Dublin 2",2760, Dublin 2
"163. Adelaide Square, Dublin 2",4200, Dublin 2
"164. Adelaide Square, Dublin 2",3240, Dublin 2
"165. Alexandra Walk, Dublin 2",3400, Dublin 2
"166. Adelaide Square, Dublin 2",3200, Dublin 2
"167. Alexandra Walk, Dublin 2",3960, Dublin 2
"168. Adelaide Square, Dublin 2",3240, Dublin 2
"169. Alexandra Walk, Dublin 2",3160, Dublin 2
"170. Adelaide Square, Dublin 2",3060, Dublin 2
"171. Adelaide Square, Dublin 2",3996, Dublin 2
"172. Alexandra Walk, Dublin 2",3800, Dublin 2
"173. 25 Saddlers Court, Rathmines, Dublin 6",1400, Dublin 6
"174. 15 Booterstown Hall, Booterstown, Co. Dublin",1685, Co. Dublin
"175. The Oaks, Parkview, Stepaside, Stepaside, Dublin 18",1500, Dublin 18
"176. The Links, Portmarnock, Co. Dublin",1300, Co. Dublin
"177. Rockview, Sandyford, Dublin 18",2300, Dublin 18
"178. Bachelors Walk Apts, Dublin 1",1650, Dublin 1
"179. Christchurch, Christchurch, Dublin 8",2000, Dublin 8
"180. Bachelor's Walk, Dublin 1",1900, Dublin 1
"181. Christchurch Place, Christchurch, Dublin 8",1700, Dublin 8
"182. Bracken Hill, Blackglen Road, Simon's Ridge, Sandyford, Dublin 18",1595, Dublin 18
"183. 125 Francis street, Dublin 8, Dublin 8",1675, Dublin 8
"184. 5 Loftus Sq. Rathfarnham Dublin 14, Rathfarnham, Dublin 14",1600, Dublin 14
"185. 154 Temple Gardens.santry, Santry, Dublin 9",1700, Dublin 9
"186. Custom Hall Upper Gadiner Street dublin 1, Dublin 1",1400, Dublin 1
"187. Rockview, Simonsridge, Sandyford, Dublin 18",1856, Dublin 18
"188. Rosecourt, Cabra, Dublin 7",1750, Dublin 7
"189. 30 Dorset Street, Dublin 1",2400, Dublin 1
"190. Premier Square, Finglas Road, Finglas, Dublin 11",1475, Dublin 11
"191. Bushy Park House, Terenure, Dublin 6",1900, Dublin 6
"192. Hanover Quay, The Waterfront, Grand Canal Dock, Dublin 2",4800, Dublin 2
"193. The Dickens, The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3810, Dublin 4
"194. The Poolbeg, The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3600, Dublin 4
"195. The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",3600, Dublin 4
"196. Warrington Place, Dublin 2, Ballsbridge, Dublin 4",3600, Dublin 4
"197. The Argyle, Custom House Quay, IFSC, Dublin 1",3600, Dublin 1
"198. William Bligh, The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3400, Dublin 4
"199. The Sweepstakes, Ballsbridge, Ballsbridge, Dublin 4",3640, Dublin 4
"200. William Bligh, The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3600, Dublin 4
"201. Eastmoreland Court, Eastmoreland Lane, Ballsbridge, Dublin 4",2110, Dublin 4
"202. The Gas Works, Barrow Street, Ballsbridge, Dublin 4",2500, Dublin 4
"203. The Hibernian,The Gasworks, Barrow Street, Ringsend, Dublin 4",3390, Dublin 4
"204. The Pines, Herbert Park Lane, Ballsbridge, Dublin 4",2700, Dublin 4
"205. Hanover Riverside, Sir Rogerson's Quay, Dublin 2, Grand Canal Dock, Dublin 2",3810, Dublin 2
"206. Longboat Quay, Sir Rogeron\'s Quay, Grand Canal Dock, Dublin 2",4200, Dublin 2
"207. The Hibernian,The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3600, Dublin 4
"208. The Hibernian,The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3810, Dublin 4
"209. Upper Leeson Street, Dublin 4",3800, Dublin 4
"210. Gallery Quay, Grand Canal Quay, Grand Canal Dock, Dublin 2",4500, Dublin 2
"211. The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",3600, Dublin 4
"212. William Bligh, The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3400, Dublin 4
"213. The Hibernian,The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3390, Dublin 4
"214. The Alliance, The Gasworks, South Lotts Road, Ballsbridge, Dublin 4",4500, Dublin 4
"215. The Poolbeg, The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3810, Dublin 4
"216. The Clayton, The Gasworks, Barrow Street, Ballsbridge, Dublin 4",3390, Dublin 4
"217. The Hibernian,The Gasworks, Barrow Street, Grand Canal Dock, Dublin 4",3390, Dublin 4
"218. Osborne Court, Seapoint Avenue, Blackrock, Blackrock, Co. Dublin",2206, Co. Dublin
"219. The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",3600, Dublin 4
"220. The Cedars, Herbert Park Lane, Ballsbridge, Dublin 4",3600, Dublin 4
"221. Herbert Park Lane, The Pines, Ballsbridge, Dublin 4",3600, Dublin 4
"222. Cairnbrook View, Carrickmines, Dublin 18",2080, Dublin 18
"223. Grattan Hall, Lower Mount Street, Dublin 2",2400, Dublin 2
"224. Heytesbury Street, off Camden Street, Dublin 2",1385, Dublin 2
"225. Saddlers Place, Ardee Road, Rathmines, Dublin 6",1950, Dublin 6
"226. Apartment 4, 154-155 Capel Street, Dublin 1",1515, Dublin 1
"227. Gardiner Street Upper, North Circular Road, Dublin 1",1500, Dublin 1
"228. Gardiner Street Upper, North Circular Road, Dublin 1",1550, Dublin 1
"229. Linden, 31-33 Merrion Road, Ballsbridge, Dublin 4",2794, Dublin 4
"230. Wellington, Riverpark, Islandbridge, Dublin 8",1900, Dublin 8
"231. Phoenix Apartments, Riverpark, Islandbridge, Dublin 8",1710, Dublin 8
"232. Castledawson, Sion Hill, Rock Road, Blackrock, Co. Dublin",1770, Co. Dublin
"233. Ardilea Crescent, Heidelberg, Clonskeagh, Dublin 14",2200, Dublin 14
"234. The Lansdowne, Pembroke Square, Dublin 4",2200, Dublin 4
"235. Forbes Quay, Lazer Lane, Grand Canal Dock, Dublin 2",3000, Dublin 2
"236. Gallery Quay, Block 3, Grand Canal Dock, Dublin 2",3800, Dublin 2
"237. The Westmoreland, Charlotte Quay Dock, Grand Canal Dock, Dublin 4",2100, Dublin 4
"238. Gallery Quay, Block 2, Grand Canal Dock, Dublin 2",3600, Dublin 2
"239. Gallery Quay, Block 15, Grand Canal Dock, Dublin 2",2800, Dublin 2
"240. Galloping Green, Stillorgan, Co. Dublin",1900, Co. Dublin
"241. The Waterfront, Grand Canal Dock, Dublin 2",4400, Dublin 2
"242. Park House, Benson Street, Grand Canal Dock, Dublin 2",3800, Dublin 2
"243. Ardilea Crescent, Heidelberg, Clonskeagh, Dublin 14",2200, Dublin 14
"244. Millennium Tower, Grand Canal Dock, Dublin 4",8000, Dublin 4
"245. 18-21 Mount Street, Lower Mount St., Dublin 2",4500, Dublin 2
"246. Gallery Quay, Block 2, Grand Canal Dock, Dublin 2",3600, Dublin 2
"247. The Westmoreland, Charlotte Quay Dock, Grand Canal Dock, Dublin 4",2100, Dublin 4
"248. The Lansdowne, Pembroke Square, Dublin 4",2200, Dublin 4
"249. Montgomery Court Foley Street, Dublin 1",2500, Dublin 1
"250. Philipsburg Avenue, Fairview, Dublin 3",1650, Dublin 3
"251. Waterside Lawn, Malahide, Co. Dublin",1350, Co. Dublin
"252. 32 Marlay View, Rathfarnham, Dublin 16",1800, Dublin 16
"253. 83 The Oaks, Rockfield, Dundrum, Dublin 16",2150, Dublin 16
"254. Farmhill Road, Clonskeagh, Dublin 14",1800, Dublin 14
"255. 6 Saint Samson's Square, Balgriffin, Dublin 13",1700, Dublin 13
"256. Shrewsbury Square, Ballsbridge, Dublin 4",2600, Dublin 4
"257. Belmayne Park North, Balgriffin, Dublin 13",1365, Dublin 13
"258. 3rd Floor Apartment, No 6 Ushers Quay, Dublin 8, Dublin 8",1800, Dublin 8
"259. Iveagh Court, Dublin 2",4050, Dublin 2
"260. Leeson Court, Dublin 4",3600, Dublin 4
"261. Grand Canal Square, Grand Canal Dock, Dublin 2",4250, Dublin 2
"262. Grand Canal Square, Dublin 2",3450, Dublin 2
"263. Grand Canal Quay, Grand Canal Dock, Dublin 2",4200, Dublin 2
"264. Grand Canal Dock, Dublin 2",4250, Dublin 2
"265. Iveagh Court, Dublin 2",4050, Dublin 2
"266. Grand Canal Square, Grand Canal Dock, Dublin 2",3400, Dublin 2
"267. Millennium Tower, Grand Canal Dock, Dublin 2",4000, Dublin 2
"268. Leeson Street, Dublin 2",3450, Dublin 2
"269. Grand Canal Square, Dublin 2",4250, Dublin 2
"270. Leeson Street, Dublin 2",3900, Dublin 2
"271. Leeson Street, Dublin 2",3450, Dublin 2
"272. Bridge Street, Grand Canal Dock, Dublin 4",3900, Dublin 4
"273. The Gasworks, Dublin 4",4250, Dublin 4
"274. Leeson Street, Dublin 2",4250, Dublin 2
"275. Gallery Quay, Grand Canal Dock, Dublin 2",3450, Dublin 2
"276. Leeson Street, Dublin 2",3450, Dublin 2
"277. Hanover Quay, Grand Canal Dock, Dublin 2",4250, Dublin 2
"278. Leeson Street, Dublin 2",4500, Dublin 2
"279. Grand Canal Square, Dublin 2",4250, Dublin 2
"280. Leeson Street, Dublin 2",3750, Dublin 2
"281. Grand Canal Square, Grand Canal Dock, Dublin 2",4250, Dublin 2
"282. Iveagh Court, Dublin 2",4050, Dublin 2
"283. Grand Canal Square, Grand Canal Dock, Dublin 2",3450, Dublin 2
"284. Grand Canal Square, Dublin 2",4350, Dublin 2
"285. Grand Canal Square, Dublin 2",4250, Dublin 2
"286. Grand Canal Square, Dublin 2",3450, Dublin 2
"287. Leeson Street, Dublin 2",3450, Dublin 2
"288. Grand Canal Square, Dublin 2",4000, Dublin 2
"289. Hanover Quay, Grand Canal Dock, Dublin 2",4250, Dublin 2
"290. Leeson Street, Dublin 2",3750, Dublin 2
"291. Bridge Street, Grand Canal Dock, Dublin 4",3900, Dublin 4
"292. Grand Canal Square, Grand Canal Dock, Dublin 2",3400, Dublin 2
"293. Leeson Street, Dublin 2",4250, Dublin 2
"294. Gallery Quay, Grand Canal Dock, Dublin 2",3450, Dublin 2
"295. Grand Canal Square, Grand Canal Dock, Dublin 2",3450, Dublin 2
"296. Millennium Tower, Grand Canal Dock, Dublin 2",4000, Dublin 2
"297. Grand Canal Square, Grand Canal Dock, Dublin 2",4250, Dublin 2
"298. Leeson Street, Dublin 2",3450, Dublin 2
"299. Grand Canal Dock, Dublin 2",3450, Dublin 2
"300. Leeson Street, Dublin 2",3450, Dublin 2
"301. Leeson Street, Dublin 2",3450, Dublin 2
"302. 18 Lower Baggot Street, Dublin 2",4200, Dublin 2
"303. Grand Canal Square, Grand Canal Dock, Dublin 2",4250, Dublin 2
"304. Lad Lane, Dublin 2",4200, Dublin 2
"305. Lad Lane, Dublin 2",4200, Dublin 2
"306. Leeson Street, Dublin 2",3900, Dublin 2
"307. Leeson Street, Dublin 2",4500, Dublin 2
"308. Ballsbridge Woods, Shelbourne Road, Ballsbridge, Dublin 4",3900, Dublin 4
"309. Pembroke Square, Grand Canal Dock, Dublin 4",4200, Dublin 4
"310. Grand Canal Square, Grand Canal Dock, Dublin 2",4250, Dublin 2
"311. Leeson Street, Dublin 2",3450, Dublin 2
"312. The Gasworks, Dublin 4",4250, Dublin 4
"313. Leeson Street, Dublin 2",4250, Dublin 2
"314. The Gasworks, Dublin 4",4250, Dublin 4
"315. Grand Canal Square, Dublin 2",4250, Dublin 2
"316. Grand Canal Square, Dublin 2",4250, Dublin 2
"317. Lad Lane, Baggot Street, Dublin 2",4200, Dublin 2
"318. Burton House, Custom House Square, Mayor St. Lower, IFSC, Dublin 1",3150, Dublin 1
"319. Leeson Street, Dublin 2",3450, Dublin 2
"320. Grand Canal Square, Dublin 2",4250, Dublin 2
"321. Rathmines Square, Rathmines, Dublin 6",2600, Dublin 6
"322. The Hampton's, Santry Cross, Santry, Dublin 9",1664, Dublin 9
"323. Greenville Court, Stradbrook Road, Blackrock, Co. Dublin",2000, Co. Dublin
"324. St Raphaela's Road, Off Upper Kilmacud Road, Stillorgan, Co. Dublin",2100, Co. Dublin
"325. Belgrave Square, Rathmines, Dublin 6",2500, Dublin 6
"326. Cherrywood road, Loughlinstown, Co. Dublin",1500, Co. Dublin
"327. Milner Square, Santry, Dublin 9",1722, Dublin 9
"328. Coopers Yard, Smithfield, Dublin 7",2250, Dublin 7
"329. Cedar Hall Milltown Road, Milltown, Dublin 6",2250, Dublin 6
"330. Finglas Road, Finglas, Dublin 11",1304, Dublin 11
"331. Spencer House, IFSC, Dublin 1",2200, Dublin 1
"332. The square , haddington rd, Ballsbridge, Dublin 4",2400, Dublin 4
"333. Cherry Court, Mount Tallant Avenue, Terenure, Dublin 6",1700, Dublin 6
"334. Highfield Road, Rathgar, Dublin 6",1425, Dublin 6
"335. The Mews, Fortfield Square, Terenure, Dublin 6w",1800, Dublin 6w
"336. Hanover Court, Francis Street, Dublin 8",1927, Dublin 8
"337. Bushy Park House, Templeogue Road, Terenure, Dublin 6w",2600, Dublin 6w
"338. Bushy Park House, Terenure, Dublin 6w",2050, Dublin 6w
"339. 33-35 Talbot Street, Dublin 1",1300, Dublin 1
"340. 23 Marley House, Taylors Hill, Rathfarnham, Dublin 14",1500, Dublin 14
"341. Clontarf Road, Clontarf, Dublin 3",4600, Dublin 3
"342. Cherrywood road, Cherrywood, Co. Dublin",1500, Co. Dublin
"343. 121 (Block A) Smithfield Market, Smithfield, Dublin 7",2700, Dublin 7
"344. Malahide Road, Balgriffin, Dublin 13",2300, Dublin 13
"345. Fitzwilliam Place, Dublin 2",3000, Dublin 2
"346. Francis Street, Dublin 8",2500, Dublin 8
"347. Dunluce, Anglesea Road, Ballsbridge, Dublin 4",3500, Dublin 4
"348. Bellevue, Islandbridge, Dublin 8",1600, Dublin 8
"349. Blackhall View, Dublin 7",1650, Dublin 7
"350. Ros Mor View, Knocklyon, Dublin 16",1800, Dublin 16
"351. 75 Duplex Shieling Square, Raheny, Dublin 5",3200, Dublin 5
"352. Shieling Square, Raheny, Dublin 5",2450, Dublin 5
"353. Laurel, Hazeldene, Ballsbridge, Dublin 4",2500, Dublin 4
"354. The Links, Elm Park, Merrion Road, Dublin 4",2250, Dublin 4
"355. Ardilea Crescent, Clonskeagh, Dublin 14",2250, Dublin 14
"356. Newtownsmith, Sandycove, Co. Dublin",2600, Co. Dublin
"357. Whiteoak, Clonskeagh, Dublin 14",1950, Dublin 14
"358. Smithfield Towers, Smithfield Market, Smithfield, Dublin 7",3900, Dublin 7
"359. Main Street, Blackrock, Co. Dublin",1659, Co. Dublin
"360. Rathgael, Clondalkin, Dublin 22",1190, Dublin 22
"361. Kilmainham Square, Kilmainham, Dublin 8",1950, Dublin 8
"362. Raleigh Square, Crumlin, Dublin 12",1400, Dublin 12
"363. Rivervale, Ashtown, Dublin 15",1700, Dublin 15
"364. Whatley Hall, Archers Wood, Clonee, Dublin 15",1600, Dublin 15
"365. Lanesborough Square, Finglas, Dublin 11",1800, Dublin 11
"366. Bantry Square, Waterville, Blanchardstown, Dublin 15",1700, Dublin 15
"367. Kilmore house, Spencer Dock, Dublin 1",2600, Dublin 1
"368. Penthouse Apartment, Rathborne Court, Ashtown, Dublin 15",3500, Dublin 15
"369. Kilmore house, Spencer Dock, Dublin 1",2500, Dublin 1
"370. Woodbrook, Castleknock, Dublin 15",1700, Dublin 15
"371. Hunters Run, Clonee, Dublin 15",1000, Dublin 15
"372. The Hardwicke, Smithfield, Dublin 7",1500, Dublin 7
"373. Manor Hall, Mount Brown, Kilmainham, Dublin 8",1950, Dublin 8
"374. Stewart Hall, Parnell Street, Dublin 1",2000, Dublin 1
